Player,Versus,BasedOnMinutes,scouting_period,Per90_% of Aerials Won,Per90_% of Dribblers Tackled,Per90_Aerials Lost,Per90_Aerials Won,Per90_Assists,Per90_Average Shot Distance,Per90_Ball Recoveries,Per90_Blocks,Per90_Carries,Per90_Carries into Final Third,Per90_Carries into Penalty Area,Per90_Challenges Lost,Per90_Clearances,Per90_Corner Kicks,Per90_Crosses,Per90_Crosses into Penalty Area,Per90_Dead-ball Passes,Per90_Dispossessed,Per90_Dribblers Tackled,Per90_Dribbles Challenged,Per90_Errors,Per90_Fouls Committed,Per90_Fouls Drawn,Per90_GCA (Dead-ball Pass),Per90_GCA (Defensive Action),Per90_GCA (Fouls Drawn),Per90_GCA (Live-ball Pass),Per90_GCA (Shot),Per90_GCA (Take-On),Per90_Goal-Creating Actions,Per90_Goals,Per90_Goals + Assists,Per90_Goals - xG,Per90_Goals/Shot,Per90_Goals/Shot on Target,Per90_Inswinging Corner Kicks,Per90_Interceptions,Per90_Key Passes,Per90_Live-ball Passes,Per90_Miscontrols,Per90_Non-Penalty Goals,Per90_Non-Penalty Goals - npxG,Per90_Offsides,Per90_Outswinging Corner Kicks,Per90_Own Goals,Per90_Pass Completion %,Per90_Pass Completion % (Long),Per90_Pass Completion % (Medium),Per90_Pass Completion % (Short),Per90_Passes Attempted,Per90_Passes Attempted (Long),Per90_Passes Attempted (Medium),Per90_Passes Attempted (Short),Per90_Passes Blocked,Per90_Passes Completed,Per90_Passes Completed (Long),Per90_Passes Completed (Medium),Per90_Passes Completed (Short),Per90_Passes Offside,Per90_Passes Received,Per90_Passes from Free Kicks,Per90_Passes into Final Third,Per90_Passes into Penalty Area,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Conceded,Per90_Penalty Kicks Made,Per90_Penalty Kicks Won,Per90_Progressive Carries,Per90_Progressive Carrying Distance,Per90_Progressive Passes,Per90_Progressive Passes Rec,Per90_Progressive Passing Distance,Per90_Red Cards,Per90_SCA (Dead-ball Pass),Per90_SCA (Defensive Action),Per90_SCA (Fouls Drawn),Per90_SCA (Live-ball Pass),Per90_SCA (Shot),Per90_SCA (Take-On),Per90_Second Yellow Card,Per90_Shot-Creating Actions,Per90_Shots Blocked,Per90_Shots Total,Per90_Shots from Free Kicks,Per90_Shots on Target,Per90_Shots on Target %,Per90_Straight Corner Kicks,Per90_Successful Take-On %,Per90_Successful Take-Ons,Per90_Switches,Per90_Tackled During Take-On Percentage,Per90_Tackles,Per90_Tackles (Att 3rd),Per90_Tackles (Def 3rd),Per90_Tackles (Mid 3rd),Per90_Tackles Won,Per90_Take-Ons Attempted,Per90_Through Balls,Per90_Throw-ins Taken,Per90_Times Tackled During Take-On,Per90_Tkl+Int,Per90_Total Carrying Distance,Per90_Total Passing Distance,Per90_Touches,Per90_Touches (Att 3rd),Per90_Touches (Att Pen),Per90_Touches (Def 3rd),Per90_Touches (Def Pen),Per90_Touches (Live-Ball),Per90_Touches (Mid 3rd),Per90_Yellow Cards,Per90_npxG + xAG,Per90_npxG/Shot,Per90_npxG: Non-Penalty xG,Per90_xA: Expected Assists,Per90_xAG: Exp. Assisted Goals,Per90_xG: Expected Goals
Diego Carlos,Center Backs,2957,2021-2022 La Liga,65.6,66.7,1.28,2.43,0.0,14.6,5.78,1.46,47.12,0.09,0.0,0.24,3.65,0.0,0.09,0.03,1.73,0.06,0.49,0.73,0.15,1.0,0.58,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.09,0.09,0.03,0.1,0.3,0.0,0.73,0.12,64.86,0.43,0.09,0.03,0.03,0.0,0.0,87.3,63.9,96.1,91.8,66.81,14.0,34.27,17.14,0.335,58.32,8.95,32.93,15.74,0.21,55.12,1.61,2.8,0.24,0.0,0.06,0.0,0.0,0.03,74.63,3.01,0.15,453.29,0.03,0.0,0.03,0.0,0.49,0.06,0.0,0.03,0.58,1.0,0.91,0.03,0.3,33.3,0.0,50.0,0.06,1.16,50.0,1.07,0.06,0.61,0.4,0.73,0.12,0.09,0.12,0.06,1.8,156.11,1248.19,75.73,2.07,1.1,42.73,11.32,75.73,31.01,0.12,0.07,0.07,0.06,0.03,0.01,0.06
Diego Carlos,Center Backs,3134,2019-2020 La Liga,62.9,60.0,1.61,2.73,0.0,16.5,5.23,0.95,35.52,0.23,0.0,0.29,5.05,0.0,0.11,0.09,2.07,0.06,0.43,0.72,0.03,1.32,0.32,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.06,-0.01,0.1,0.67,0.0,1.06,0.29,52.93,0.23,0.06,-0.01,0.06,0.0,0.03,84.1,60.9,91.5,91.2,55.11,11.37,26.08,16.02,0.215,46.32,6.92,23.86,14.62,0.11,42.33,1.75,2.18,0.11,0.0,0.03,0.0,0.0,0.17,53.96,2.18,0.06,375.68,0.0,0.0,0.06,0.0,0.4,0.03,0.03,0.0,0.52,0.69,0.6,0.0,0.09,14.3,0.0,100.0,0.2,1.69,0.0,1.01,0.03,0.72,0.26,0.66,0.2,0.03,0.26,0.0,2.07,124.26,964.13,64.79,1.61,0.83,37.02,10.37,64.79,26.33,0.2,0.09,0.11,0.07,0.02,0.02,0.07
Diego Carlos,Center Backs,3148,2018-2019 Ligue 1,55.5,78.8,1.97,2.46,0.0,18.9,5.98,1.26,31.42,0.43,0.06,0.2,5.32,0.0,0.14,0.06,2.34,0.06,0.74,0.94,0.03,1.26,0.74,0.0,0.0,0.0,0.03,0.03,0.0,0.06,0.03,0.03,-0.03,0.03,0.25,0.0,1.43,0.26,46.12,0.46,0.03,-0.03,0.06,0.0,0.0,81.9,54.9,90.3,90.5,48.77,9.58,21.7,15.92,0.3299999999999999,39.94,5.26,19.58,14.41,0.31,35.31,2.09,2.6,0.26,0.0,0.03,0.0,0.0,0.57,86.4,3.95,0.26,340.82,0.0,0.03,0.03,0.03,0.71,0.11,0.0,0.0,0.91,0.89,0.89,0.09,0.11,12.9,0.0,75.0,0.17,1.09,25.0,1.66,0.03,1.23,0.4,0.97,0.23,0.0,0.26,0.06,3.09,137.12,783.84,60.32,2.32,1.09,31.22,7.63,60.32,27.13,0.23,0.07,0.06,0.06,0.03,0.01,0.06
Diogo Dalot,Fullbacks,234,2021-2022 Champions League,88.9,70.0,0.38,3.08,0.0,23.3,5.0,1.15,34.23,0.77,0.0,1.15,2.31,0.0,1.92,0.38,6.92,0.0,2.69,3.85,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.77,0.77,55.0,0.77,0.0,-0.04,0.0,0.0,0.0,79.1,50.0,83.1,92.4,62.69,9.23,25.0,25.38,0.96,49.62,4.62,20.77,23.46,0.77,45.0,0.38,7.69,1.54,0.0,0.0,0.0,0.0,2.69,110.38,7.31,2.31,314.23,0.0,0.0,0.0,0.0,1.92,0.38,0.0,0.0,2.31,0.0,1.54,0.0,0.38,25.0,0.0,50.0,1.15,0.38,50.0,3.85,0.0,2.69,1.15,2.69,2.31,0.38,6.54,1.15,4.62,160.38,876.54,73.85,15.38,0.77,16.92,2.69,73.85,42.31,0.38,0.08,0.04,0.04,0.08,0.04,0.04
Diogo Dalot,Fullbacks,244,2018-2019 Champions League,66.7,16.7,0.37,0.74,0.0,16.2,3.69,1.11,25.82,1.48,0.37,1.84,3.69,0.37,3.69,0.37,7.38,0.37,0.37,2.21,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0,-0.04,0.0,,0.0,0.74,0.37,34.3,1.48,0.0,-0.04,0.74,0.37,0.0,73.9,72.2,72.7,92.3,42.42,6.64,16.23,14.39,1.845,31.35,4.8,11.8,13.28,0.74,32.09,0.0,1.48,0.37,0.0,0.0,0.0,0.0,3.32,100.33,1.84,3.69,151.23,0.0,0.0,0.0,0.0,0.37,0.37,0.37,0.0,1.11,0.37,0.74,0.0,0.0,0.0,0.0,62.5,1.84,0.0,37.5,1.48,0.0,0.37,1.11,0.74,2.95,0.0,7.01,1.11,2.21,167.46,585.37,53.11,14.75,0.74,12.54,4.06,53.11,25.82,0.0,0.04,0.04,0.04,0.04,0.0,0.04
Diogo Dalot,Fullbacks,258,2022 World Cup,66.7,100.0,1.05,2.09,0.7,29.8,4.53,2.44,31.05,1.4,1.4,0.0,0.35,0.0,3.14,0.35,6.63,0.35,2.79,2.79,0.0,0.35,0.35,0.0,0.0,0.0,0.35,0.0,0.35,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.7,1.4,44.3,0.7,0.0,0.0,0.0,0.0,0.0,76.2,57.1,80.4,86.7,51.28,9.77,17.79,20.93,1.22,39.07,5.58,14.3,18.14,0.35,36.28,0.35,2.44,1.4,0.0,0.0,0.0,0.0,2.09,67.33,3.49,4.19,180.0,0.0,0.35,0.0,0.35,1.74,0.35,0.35,0.0,3.14,0.7,0.35,0.0,0.35,100.0,0.0,33.3,0.35,0.7,33.3,2.79,0.0,2.44,0.35,2.09,1.05,0.0,6.28,0.35,3.49,131.51,746.51,60.7,16.74,1.74,15.0,2.79,60.7,29.3,0.0,0.28,0.04,0.0,0.14,0.24,0.0
Diogo Dalot,Fullbacks,260,2019-2020 Europa League,62.5,25.0,1.04,1.73,0.0,15.1,4.85,0.69,35.31,2.42,0.69,1.04,3.12,0.0,4.85,0.69,7.96,1.04,0.35,1.38,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,,0.0,2.08,0.69,54.0,1.38,0.0,-0.17,0.0,0.0,0.0,78.8,37.5,85.3,86.4,61.96,5.54,25.96,28.04,0.865,48.81,2.08,22.15,24.23,0.0,49.15,0.69,2.08,1.73,0.0,0.0,0.0,0.0,5.19,128.77,5.19,11.42,219.46,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.73,0.35,0.69,0.0,0.0,0.0,0.0,70.0,2.42,0.35,30.0,1.38,0.0,0.69,0.69,1.04,3.46,0.0,7.27,1.04,3.46,226.38,804.12,74.77,34.27,1.73,16.27,5.19,74.77,24.58,0.35,0.21,0.23,0.17,0.1,0.07,0.17
Diogo Dalot,Fullbacks,459,2024-2025 Europa League,76.9,100.0,0.59,1.96,0.0,17.8,6.08,0.2,42.94,1.37,0.2,0.0,1.18,0.0,1.18,0.0,7.25,1.37,1.76,1.76,0.59,0.98,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,,0.0,0.78,1.37,50.39,2.16,0.0,-0.1,0.0,0.0,0.0,85.0,82.9,82.4,89.4,57.65,8.04,20.0,27.84,0.395,49.02,6.67,16.47,24.9,0.0,46.08,0.98,3.33,0.59,0.0,0.0,0.0,0.0,2.35,131.37,5.29,4.9,261.37,0.0,0.0,0.0,0.0,3.14,0.0,0.2,0.0,3.33,0.0,1.18,0.0,0.0,0.0,0.0,50.0,1.57,0.2,50.0,1.76,0.39,1.18,0.2,1.37,3.14,0.39,6.27,1.57,2.55,238.63,843.73,67.65,20.2,3.53,18.82,3.14,67.65,29.41,0.0,0.22,0.08,0.1,0.16,0.12,0.1
Diogo Dalot,Fullbacks,463,2023-2024 Champions League,63.6,37.5,0.78,1.36,0.0,11.9,7.58,1.56,34.99,1.75,0.39,0.97,2.53,0.0,2.53,0.39,8.36,0.19,0.58,1.56,0.0,1.36,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,-0.02,0.0,0.0,0.0,0.58,0.58,45.87,0.78,0.0,-0.02,0.0,0.0,0.0,76.4,47.8,81.1,86.2,54.43,4.47,20.6,25.27,1.5550000000000002,41.6,2.14,16.72,21.77,0.19,34.99,0.78,1.75,0.58,0.0,0.0,0.0,0.0,3.11,125.38,1.56,4.86,218.29,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,1.56,0.78,0.39,0.0,0.19,50.0,0.0,58.3,1.36,0.39,33.3,1.36,0.19,0.78,0.39,0.97,2.33,0.0,7.58,0.78,1.94,224.51,667.52,62.59,16.13,1.94,21.58,5.44,62.59,25.66,0.19,0.06,0.05,0.02,0.06,0.04,0.02
Diogo Dalot,Fullbacks,620,2022-2023 Europa League,50.0,100.0,1.02,1.02,0.0,16.0,6.39,1.31,47.18,1.45,0.29,0.0,0.73,0.0,1.6,0.15,8.71,0.29,1.45,1.45,0.0,1.6,0.29,0.0,0.0,0.15,0.15,0.0,0.0,0.29,0.15,0.15,0.12,0.5,1.0,0.0,1.31,1.74,56.47,1.31,0.15,0.12,0.0,0.0,0.0,86.0,71.2,89.7,92.8,65.32,9.58,26.85,26.27,1.02,56.18,6.82,24.1,24.39,0.15,48.05,0.87,5.08,1.6,0.0,0.0,0.0,0.15,2.76,118.74,6.53,4.21,308.18,0.0,0.0,0.0,0.15,2.9,0.0,0.15,0.0,3.19,0.29,0.29,0.0,0.15,50.0,0.0,45.5,0.73,1.6,45.5,2.61,0.0,1.6,1.02,1.16,1.6,0.15,7.84,0.73,3.92,218.18,1037.03,74.9,20.03,2.18,23.52,2.32,74.9,31.94,0.15,0.19,0.11,0.03,0.16,0.16,0.03
Diogo Dalot,Fullbacks,760,2020-2021 Europa League,72.7,60.0,0.36,0.95,0.24,21.2,7.58,1.54,37.3,2.01,0.12,0.71,2.25,0.0,2.96,0.24,9.36,0.24,1.07,1.78,0.12,1.54,0.59,0.0,0.0,0.0,0.36,0.0,0.0,0.36,0.12,0.36,0.06,0.13,0.33,0.0,2.25,0.36,49.86,1.42,0.12,0.06,0.24,0.0,0.0,80.1,55.8,87.3,87.2,59.45,9.12,26.05,21.32,1.36,47.61,5.09,22.74,18.59,0.24,43.34,1.42,3.08,0.36,0.0,0.0,0.0,0.0,2.84,123.87,4.5,4.97,272.72,0.0,0.0,0.0,0.12,1.07,0.0,0.0,0.0,1.18,0.24,0.95,0.0,0.36,37.5,0.0,33.3,0.47,0.24,66.7,2.49,0.0,1.54,0.95,1.54,1.42,0.0,7.93,0.95,4.74,215.29,853.82,71.64,14.45,1.07,20.72,2.96,71.64,37.18,0.12,0.14,0.06,0.06,0.08,0.08,0.06
Diogo Dalot,Fullbacks,1013,2018-2019 Premier League,81.5,73.7,0.44,1.95,0.18,24.3,4.71,1.33,27.45,2.31,1.16,0.44,3.11,0.27,4.44,0.62,8.08,0.36,1.24,1.69,0.09,1.07,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.18,-0.06,0.0,,0.0,0.89,1.51,41.67,0.89,0.0,-0.06,0.18,0.27,0.0,69.5,46.4,68.6,83.1,49.75,4.98,18.66,20.52,1.825,34.56,2.31,12.79,17.06,0.0,34.12,0.09,1.95,1.24,0.0,0.09,0.0,0.0,3.73,91.24,2.75,7.29,184.71,0.0,0.18,0.0,0.0,1.95,0.27,0.27,0.0,2.67,0.18,1.33,0.0,0.0,0.0,0.0,68.8,0.98,0.0,31.3,2.13,0.18,0.71,1.24,1.07,1.42,0.0,7.73,0.44,3.02,153.97,535.29,62.19,19.63,1.78,14.66,3.47,62.19,28.08,0.27,0.27,0.05,0.06,0.18,0.2,0.06
Diogo Dalot,Fullbacks,1090,2020-2021 Serie A,72.4,50.0,0.66,1.73,0.08,21.4,5.37,1.49,28.65,0.99,0.58,1.4,3.47,0.25,2.81,0.66,8.83,0.33,1.4,2.81,0.0,2.06,0.33,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.08,0.17,0.05,0.1,0.2,0.0,2.06,0.74,42.19,1.32,0.08,0.05,0.17,0.08,0.0,75.3,59.8,77.0,87.1,51.19,8.42,22.29,18.5,1.07,38.56,5.04,17.17,16.1,0.17,34.27,0.58,3.63,1.16,0.0,0.0,0.0,0.0,2.31,99.41,3.22,3.88,257.04,0.0,0.08,0.0,0.0,1.32,0.17,0.17,0.0,1.73,0.41,0.83,0.0,0.41,50.0,0.0,75.0,0.74,0.5,25.0,2.64,0.25,1.9,0.5,1.4,0.99,0.08,8.01,0.25,4.71,159.94,724.71,63.83,14.61,1.4,19.9,4.46,63.83,29.97,0.41,0.11,0.04,0.03,0.08,0.07,0.03
Diogo Dalot,Fullbacks,1766,2024-2025 Premier League,58.8,62.5,0.71,1.02,0.05,19.2,5.76,0.76,35.67,1.33,0.36,0.61,2.14,0.0,1.73,0.15,8.1,0.2,1.02,1.63,0.0,1.48,0.31,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.05,-0.07,0.0,0.0,0.0,1.33,0.71,46.68,1.27,0.0,-0.07,0.1,0.0,0.0,81.3,55.4,83.6,90.4,54.94,6.17,21.1,24.92,0.815,44.64,3.41,17.63,22.53,0.15,38.22,0.66,2.04,0.71,0.0,0.05,0.0,0.0,1.73,85.97,3.26,4.48,235.86,0.0,0.2,0.05,0.0,1.53,0.0,0.15,0.0,1.94,0.36,0.76,0.0,0.2,26.7,0.0,47.8,0.56,0.31,43.5,2.45,0.2,1.53,0.71,1.53,1.17,0.15,7.44,0.51,3.77,158.95,733.05,64.37,16.36,1.68,21.86,3.98,64.37,26.65,0.2,0.13,0.08,0.07,0.08,0.07,0.07
Diogo Dalot,Fullbacks,1801,2021-2022 Premier League,63.0,54.4,0.85,1.45,0.0,21.0,7.55,1.2,36.68,1.45,0.65,1.3,2.95,0.1,2.9,0.35,9.44,0.4,1.55,2.85,0.0,0.9,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,-0.03,0.0,0.0,0.0,1.45,0.8,50.02,1.25,0.0,-0.03,0.05,0.1,0.0,78.3,64.6,80.8,85.3,59.62,9.05,24.49,23.84,0.75,46.67,5.85,19.79,20.34,0.15,41.28,0.8,4.0,1.05,0.0,0.0,0.0,0.0,2.65,109.59,5.25,3.75,300.23,0.0,0.05,0.0,0.05,1.85,0.0,0.15,0.0,2.1,0.65,0.65,0.0,0.2,30.8,0.0,68.0,0.85,0.45,32.0,2.75,0.4,1.75,0.6,2.05,1.25,0.1,8.55,0.4,4.2,191.14,852.63,71.06,16.84,1.35,22.49,4.3,71.06,32.43,0.2,0.09,0.04,0.03,0.07,0.06,0.03
Diogo Dalot,Fullbacks,2154,2022-2023 Premier League,68.4,73.3,0.75,1.63,0.08,19.9,6.35,1.04,36.69,1.34,0.5,0.5,2.3,0.0,1.84,0.54,9.15,0.21,1.38,1.88,0.08,0.88,0.13,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.04,0.13,-0.06,0.05,0.14,0.0,1.55,1.21,50.81,0.75,0.04,-0.06,0.0,0.0,0.0,79.2,55.1,85.0,88.8,60.21,8.57,26.7,22.02,1.105,47.67,4.72,22.69,19.55,0.25,41.53,0.71,3.43,1.17,0.0,0.0,0.0,0.0,1.92,90.29,3.84,3.55,265.28,0.0,0.0,0.04,0.0,2.01,0.08,0.04,0.0,2.17,0.29,0.92,0.0,0.29,31.8,0.0,60.0,0.88,0.84,20.0,2.26,0.04,1.67,0.54,1.71,1.46,0.13,8.44,0.29,3.8,177.91,869.75,69.9,16.3,1.59,24.23,5.22,69.9,29.83,0.25,0.18,0.11,0.1,0.06,0.08,0.1
Diogo Dalot,Fullbacks,3174,2023-2024 Premier League,56.1,68.9,0.71,0.91,0.09,21.0,5.53,1.25,32.61,1.22,0.28,0.65,3.15,0.14,2.27,0.45,7.85,0.31,1.45,2.1,0.0,1.28,0.4,0.0,0.0,0.0,0.17,0.03,0.0,0.2,0.06,0.14,0.01,0.07,0.29,0.06,1.05,1.05,43.84,0.68,0.06,0.01,0.06,0.09,0.0,81.2,65.3,81.9,89.2,51.89,6.04,19.88,23.17,0.95,42.14,3.94,16.28,20.67,0.2,35.61,0.6,3.03,0.88,0.0,0.03,0.0,0.0,1.47,82.26,3.52,3.15,228.71,0.03,0.11,0.03,0.03,1.9,0.09,0.06,0.03,2.21,0.45,0.85,0.0,0.2,23.3,0.0,59.6,0.88,0.2,34.6,2.3,0.31,1.64,0.34,1.45,1.47,0.03,7.12,0.51,3.35,153.52,706.81,62.27,16.64,1.36,21.32,5.25,62.27,24.75,0.17,0.13,0.06,0.05,0.07,0.08,0.05
Diogo Dalot,Fullbacks,3755,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",58.0,64.2,0.7,0.96,0.07,20.8,5.25,1.01,35.42,1.29,0.29,0.7,2.3,0.05,1.53,0.19,7.21,0.34,1.25,1.94,0.07,1.49,0.36,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.02,0.1,-0.04,0.03,0.11,0.05,1.15,0.93,45.83,1.29,0.02,-0.04,0.1,0.0,0.0,82.6,62.8,83.3,90.5,53.19,5.73,20.04,25.0,0.78,43.96,3.6,16.68,22.63,0.14,38.73,0.6,2.47,0.7,0.0,0.05,0.0,0.0,1.49,89.3,3.48,3.72,236.16,0.0,0.14,0.02,0.02,1.87,0.02,0.1,0.0,2.18,0.41,0.89,0.0,0.22,24.3,0.0,55.6,0.84,0.22,41.3,2.25,0.26,1.49,0.5,1.46,1.51,0.14,6.57,0.62,3.4,166.51,718.35,63.28,15.75,1.75,21.16,4.34,63.28,26.87,0.1,0.15,0.07,0.06,0.08,0.08,0.06
Djed Spence,Fullbacks,210,2022-2023 Europa League,66.7,,0.86,1.71,0.0,21.3,3.86,1.29,43.71,2.57,0.86,0.0,0.86,0.0,2.57,0.0,7.29,1.29,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,1.29,0.86,49.71,0.43,0.0,-0.04,0.43,0.0,0.0,81.2,66.7,90.2,79.7,57.0,2.57,26.14,25.29,1.285,46.29,1.71,23.57,20.14,0.0,43.29,0.86,4.29,1.29,0.0,0.0,0.0,0.0,3.86,146.57,5.57,5.14,150.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,2.57,0.43,0.86,0.0,0.43,50.0,0.0,33.3,0.86,0.43,50.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,6.43,1.29,1.29,314.14,782.14,63.43,20.57,2.57,5.57,0.86,63.43,39.0,0.43,0.09,0.04,0.04,0.04,0.04,0.04
Djed Spence,Fullbacks,500,2024-2025 Premier League,57.1,91.7,1.08,1.44,0.18,23.8,3.96,1.62,45.9,2.16,0.0,0.18,2.7,0.0,1.08,0.36,9.18,1.08,1.98,2.16,0.18,1.08,0.9,0.0,0.0,0.0,0.36,0.0,0.18,0.54,0.0,0.18,-0.02,0.0,,0.0,1.44,0.72,58.32,1.26,0.0,-0.02,0.0,0.0,0.0,87.0,60.0,84.0,94.8,67.86,2.7,22.5,37.98,1.08,59.04,1.62,18.9,36.0,0.36,50.94,1.98,4.68,0.9,0.0,0.0,0.0,0.0,3.06,145.26,5.04,4.14,204.84,0.18,0.0,0.0,0.0,0.9,0.18,0.18,0.18,1.26,0.72,0.36,0.0,0.0,0.0,0.0,35.0,1.26,0.18,60.0,3.42,0.18,2.34,0.9,2.88,3.6,0.18,7.2,2.16,4.86,262.08,819.72,81.36,15.12,0.9,29.88,3.96,81.36,37.08,0.54,0.18,0.04,0.02,0.09,0.16,0.02
Djed Spence,Fullbacks,573,2022-2023 Ligue 1,80.0,61.1,0.16,0.63,0.0,14.0,5.5,1.57,42.09,2.51,0.79,1.1,2.36,0.0,0.63,0.16,7.85,0.63,1.73,2.83,0.0,1.1,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.63,0.31,41.62,2.2,0.0,-0.06,0.0,0.0,0.0,88.3,45.5,90.0,90.3,49.48,1.73,21.99,24.19,0.865,43.66,0.79,19.79,21.83,0.0,37.7,1.1,3.61,0.79,0.0,0.0,0.0,0.0,3.3,142.77,3.3,2.83,139.95,0.0,0.0,0.0,0.0,1.1,0.0,0.63,0.0,1.73,0.47,0.47,0.0,0.16,33.3,0.0,55.6,2.36,0.0,33.3,2.2,0.63,1.26,0.31,0.94,4.24,0.0,6.75,1.41,2.83,277.54,659.84,61.88,15.39,1.26,16.02,3.61,61.88,32.04,0.0,0.08,0.12,0.06,0.03,0.02,0.06
Djed Spence,Fullbacks,859,2023-2024 Serie A,46.2,80.0,1.47,1.26,0.0,11.9,4.82,2.1,23.05,1.57,0.42,0.21,2.93,0.0,1.26,0.63,7.02,1.68,0.84,1.05,0.0,0.73,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,,0.0,0.84,0.63,28.81,1.26,0.0,-0.02,0.1,0.0,0.0,79.5,65.5,73.2,89.2,35.83,3.04,13.31,17.39,1.045,28.5,1.99,9.74,15.51,0.0,25.56,0.42,1.78,0.94,0.0,0.0,0.0,0.0,1.78,66.95,2.62,3.25,131.28,0.0,0.21,0.0,0.0,0.73,0.21,0.1,0.0,1.26,0.52,0.21,0.0,0.0,0.0,0.0,44.0,1.15,0.21,36.0,1.68,0.0,1.26,0.42,1.05,2.62,0.0,6.6,0.94,2.51,138.72,441.72,48.61,12.57,1.47,16.14,3.04,48.61,20.43,0.1,0.04,0.09,0.02,0.04,0.03,0.02
Djed Spence,Fullbacks,1359,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",50.0,86.4,1.32,1.32,0.07,17.8,4.5,1.92,31.46,1.79,0.26,0.2,2.85,0.0,1.19,0.53,7.81,1.46,1.26,1.46,0.07,0.86,0.93,0.0,0.0,0.0,0.13,0.0,0.07,0.2,0.0,0.07,-0.02,0.0,,0.0,1.06,0.66,39.67,1.26,0.0,-0.02,0.07,0.0,0.0,83.4,63.6,78.6,92.3,47.62,2.91,16.69,24.97,1.0550000000000002,39.74,1.85,13.11,23.05,0.13,34.9,0.99,2.85,0.93,0.0,0.0,0.0,0.0,2.25,95.76,3.51,3.58,158.34,0.07,0.13,0.0,0.0,0.79,0.2,0.13,0.07,1.26,0.6,0.26,0.0,0.0,0.0,0.0,40.0,1.19,0.2,46.7,2.32,0.07,1.66,0.6,1.72,2.98,0.07,6.82,1.39,3.38,184.11,580.79,60.66,13.51,1.26,21.19,3.38,60.66,26.56,0.26,0.09,0.07,0.02,0.06,0.07,0.02
Djed Spence,Fullbacks,1535,2019-2020 Championship,25.0,31.3,2.99,1.0,0.0,14.8,4.4,1.17,22.98,1.58,0.59,0.65,2.52,0.0,2.7,0.35,4.16,1.64,0.29,0.94,0.0,0.82,0.82,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.06,-0.01,0.1,0.5,0.0,1.0,0.82,25.15,2.05,0.06,-0.01,0.18,0.0,0.0,69.0,40.0,65.5,83.1,29.32,2.93,9.85,14.25,0.94,20.23,1.17,6.45,11.84,0.0,22.34,0.29,1.47,0.88,0.0,0.0,0.0,0.0,2.46,90.12,2.64,3.75,113.86,0.0,0.0,0.18,0.12,1.41,0.06,0.06,0.0,1.82,0.23,0.59,0.0,0.12,20.0,0.0,50.0,1.06,0.18,50.0,1.58,0.12,0.82,0.65,0.94,2.11,0.06,3.87,1.06,2.58,167.28,305.71,42.51,15.77,2.29,10.85,2.4,42.51,16.71,0.12,0.17,0.12,0.07,0.1,0.1,0.07
