Player,Versus,BasedOnMinutes,scouting_period,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Bart Verbruggen,Goalkeepers,270,2023-2024 Europa League,17.0,54.0,10.0,98.0,98.0,83.0,73.0,66.0,48.0,35.0,16.0,55.0,10.0,98.0,27.0,5.0,4.0,62.0,81.0,1.0,79.0,63.0,20.0,29.0,76.0,22.0,49.0,46.0,98.0,98.0,,47.0,11.0,69.0,98.0
Bart Verbruggen,Goalkeepers,540,2024 UEFA Euro 2024,27.0,44.0,38.0,67.0,67.0,15.0,44.0,65.0,65.0,31.0,23.0,50.0,10.0,52.0,35.0,35.0,48.0,33.0,44.0,38.0,94.0,77.0,35.0,63.0,29.0,60.0,50.0,44.0,60.0,50.0,44.0,40.0,40.0,25.0,81.0
Bart Verbruggen,Goalkeepers,600,2022-2023 Europa Conference League,27.0,20.0,21.0,57.0,57.0,78.0,45.0,88.0,89.0,26.0,30.0,53.0,32.0,81.0,26.0,29.0,39.0,55.0,97.0,61.0,28.0,93.0,48.0,34.0,32.0,62.0,47.0,45.0,27.0,93.0,45.0,85.0,68.0,88.0,73.0
Bart Verbruggen,Goalkeepers,1530,2022-2023 Belgian Pro League,19.0,94.0,17.0,94.0,94.0,61.0,39.0,6.0,13.0,76.0,91.0,74.0,6.0,76.0,17.0,17.0,24.0,17.0,91.0,35.0,43.0,98.0,50.0,39.0,96.0,4.0,39.0,31.0,61.0,87.0,,91.0,72.0,72.0,65.0
Bart Verbruggen,Goalkeepers,1710,2024-2025 Premier League,28.0,57.0,83.0,48.0,52.0,43.0,43.0,54.0,69.0,61.0,98.0,13.0,9.0,39.0,31.0,83.0,28.0,28.0,35.0,52.0,61.0,80.0,35.0,46.0,24.0,72.0,50.0,37.0,54.0,50.0,37.0,43.0,46.0,39.0,31.0
Bart Verbruggen,Goalkeepers,1890,2023-2024 Premier League,5.0,59.0,2.0,39.0,42.0,75.0,27.0,36.0,67.0,58.0,95.0,64.0,20.0,77.0,11.0,2.0,30.0,86.0,33.0,6.0,73.0,86.0,8.0,14.0,42.0,52.0,45.0,41.0,73.0,77.0,41.0,42.0,33.0,83.0,42.0
Bart Verbruggen,Goalkeepers,2880,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",13.0,78.0,9.0,64.0,65.0,39.0,21.0,64.0,77.0,85.0,96.0,31.0,3.0,57.0,19.0,22.0,25.0,52.0,43.0,39.0,69.0,83.0,22.0,30.0,42.0,39.0,40.0,26.0,63.0,59.0,26.0,44.0,43.0,70.0,40.0
Brandon Austin,Goalkeepers,450,vs. Goalkeepers,30.0,99.0,45.0,48.0,48.0,92.0,41.0,26.0,29.0,97.0,3.0,70.0,74.0,30.0,41.0,47.0,63.0,75.0,9.0,99.0,93.0,1.0,16.0,39.0,91.0,8.0,46.0,36.0,59.0,1.0,,3.0,11.0,5.0,94.0
Caoimhín Kelleher,Goalkeepers,180,2020-2021 Champions League,82.0,55.0,23.0,79.0,79.0,74.0,90.0,93.0,74.0,29.0,90.0,60.0,96.0,87.0,82.0,26.0,6.0,65.0,96.0,2.0,40.0,82.0,85.0,79.0,13.0,84.0,48.0,49.0,79.0,96.0,49.0,89.0,61.0,99.0,67.0
Caoimhín Kelleher,Goalkeepers,270,2024-2025 Champions League,34.0,97.0,26.0,98.0,98.0,77.0,24.0,52.0,58.0,91.0,26.0,58.0,43.0,98.0,36.0,17.0,7.0,59.0,99.0,19.0,67.0,78.0,39.0,44.0,73.0,76.0,47.0,99.0,66.0,98.0,73.0,75.0,39.0,7.0,96.0
Caoimhín Kelleher,Goalkeepers,720,2023-2024 Europa League,37.0,46.0,16.0,41.0,41.0,54.0,35.0,66.0,84.0,69.0,16.0,55.0,7.0,54.0,20.0,16.0,41.0,16.0,37.0,59.0,41.0,86.0,33.0,24.0,76.0,22.0,49.0,46.0,67.0,29.0,,37.0,37.0,88.0,88.0
Caoimhín Kelleher,Goalkeepers,720,2024-2025 Premier League,35.0,65.0,57.0,91.0,91.0,94.0,17.0,17.0,24.0,33.0,41.0,63.0,2.0,76.0,46.0,72.0,4.0,69.0,80.0,52.0,20.0,72.0,39.0,24.0,83.0,59.0,50.0,98.0,74.0,63.0,83.0,28.0,20.0,72.0,94.0
Caoimhín Kelleher,Goalkeepers,900,2023-2024 Premier League,20.0,70.0,20.0,48.0,50.0,20.0,5.0,16.0,47.0,48.0,39.0,64.0,5.0,80.0,33.0,14.0,5.0,33.0,86.0,56.0,23.0,92.0,36.0,30.0,92.0,6.0,45.0,41.0,77.0,67.0,,23.0,14.0,70.0,95.0
Caoimhín Kelleher,Goalkeepers,1980,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",25.0,88.0,18.0,74.0,76.0,80.0,7.0,25.0,50.0,73.0,21.0,70.0,2.0,92.0,27.0,19.0,1.0,12.0,99.0,67.0,12.0,97.0,36.0,23.0,96.0,24.0,40.0,93.0,61.0,86.0,96.0,58.0,41.0,79.0,99.0
Carlos Miguel,Goalkeepers,180,2023 Copa Libertadores,28.0,6.0,49.0,99.0,99.0,75.0,86.0,95.0,84.0,3.0,88.0,56.0,99.0,99.0,28.0,38.0,8.0,56.0,97.0,1.0,99.0,91.0,72.0,92.0,69.0,93.0,48.0,99.0,68.0,99.0,69.0,81.0,52.0,55.0,73.0
Carlos Miguel,Goalkeepers,540,2024 Série A,36.0,67.0,86.0,75.0,77.0,97.0,83.0,30.0,23.0,77.0,98.0,69.0,73.0,61.0,27.0,77.0,30.0,2.0,86.0,6.0,95.0,70.0,45.0,92.0,22.0,61.0,45.0,28.0,73.0,70.0,28.0,95.0,72.0,73.0,13.0
Carlos Miguel,Goalkeepers,540,Last 365 Days Men's Next 14 Competitions,37.0,51.0,56.0,67.0,68.0,99.0,81.0,28.0,19.0,56.0,98.0,69.0,68.0,59.0,28.0,57.0,46.0,1.0,95.0,1.0,99.0,29.0,26.0,69.0,17.0,68.0,40.0,30.0,64.0,91.0,30.0,96.0,81.0,56.0,3.0
Christian Walton,Goalkeepers,3060,2018-2019 Championship,85.0,40.0,85.0,55.0,55.0,43.0,52.0,83.0,78.0,62.0,31.0,79.0,55.0,35.0,85.0,83.0,73.0,3.0,50.0,65.0,34.0,15.0,78.0,59.0,27.0,78.0,42.0,78.0,48.0,24.0,60.0,22.0,27.0,8.0,48.0
Christian Walton,Goalkeepers,4140,2019-2020 Championship,61.0,74.0,86.0,54.0,54.0,89.0,24.0,96.0,91.0,74.0,54.0,24.0,61.0,49.0,64.0,81.0,41.0,26.0,69.0,40.0,19.0,63.0,74.0,51.0,14.0,86.0,44.0,75.0,34.0,61.0,69.0,64.0,54.0,74.0,64.0
Daniel Bentley,Goalkeepers,1170,2022-2023 Championship,82.0,41.0,52.0,55.0,60.0,1.0,21.0,9.0,11.0,13.0,35.0,71.0,28.0,11.0,84.0,60.0,67.0,78.0,18.0,94.0,41.0,60.0,82.0,77.0,34.0,43.0,43.0,28.0,13.0,30.0,28.0,67.0,82.0,45.0,35.0
Daniel Bentley,Goalkeepers,2954,2018-2019 Championship,15.0,84.0,15.0,36.0,36.0,57.0,24.0,36.0,45.0,97.0,38.0,45.0,36.0,43.0,27.0,15.0,50.0,8.0,34.0,79.0,50.0,99.0,34.0,48.0,91.0,22.0,42.0,80.0,59.0,10.0,91.0,17.0,24.0,99.0,62.0
Daniel Bentley,Goalkeepers,3358,2021-2022 Championship,91.0,52.0,90.0,18.0,18.0,39.0,78.0,39.0,30.0,68.0,51.0,58.0,84.0,28.0,93.0,82.0,59.0,57.0,61.0,46.0,90.0,34.0,86.0,95.0,26.0,82.0,47.0,86.0,24.0,68.0,68.0,86.0,80.0,36.0,36.0
Daniel Bentley,Goalkeepers,3843,2019-2020 Championship,44.0,70.0,51.0,48.0,46.0,79.0,84.0,46.0,36.0,89.0,34.0,19.0,74.0,40.0,56.0,49.0,39.0,21.0,61.0,40.0,54.0,81.0,71.0,71.0,44.0,41.0,44.0,36.0,29.0,56.0,36.0,89.0,86.0,91.0,74.0
Daniel Bentley,Goalkeepers,3870,2020-2021 Championship,55.0,14.0,64.0,19.0,19.0,6.0,96.0,29.0,20.0,24.0,6.0,43.0,99.0,14.0,56.0,56.0,91.0,78.0,51.0,83.0,61.0,49.0,69.0,81.0,53.0,46.0,40.0,74.0,11.0,38.0,66.0,89.0,91.0,64.0,49.0
Daniel Iversen,Goalkeepers,1080,2022-2023 Premier League,73.0,5.0,71.0,9.0,9.0,59.0,88.0,91.0,79.0,5.0,88.0,2.0,95.0,16.0,70.0,73.0,71.0,34.0,30.0,59.0,5.0,16.0,73.0,34.0,21.0,68.0,39.0,25.0,27.0,41.0,25.0,80.0,80.0,20.0,5.0
Daniel Iversen,Goalkeepers,1530,Last 365 Days Men's Next 14 Competitions,83.0,73.0,84.0,72.0,73.0,65.0,22.0,68.0,81.0,82.0,14.0,11.0,36.0,45.0,77.0,81.0,69.0,77.0,11.0,93.0,1.0,57.0,79.0,27.0,72.0,18.0,40.0,30.0,69.0,4.0,30.0,3.0,10.0,37.0,66.0
Daniel Iversen,Goalkeepers,1620,2023-2024 Championship,84.0,48.0,84.0,89.0,89.0,79.0,19.0,80.0,94.0,76.0,23.0,10.0,44.0,76.0,74.0,79.0,41.0,84.0,26.0,95.0,8.0,24.0,61.0,46.0,49.0,35.0,39.0,38.0,79.0,6.0,38.0,4.0,4.0,21.0,76.0
Daniel Iversen,Goalkeepers,2070,2020-2021 Championship,73.0,43.0,71.0,71.0,71.0,33.0,51.0,79.0,83.0,61.0,31.0,75.0,86.0,64.0,76.0,71.0,69.0,6.0,89.0,39.0,21.0,24.0,79.0,64.0,31.0,74.0,89.0,31.0,44.0,79.0,31.0,79.0,69.0,34.0,44.0
Daniel Iversen,Goalkeepers,4128,2021-2022 Championship,75.0,25.0,66.0,51.0,51.0,64.0,55.0,82.0,82.0,34.0,91.0,58.0,74.0,59.0,72.0,68.0,20.0,45.0,68.0,63.0,51.0,45.0,68.0,68.0,53.0,32.0,47.0,33.0,41.0,65.0,33.0,55.0,53.0,74.0,53.0
Danny Ward,Goalkeepers,180,2020-2021 Europa League,30.0,89.0,76.0,88.0,88.0,74.0,48.0,11.0,11.0,31.0,22.0,56.0,67.0,97.0,43.0,74.0,59.0,60.0,72.0,91.0,90.0,13.0,28.0,63.0,74.0,20.0,47.0,44.0,95.0,49.0,,3.0,1.0,4.0,65.0
Danny Ward,Goalkeepers,360,2021 UEFA Euro 2020,94.0,6.0,65.0,50.0,50.0,27.0,94.0,92.0,77.0,4.0,56.0,52.0,79.0,54.0,90.0,69.0,56.0,69.0,54.0,44.0,40.0,31.0,85.0,77.0,67.0,23.0,46.0,38.0,21.0,79.0,,90.0,85.0,27.0,35.0
Danny Ward,Goalkeepers,2340,2022-2023 Premier League,30.0,77.0,29.0,41.0,45.0,27.0,45.0,41.0,27.0,80.0,9.0,5.0,63.0,23.0,34.0,30.0,88.0,13.0,23.0,59.0,30.0,66.0,45.0,55.0,55.0,41.0,39.0,77.0,38.0,27.0,71.0,52.0,59.0,91.0,30.0
David Raya,Goalkeepers,540,2024-2025 Champions League,70.0,78.0,66.0,88.0,88.0,43.0,28.0,63.0,68.0,60.0,65.0,58.0,43.0,91.0,79.0,66.0,22.0,59.0,80.0,14.0,60.0,43.0,76.0,77.0,34.0,76.0,47.0,90.0,84.0,93.0,65.0,22.0,14.0,41.0,78.0
David Raya,Goalkeepers,840,2023-2024 Champions League,47.0,73.0,63.0,87.0,87.0,62.0,19.0,96.0,99.0,91.0,24.0,58.0,14.0,94.0,67.0,58.0,35.0,64.0,40.0,5.0,54.0,45.0,55.0,50.0,45.0,45.0,46.0,44.0,99.0,76.0,44.0,6.0,4.0,73.0,73.0
David Raya,Goalkeepers,1890,2024-2025 Premier League,56.0,76.0,87.0,80.0,80.0,33.0,28.0,87.0,91.0,67.0,67.0,22.0,31.0,94.0,65.0,87.0,13.0,70.0,31.0,7.0,54.0,57.0,57.0,65.0,43.0,46.0,50.0,37.0,94.0,83.0,37.0,17.0,9.0,59.0,85.0
David Raya,Goalkeepers,2160,2021-2022 Premier League,67.0,63.0,71.0,75.0,75.0,65.0,87.0,79.0,65.0,75.0,48.0,25.0,87.0,75.0,67.0,67.0,46.0,88.0,63.0,8.0,83.0,98.0,87.0,98.0,29.0,65.0,37.0,37.0,79.0,94.0,37.0,56.0,44.0,67.0,67.0
David Raya,Goalkeepers,2880,2023-2024 Premier League,45.0,89.0,81.0,95.0,98.0,70.0,20.0,80.0,92.0,67.0,8.0,16.0,8.0,98.0,48.0,73.0,17.0,63.0,42.0,20.0,64.0,52.0,48.0,55.0,66.0,36.0,45.0,84.0,95.0,52.0,84.0,2.0,2.0,58.0,89.0
David Raya,Goalkeepers,3420,2022-2023 Premier League,88.0,66.0,95.0,66.0,71.0,23.0,80.0,95.0,95.0,70.0,98.0,48.0,48.0,70.0,88.0,91.0,18.0,38.0,88.0,7.0,84.0,98.0,98.0,98.0,82.0,13.0,39.0,25.0,55.0,98.0,25.0,98.0,88.0,27.0,59.0
David Raya,Goalkeepers,3690,2018-2019 Championship,73.0,84.0,87.0,44.0,41.0,78.0,15.0,80.0,92.0,85.0,45.0,24.0,15.0,22.0,69.0,74.0,66.0,17.0,59.0,90.0,38.0,69.0,83.0,71.0,31.0,76.0,92.0,55.0,27.0,30.0,47.0,64.0,76.0,43.0,41.0
David Raya,Goalkeepers,3780,2020-2021 Championship,9.0,73.0,11.0,66.0,66.0,94.0,19.0,81.0,98.0,79.0,84.0,39.0,1.0,85.0,9.0,14.0,1.0,46.0,64.0,11.0,96.0,99.0,24.0,46.0,49.0,31.0,40.0,31.0,84.0,84.0,31.0,34.0,24.0,99.0,89.0
David Raya,Goalkeepers,4140,2019-2020 Championship,11.0,81.0,6.0,76.0,76.0,58.0,36.0,86.0,88.0,84.0,11.0,73.0,19.0,94.0,9.0,4.0,24.0,66.0,56.0,4.0,85.0,99.0,11.0,26.0,71.0,21.0,44.0,36.0,96.0,91.0,36.0,19.0,9.0,99.0,91.0
David Raya,Goalkeepers,4350,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",41.0,90.0,70.0,98.0,99.0,57.0,12.0,82.0,97.0,83.0,32.0,28.0,8.0,99.0,55.0,72.0,6.0,68.0,60.0,3.0,59.0,54.0,52.0,55.0,56.0,40.0,40.0,54.0,99.0,94.0,61.0,1.0,1.0,53.0,95.0
Dean Henderson,Goalkeepers,360,2020-2021 Europa League,44.0,40.0,22.0,98.0,98.0,22.0,67.0,93.0,92.0,31.0,92.0,56.0,33.0,98.0,30.0,12.0,6.0,60.0,87.0,14.0,29.0,39.0,16.0,13.0,74.0,74.0,96.0,44.0,93.0,98.0,,54.0,18.0,74.0,65.0
Dean Henderson,Goalkeepers,1125,2020-2021 Premier League,37.0,90.0,17.0,71.0,71.0,2.0,44.0,62.0,63.0,87.0,23.0,71.0,67.0,90.0,33.0,10.0,2.0,88.0,52.0,10.0,2.0,10.0,13.0,2.0,98.0,2.0,38.0,27.0,87.0,79.0,,67.0,52.0,87.0,98.0
Dean Henderson,Goalkeepers,1620,2022-2023 Premier League,84.0,59.0,66.0,79.0,79.0,20.0,84.0,77.0,57.0,75.0,73.0,16.0,82.0,30.0,73.0,59.0,57.0,91.0,16.0,41.0,45.0,63.0,80.0,77.0,41.0,98.0,98.0,98.0,34.0,38.0,89.0,55.0,66.0,95.0,34.0
Dean Henderson,Goalkeepers,1620,2023-2024 Premier League,80.0,39.0,72.0,58.0,58.0,63.0,48.0,2.0,2.0,23.0,52.0,64.0,48.0,45.0,80.0,77.0,36.0,48.0,39.0,70.0,11.0,8.0,61.0,33.0,70.0,23.0,45.0,41.0,42.0,42.0,41.0,55.0,52.0,2.0,64.0
Dean Henderson,Goalkeepers,1980,2024-2025 Premier League,91.0,70.0,45.0,73.0,73.0,73.0,70.0,41.0,36.0,55.0,93.0,63.0,80.0,63.0,91.0,34.0,48.0,16.0,73.0,77.0,16.0,20.0,73.0,48.0,82.0,29.0,50.0,77.0,70.0,23.0,82.0,34.0,23.0,5.0,34.0
Dean Henderson,Goalkeepers,3240,2019-2020 Premier League,98.0,30.0,98.0,84.0,88.0,91.0,59.0,52.0,43.0,29.0,77.0,77.0,45.0,91.0,98.0,98.0,34.0,86.0,80.0,73.0,30.0,34.0,95.0,84.0,80.0,41.0,95.0,66.0,73.0,84.0,86.0,38.0,30.0,9.0,55.0
Dean Henderson,Goalkeepers,3240,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",85.0,69.0,50.0,63.0,63.0,48.0,53.0,20.0,19.0,65.0,67.0,70.0,69.0,42.0,86.0,51.0,44.0,13.0,45.0,88.0,2.0,10.0,61.0,29.0,97.0,3.0,40.0,63.0,48.0,15.0,96.0,38.0,42.0,8.0,51.0
Dean Henderson,Goalkeepers,4140,2018-2019 Championship,66.0,6.0,79.0,94.0,94.0,38.0,38.0,69.0,69.0,6.0,35.0,30.0,17.0,88.0,59.0,70.0,8.0,44.0,66.0,35.0,21.0,8.0,29.0,20.0,91.0,10.0,85.0,24.0,94.0,69.0,,27.0,13.0,29.0,87.0
Ederson,Goalkeepers,360,2021 Copa América,54.0,4.0,29.0,96.0,96.0,75.0,21.0,71.0,88.0,21.0,8.0,63.0,46.0,96.0,13.0,29.0,29.0,67.0,54.0,29.0,63.0,13.0,21.0,21.0,67.0,29.0,50.0,46.0,79.0,96.0,,46.0,46.0,38.0,96.0
Ederson,Goalkeepers,360,2024-2025 Champions League,26.0,93.0,28.0,49.0,49.0,77.0,5.0,10.0,35.0,91.0,97.0,58.0,32.0,22.0,24.0,14.0,64.0,59.0,16.0,53.0,89.0,35.0,16.0,44.0,7.0,91.0,47.0,42.0,43.0,30.0,42.0,24.0,45.0,49.0,11.0
Ederson,Goalkeepers,660,2023-2024 Champions League,14.0,55.0,4.0,45.0,45.0,83.0,6.0,60.0,87.0,50.0,32.0,58.0,9.0,88.0,6.0,4.0,6.0,64.0,47.0,96.0,99.0,65.0,6.0,24.0,74.0,22.0,46.0,44.0,94.0,14.0,,1.0,1.0,45.0,94.0
Ederson,Goalkeepers,675,2019-2020 Champions League,43.0,94.0,67.0,72.0,70.0,70.0,5.0,60.0,99.0,91.0,67.0,51.0,1.0,84.0,35.0,52.0,16.0,60.0,48.0,20.0,70.0,82.0,37.0,55.0,52.0,43.0,45.0,44.0,89.0,67.0,44.0,11.0,9.0,29.0,87.0
Ederson,Goalkeepers,810,2017-2018 Champions League,4.0,70.0,13.0,77.0,77.0,79.0,1.0,57.0,79.0,87.0,18.0,59.0,4.0,82.0,4.0,1.0,30.0,68.0,79.0,49.0,84.0,87.0,4.0,13.0,26.0,80.0,48.0,89.0,60.0,79.0,65.0,22.0,15.0,50.0,95.0
Ederson,Goalkeepers,900,2018-2019 Champions League,6.0,92.0,22.0,53.0,53.0,63.0,1.0,60.0,88.0,99.0,29.0,63.0,1.0,59.0,4.0,6.0,23.0,56.0,22.0,15.0,85.0,42.0,4.0,1.0,23.0,73.0,47.0,42.0,83.0,54.0,42.0,18.0,22.0,35.0,96.0
Ederson,Goalkeepers,990,2022-2023 Champions League,43.0,59.0,76.0,90.0,92.0,48.0,13.0,24.0,36.0,41.0,73.0,53.0,3.0,94.0,43.0,71.0,8.0,58.0,62.0,8.0,83.0,50.0,43.0,66.0,48.0,43.0,47.0,38.0,94.0,94.0,38.0,22.0,6.0,30.0,90.0
Ederson,Goalkeepers,1002,2021-2022 Champions League,31.0,90.0,54.0,58.0,54.0,79.0,6.0,14.0,16.0,79.0,51.0,58.0,24.0,64.0,29.0,48.0,14.0,21.0,16.0,35.0,74.0,51.0,29.0,31.0,44.0,56.0,48.0,43.0,84.0,11.0,43.0,9.0,14.0,26.0,86.0
Ederson,Goalkeepers,1080,2020-2021 Champions League,17.0,80.0,40.0,84.0,84.0,48.0,1.0,34.0,74.0,79.0,34.0,60.0,6.0,89.0,21.0,28.0,15.0,65.0,55.0,49.0,70.0,38.0,13.0,21.0,84.0,16.0,48.0,49.0,96.0,62.0,,6.0,4.0,45.0,91.0
Ederson,Goalkeepers,1170,2024-2025 Premier League,24.0,98.0,17.0,31.0,31.0,72.0,2.0,9.0,17.0,80.0,17.0,63.0,17.0,43.0,17.0,13.0,50.0,20.0,54.0,96.0,94.0,54.0,17.0,35.0,28.0,69.0,50.0,37.0,43.0,17.0,37.0,6.0,17.0,6.0,80.0
Ederson,Goalkeepers,2785,2023-2024 Premier League,17.0,80.0,27.0,89.0,83.0,98.0,8.0,33.0,84.0,70.0,36.0,64.0,23.0,92.0,14.0,17.0,11.0,58.0,61.0,56.0,95.0,67.0,20.0,39.0,61.0,30.0,45.0,41.0,92.0,55.0,41.0,8.0,8.0,45.0,92.0
Ederson,Goalkeepers,2988,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",9.0,93.0,8.0,57.0,50.0,98.0,1.0,16.0,59.0,95.0,34.0,70.0,5.0,77.0,10.0,5.0,15.0,53.0,59.0,97.0,99.0,64.0,5.0,22.0,29.0,37.0,40.0,27.0,72.0,23.0,27.0,3.0,4.0,39.0,90.0
Ederson,Goalkeepers,3071,2019-2020 Premier League,2.0,98.0,9.0,95.0,98.0,63.0,2.0,27.0,80.0,95.0,5.0,41.0,2.0,95.0,2.0,9.0,23.0,59.0,70.0,59.0,73.0,84.0,2.0,2.0,48.0,45.0,45.0,27.0,88.0,77.0,27.0,9.0,5.0,80.0,91.0
Ederson,Goalkeepers,3150,2022-2023 Premier League,16.0,66.0,20.0,63.0,63.0,88.0,2.0,20.0,52.0,27.0,5.0,41.0,9.0,95.0,13.0,13.0,5.0,66.0,41.0,70.0,91.0,77.0,9.0,48.0,48.0,27.0,39.0,25.0,98.0,23.0,25.0,2.0,2.0,23.0,98.0
Ederson,Goalkeepers,3194,2017-2018 Premier League,2.0,98.0,17.0,91.0,91.0,91.0,2.0,20.0,87.0,98.0,6.0,28.0,2.0,98.0,2.0,17.0,2.0,24.0,61.0,31.0,98.0,80.0,2.0,2.0,94.0,24.0,44.0,83.0,98.0,31.0,94.0,2.0,2.0,76.0,98.0
Ederson,Goalkeepers,3240,2020-2021 Premier League,25.0,83.0,40.0,94.0,98.0,85.0,2.0,21.0,81.0,83.0,10.0,71.0,2.0,98.0,21.0,35.0,6.0,69.0,75.0,10.0,90.0,52.0,17.0,25.0,21.0,75.0,38.0,71.0,94.0,92.0,62.0,6.0,2.0,48.0,94.0
Ederson,Goalkeepers,3330,2021-2022 Premier League,6.0,98.0,10.0,94.0,94.0,98.0,2.0,17.0,71.0,79.0,21.0,77.0,2.0,94.0,2.0,2.0,6.0,88.0,77.0,75.0,98.0,67.0,2.0,2.0,87.0,10.0,37.0,37.0,94.0,52.0,37.0,2.0,2.0,40.0,98.0
Ederson,Goalkeepers,3420,2018-2019 Premier League,6.0,89.0,13.0,94.0,94.0,74.0,2.0,59.0,91.0,69.0,6.0,56.0,2.0,94.0,6.0,6.0,6.0,78.0,80.0,9.0,69.0,61.0,2.0,2.0,48.0,33.0,44.0,30.0,98.0,91.0,30.0,2.0,2.0,80.0,98.0
Emiliano Martínez,Goalkeepers,450,2017-2018 La Liga,98.0,5.0,95.0,83.0,85.0,2.0,38.0,71.0,65.0,33.0,38.0,76.0,95.0,44.0,98.0,98.0,55.0,76.0,23.0,47.0,59.0,44.0,98.0,89.0,8.0,74.0,39.0,24.0,56.0,32.0,24.0,14.0,20.0,5.0,53.0
Emiliano Martínez,Goalkeepers,480,Last 365 Days Men's Next 14 Competitions,10.0,71.0,62.0,83.0,83.0,2.0,3.0,92.0,99.0,72.0,20.0,69.0,14.0,80.0,9.0,60.0,65.0,77.0,98.0,99.0,90.0,93.0,40.0,67.0,93.0,4.0,40.0,30.0,35.0,39.0,,17.0,16.0,41.0,63.0
Emiliano Martínez,Goalkeepers,540,2019-2020 Europa League,46.0,37.0,21.0,66.0,67.0,44.0,76.0,85.0,81.0,35.0,65.0,57.0,75.0,62.0,35.0,19.0,17.0,63.0,23.0,15.0,15.0,13.0,21.0,9.0,73.0,24.0,46.0,44.0,81.0,65.0,,65.0,61.0,73.0,71.0
Emiliano Martínez,Goalkeepers,540,2024-2025 Champions League,64.0,20.0,89.0,88.0,88.0,77.0,44.0,93.0,97.0,24.0,65.0,58.0,19.0,85.0,55.0,80.0,22.0,59.0,92.0,9.0,78.0,84.0,58.0,74.0,34.0,54.0,47.0,42.0,70.0,91.0,42.0,89.0,58.0,25.0,78.0
Emiliano Martínez,Goalkeepers,570,2021 Copa América,88.0,38.0,88.0,88.0,88.0,75.0,46.0,96.0,96.0,33.0,38.0,63.0,58.0,88.0,79.0,88.0,8.0,67.0,29.0,8.0,46.0,63.0,63.0,88.0,67.0,71.0,50.0,96.0,88.0,88.0,67.0,25.0,13.0,79.0,88.0
Emiliano Martínez,Goalkeepers,570,2024 Copa América,22.0,9.0,28.0,97.0,97.0,75.0,22.0,97.0,91.0,3.0,38.0,53.0,19.0,97.0,16.0,22.0,9.0,50.0,84.0,16.0,66.0,91.0,28.0,47.0,66.0,53.0,84.0,47.0,91.0,91.0,,22.0,3.0,75.0,97.0
Emiliano Martínez,Goalkeepers,690,2022 World Cup,62.0,42.0,60.0,62.0,62.0,68.0,52.0,95.0,92.0,45.0,52.0,52.0,22.0,52.0,62.0,58.0,17.0,5.0,25.0,30.0,2.0,23.0,58.0,15.0,22.0,68.0,48.0,43.0,85.0,18.0,43.0,8.0,12.0,68.0,82.0
Emiliano Martínez,Goalkeepers,771,2019-2020 Premier League,25.0,41.0,41.0,88.0,84.0,9.0,77.0,95.0,93.0,16.0,13.0,77.0,34.0,77.0,23.0,38.0,20.0,86.0,95.0,32.0,16.0,77.0,34.0,20.0,38.0,52.0,45.0,27.0,34.0,98.0,27.0,91.0,70.0,91.0,88.0
Emiliano Martínez,Goalkeepers,840,2023-2024 Europa Conference League,13.0,93.0,49.0,65.0,66.0,38.0,8.0,60.0,88.0,86.0,44.0,55.0,16.0,65.0,9.0,51.0,43.0,59.0,63.0,83.0,92.0,94.0,33.0,63.0,73.0,26.0,48.0,45.0,63.0,39.0,,28.0,19.0,59.0,78.0
Emiliano Martínez,Goalkeepers,1620,2018-2019 Championship,31.0,13.0,27.0,59.0,62.0,83.0,99.0,99.0,94.0,10.0,97.0,79.0,94.0,56.0,29.0,27.0,20.0,73.0,87.0,35.0,57.0,90.0,50.0,57.0,66.0,17.0,42.0,24.0,24.0,92.0,24.0,97.0,94.0,76.0,38.0
Emiliano Martínez,Goalkeepers,1845,2024-2025 Premier League,39.0,33.0,44.0,28.0,28.0,87.0,54.0,91.0,83.0,24.0,43.0,17.0,39.0,35.0,28.0,39.0,46.0,70.0,20.0,72.0,80.0,61.0,28.0,61.0,57.0,50.0,50.0,83.0,57.0,20.0,76.0,20.0,30.0,17.0,69.0
