Player,Versus,BasedOnMinutes,scouting_period,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Stefan Ortega,Goalkeepers,3060,2019-2020 2. Bundesliga,40.0,71.0,52.0,94.0,94.0,81.0,19.0,48.0,65.0,56.0,85.0,71.0,15.0,98.0,31.0,60.0,2.0,83.0,94.0,25.0,81.0,98.0,94.0,94.0,73.0,23.0,40.0,44.0,85.0,98.0,54.0,40.0,27.0,15.0,98.0
Stefan Ortega,Goalkeepers,3060,2020-2021 Bundesliga,93.0,69.0,93.0,83.0,83.0,50.0,79.0,52.0,48.0,69.0,31.0,71.0,45.0,55.0,93.0,88.0,71.0,69.0,98.0,62.0,88.0,98.0,98.0,98.0,45.0,38.0,38.0,38.0,21.0,93.0,45.0,79.0,79.0,12.0,31.0
Steven Benda,Goalkeepers,1260,2021-2022 Championship,44.0,20.0,41.0,36.0,36.0,24.0,86.0,93.0,78.0,46.0,41.0,7.0,95.0,11.0,47.0,39.0,96.0,18.0,45.0,63.0,45.0,76.0,61.0,64.0,20.0,78.0,47.0,33.0,9.0,39.0,33.0,91.0,91.0,41.0,3.0
Steven Benda,Goalkeepers,1860,2022-2023 Championship,23.0,67.0,6.0,32.0,28.0,13.0,13.0,62.0,82.0,62.0,60.0,16.0,6.0,28.0,26.0,9.0,28.0,78.0,16.0,76.0,6.0,50.0,1.0,1.0,88.0,57.0,96.0,89.0,60.0,13.0,88.0,16.0,35.0,82.0,77.0
Tom Heaton,Goalkeepers,1710,2018-2019 Premier League,83.0,80.0,76.0,48.0,48.0,81.0,91.0,52.0,24.0,87.0,56.0,22.0,76.0,56.0,83.0,72.0,41.0,6.0,54.0,19.0,50.0,39.0,83.0,94.0,76.0,13.0,44.0,30.0,72.0,50.0,30.0,54.0,46.0,13.0,69.0
Tom Heaton,Goalkeepers,1794,2019-2020 Premier League,63.0,23.0,59.0,30.0,30.0,5.0,98.0,45.0,23.0,34.0,23.0,34.0,98.0,16.0,66.0,55.0,84.0,45.0,20.0,32.0,34.0,30.0,70.0,59.0,23.0,70.0,45.0,27.0,27.0,36.0,27.0,77.0,80.0,70.0,38.0
Vitezslav Jaros,Goalkeepers,360,vs. Goalkeepers,56.0,44.0,64.0,50.0,50.0,32.0,54.0,48.0,48.0,45.0,69.0,55.0,27.0,56.0,64.0,61.0,28.0,59.0,83.0,67.0,25.0,19.0,48.0,27.0,73.0,26.0,48.0,45.0,26.0,66.0,,83.0,72.0,94.0,67.0
Wes Foderingham,Goalkeepers,849,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",92.0,67.0,80.0,1.0,1.0,24.0,78.0,90.0,87.0,88.0,3.0,70.0,99.0,1.0,93.0,87.0,99.0,1.0,1.0,67.0,12.0,30.0,95.0,81.0,1.0,99.0,40.0,26.0,1.0,7.0,26.0,98.0,99.0,1.0,1.0
Wes Foderingham,Goalkeepers,2649,2023-2024 Premier League,89.0,52.0,89.0,8.0,8.0,33.0,86.0,58.0,33.0,55.0,14.0,64.0,92.0,5.0,89.0,89.0,95.0,5.0,36.0,89.0,39.0,39.0,83.0,83.0,33.0,83.0,92.0,41.0,5.0,20.0,41.0,92.0,95.0,17.0,5.0
Wes Foderingham,Goalkeepers,2880,2021-2022 Championship,41.0,30.0,19.0,99.0,99.0,72.0,22.0,76.0,92.0,24.0,74.0,58.0,9.0,97.0,41.0,24.0,7.0,53.0,93.0,46.0,74.0,7.0,18.0,28.0,78.0,57.0,47.0,91.0,86.0,91.0,86.0,27.0,11.0,53.0,93.0
Wes Foderingham,Goalkeepers,3512,2022-2023 Championship,59.0,27.0,33.0,94.0,94.0,52.0,43.0,72.0,79.0,28.0,18.0,71.0,35.0,91.0,60.0,28.0,21.0,48.0,65.0,48.0,65.0,9.0,28.0,40.0,88.0,23.0,43.0,65.0,91.0,57.0,88.0,11.0,4.0,28.0,96.0
Łukasz Fabiański,Goalkeepers,721,2023-2024 Premier League,83.0,2.0,63.0,31.0,30.0,11.0,58.0,61.0,56.0,2.0,5.0,64.0,61.0,8.0,83.0,55.0,45.0,14.0,55.0,89.0,80.0,20.0,67.0,77.0,2.0,98.0,45.0,41.0,2.0,39.0,41.0,86.0,89.0,80.0,58.0
Łukasz Fabiański,Goalkeepers,810,2023-2024 Europa League,80.0,35.0,38.0,90.0,90.0,35.0,52.0,48.0,44.0,18.0,37.0,55.0,41.0,93.0,90.0,41.0,24.0,62.0,63.0,14.0,88.0,1.0,39.0,71.0,76.0,22.0,49.0,46.0,87.0,90.0,,57.0,32.0,33.0,91.0
Łukasz Fabiański,Goalkeepers,980,2024-2025 Premier League,80.0,54.0,57.0,39.0,35.0,17.0,91.0,20.0,9.0,39.0,54.0,6.0,94.0,31.0,80.0,65.0,39.0,70.0,80.0,65.0,43.0,39.0,87.0,76.0,17.0,80.0,50.0,37.0,13.0,72.0,37.0,81.0,76.0,54.0,61.0
Łukasz Fabiański,Goalkeepers,1791,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",83.0,23.0,57.0,22.0,20.0,10.0,70.0,27.0,20.0,17.0,48.0,24.0,89.0,13.0,81.0,59.0,50.0,40.0,84.0,77.0,69.0,27.0,75.0,83.0,4.0,91.0,40.0,26.0,4.0,61.0,26.0,95.0,94.0,47.0,48.0
Łukasz Fabiański,Goalkeepers,2117,2019-2020 Premier League,84.0,9.0,84.0,34.0,38.0,88.0,80.0,30.0,23.0,9.0,70.0,38.0,80.0,41.0,77.0,80.0,66.0,9.0,66.0,41.0,77.0,16.0,80.0,98.0,34.0,77.0,45.0,77.0,38.0,55.0,68.0,52.0,55.0,45.0,48.0
Łukasz Fabiański,Goalkeepers,3111,2022-2023 Premier League,91.0,23.0,63.0,48.0,48.0,95.0,63.0,52.0,30.0,16.0,30.0,75.0,55.0,59.0,91.0,66.0,84.0,63.0,59.0,41.0,80.0,5.0,66.0,73.0,66.0,45.0,88.0,70.0,52.0,55.0,71.0,66.0,52.0,30.0,48.0
Łukasz Fabiański,Goalkeepers,3150,2020-2021 Premier League,83.0,13.0,75.0,42.0,42.0,63.0,56.0,71.0,52.0,13.0,48.0,71.0,75.0,56.0,83.0,79.0,27.0,6.0,67.0,65.0,83.0,21.0,75.0,79.0,67.0,42.0,83.0,77.0,63.0,35.0,81.0,44.0,40.0,44.0,67.0
Łukasz Fabiański,Goalkeepers,3330,2021-2022 Premier League,75.0,6.0,56.0,48.0,48.0,44.0,75.0,48.0,38.0,6.0,52.0,21.0,48.0,52.0,75.0,56.0,40.0,37.0,67.0,37.0,60.0,10.0,52.0,60.0,71.0,60.0,77.0,90.0,48.0,60.0,90.0,52.0,48.0,37.0,75.0
Łukasz Fabiański,Goalkeepers,3420,2017-2018 Premier League,35.0,13.0,72.0,35.0,35.0,72.0,80.0,91.0,72.0,22.0,39.0,41.0,87.0,46.0,35.0,48.0,94.0,37.0,83.0,31.0,72.0,57.0,46.0,54.0,44.0,78.0,44.0,94.0,13.0,81.0,78.0,91.0,91.0,65.0,24.0
Łukasz Fabiański,Goalkeepers,3420,2018-2019 Premier League,72.0,19.0,83.0,31.0,31.0,13.0,50.0,76.0,72.0,6.0,43.0,80.0,46.0,50.0,63.0,85.0,54.0,52.0,94.0,87.0,46.0,57.0,80.0,65.0,48.0,48.0,44.0,63.0,20.0,80.0,61.0,87.0,76.0,61.0,57.0
