Player,Per90_% of Dribblers Tackled,Per90_Aerials Lost,Per90_Aerials Won,Per90_Average Shot Distance,Per90_Ball Recoveries,Per90_Carries into Penalty Area,Per90_Clearances,Per90_Crosses into Penalty Area,Per90_Dribblers Tackled,Per90_Errors,Per90_Fouls Drawn,Per90_GCA (Live-ball Pass),Per90_GCA (Shot),Per90_GCA (Take-On),Per90_Goal-Creating Actions,Per90_Goals,Per90_Goals + Assists,Per90_Goals/Shot,Per90_Goals/Shot on Target,Per90_Interceptions,Per90_Non-Penalty Goals,Per90_Non-Penalty Goals - npxG,Per90_Offsides,Per90_Outswinging Corner Kicks,Per90_Passes Attempted (Long),Per90_Penalty Kicks Made,Per90_Progressive Carrying Distance,Per90_Progressive Passes,Per90_SCA (Defensive Action),Per90_Shot-Creating Actions,Per90_Shots on Target,Per90_Shots on Target %,Per90_Successful Take-On %,Per90_Tackled During Take-On Percentage,Per90_Tackles,Per90_Tackles (Att 3rd),Per90_Tackles (Def 3rd),Per90_Tackles Won,Per90_Through Balls,Per90_Throw-ins Taken,Per90_Times Tackled During Take-On,Per90_Tkl+Int,Per90_Total Carrying Distance,Per90_Touches (Att 3rd),Per90_Touches (Att Pen),Per90_Touches (Def 3rd),Per90_npxG + xAG,Per90_npxG/Shot,Per90_xAG: Exp. Assisted Goals,Per90_xG: Expected Goals,age,player_market_value_euro,Shot_Efficiency,Possession_Lost_Ratio,Progressive_Play,Ball_Retention,Set_Piece_Involvement
Aleksandr Golovin,-1.5799091906746847,0.9511838337622152,-0.3135961524617116,-0.7412775299492876,-1.998332685617461,0.3516138862633502,-1.0263482604826266,-0.45613112936340533,-1.4462445745078145,-0.6947960376919154,0.888239369192911,0.8903726580196639,1.645805635959487,1.0023086365214393,1.3318043499170884,3.586000185379966,3.0837522719861425,2.094909107942603,1.197921679643866,-1.2828969800522962,3.429011971349577,1.5113141984586025,2.42620040796086,-0.34780282193945544,-1.3881107033552635,2.615395900636052,-1.9535815492788655,-0.6180852825741548,0.3066276810536057,0.9796293772999132,2.5539683318491377,1.4477701572469117,0.3257941969788643,0.02004940241661593,-1.0415458875694321,0.278195448462132,-1.3398642061388781,-1.1751935739451977,1.110167314516249,-0.6553293281686451,-0.05455121434250641,-1.2972082054666063,-1.844868586527702,0.7788286590888903,2.6879049738872287,-1.2615685157531076,2.5097778932318175,2.3955786892866846,0.7471620697549353,3.330486785382939,-0.7898270756236142,17.216707939626428,2.289642813368367,1.3663405060247067,-0.7680301340448925,0.24319158470557548,-1.0612166631943787
Aleksandr Golovin,1.0148637468830657,-0.6483556855380574,0.5328497583869701,-1.7565854945729786,0.2989067036715464,-0.8312968432349893,1.2784319723882507,-0.7367559582230172,-0.12194087777921242,1.1888867191889685,0.11139313086796668,-0.5019501200452021,-0.15453553428833325,-0.6310126308315205,-0.6851038867364055,-0.7064921205058553,-0.7764248639554737,-0.9359735062928802,-1.2261697436417478,0.2838825321770237,-0.7011320489480027,-0.9127804741767868,-0.21661442920337956,-0.40682860552041583,1.0044368245768736,-0.4090270711950179,2.112223069135409,0.6060989700285313,-0.5221128285570945,-1.0751574596290496,-0.7477037281542909,-0.9327605087156683,-0.06894168416087466,-0.5868940315663792,-0.6049941238176094,-1.138438083192308,0.05231924437300326,-0.5924833518133448,-0.04682676948719687,-0.606234850938672,-0.9059443639610915,-0.25240390319856126,2.025838892556331,-1.2509393819664802,-0.5780107793355206,1.7485390657285236,-0.751593568850758,0.38836519471690334,-1.0746908844461716,-0.42062210994507343,-0.7898270756236142,17.216707939626428,-0.8359642382197847,-0.9390420204923311,-0.04444941230869529,0.19702525407734856,0.9223647184593626
Ali Abdi,0.7962850452318547,-0.5329820241467254,-0.18675429050588666,0.6120532615785736,-0.7039546305283729,0.7629689699206385,0.31934260539722426,0.4105531991214802,2.1653519340478766,-0.6947960376919154,-0.6047632085206036,-0.5573351423145256,-0.862743418121793,-0.6310126308315205,-0.27286466417148497,0.4251533985179076,0.8263076000226321,0.8970373444266239,1.1710532839983863,0.011417969084626558,0.5897720555277931,1.7905364914371824,0.21760576279727833,-0.40682860552041583,-0.5931145781923108,-0.4090270711950179,-1.0305443079093646,-0.6087325696770104,1.4326301149534975,0.6640778641450718,0.15579965013249586,0.09461911374781885,-0.8392913999959483,1.4553731238413516,0.7939671247202771,2.2702979234148075,0.11702275135321764,1.041386568737482,-0.9150229104210581,1.69464956958325,0.07742635581872181,0.5158530361697612,-1.4869860558816834,0.621188226987971,0.5281421229587873,-0.11859460825211997,0.23944266862843708,-0.5940915766631775,0.5573007339404886,-0.15714473169035736,-0.9406133491306202,14.914122846632385,0.5741733442813591,-0.04188558158137142,-0.06192299089429962,-1.0367880913354142,-0.5118809750240524
Ali Abdi,-0.5944572298848333,-0.38973289664212285,0.9531584279789062,0.5548909352374702,1.674330616183004,-0.5069017657569364,-0.6363397835147199,-0.9941876982590779,-0.25005901501158884,0.3414352106542665,-1.2677900723046382,-0.3273685725212333,-0.862743418121793,-0.6310126308315205,-0.6793534326107129,-0.49379659795435615,-0.5188797759956207,0.024058446836195273,0.570300215894413,1.7497120070663468,-0.458503488635037,0.08634927463462679,-0.7196905032027177,-0.40682860552041583,1.636682834024814,-0.4090270711950179,-1.0155190495012332,1.3222437242031297,-1.0695670629596723,0.34061496709310346,-0.6637267880534782,-0.8789475468422409,0.11936793362236389,0.5733638107219688,0.32560420624845565,-0.2694548957611419,0.48263228219232285,0.5712830193559095,0.852475657445956,-0.669469463910824,-0.9986792358765947,1.0644707998950704,-0.9569107572308736,-0.46482559601165785,-0.6658861706245879,-0.18933743678156142,-0.41358979097077425,-0.5422603499031987,-0.07281072347250711,-0.5607524606727612,-0.9406133491306202,14.914122846632385,-0.5893955019591133,-0.7955085815664821,0.3625115634548819,1.7696565074895225,-0.17306576236810103
Amadou Koné,1.5344317106751146,0.5767677761004908,0.010723356446884972,2.4045814185585845,1.130542993537374,-0.8926620632321282,-0.3103430097707978,-0.9941876982590779,2.339551765559308,-0.6947960376919154,4.7233791438168495,-1.3432189297990567,2.311056794162173,-0.6310126308315205,-0.8740248617933868,-0.9249651715742063,-1.1455367942726997,-1.5032613902093974,-1.7648928550781948,0.9250760392805653,-0.9503512201464018,-0.5288739079821,-0.7196905032027177,-0.40682860552041583,-0.14375770487776682,-0.4090270711950179,0.5810251868067198,1.325922813768831,1.3080520976718955,-0.49188700759891696,-0.8178744377912377,-1.369432396980114,2.0839319453879965,-2.0857594272584823,2.546710737817769,-1.4822859007066012,3.0993888425650225,2.660303662134803,-0.2779573666430495,-0.6398898383441974,-0.8577188780135458,2.096137759905474,1.0035514949167457,-0.753052685258726,-1.161185217188189,0.022285887643542605,-1.0677967377584265,-1.69386063877624,-1.0868065849351116,-0.8007488597170366,-0.810328718074124,13.815510557964274,-1.4793699691020772,-0.25928264403155904,0.913682703018998,2.133982439990523,-0.8494650820555201
Andrew Omobamidele,0.6625314118490565,-0.1452141962230925,0.3309880843876372,-1.867903484433896,0.09801834774215004,-0.8451474044165157,1.0523603325726758,-0.9941876982590779,-0.8663619308676442,0.7002555866755918,-0.6257110397975506,-1.3432189297990567,0.5664494501894056,-0.6310126308315205,-1.170983428424512,-0.7597413328196023,-1.0264301467483723,0.2187804083468572,2.261915084123335,-0.05887393310851959,-0.7618751222694248,0.3221999839348827,-0.7196905032027177,-0.40682860552041583,0.36815746884225437,-0.4090270711950179,1.2709528065182452,-0.8877904393904731,-1.0695670629596723,-1.4579741659233252,-1.1426999212151627,-1.7388163725684391,-0.44897845226012667,-2.867307333666453,-0.6743810529538102,-1.329015548971438,-0.05325997572833223,-0.8054445260068317,-0.7503049881418155,-0.38731998405669527,-1.104621656247402,-0.46311443825274,0.7884501756519984,-1.3475211005584407,-1.00245181437492,1.716692207276622,-1.142433233343531,0.01396911087305285,-1.084186220083298,-0.9374536104799025,-1.0160064858840985,16.213405830762646,0.876870396796987,-0.9725230805002062,-1.206597282957092,-0.030651686886975265,0.23978242029051394
Aleksandr Golovin,0.6345979112933966,-0.6535636512159133,-0.2443604766266945,0.2325530498640363,1.1434487359092849,-0.7485563035334866,-0.21106790276103182,-0.9941876982590779,1.8433728558777205,0.5328693770812492,1.7111710666706461,-1.056750978866374,-0.862743418121793,-0.6310126308315205,-0.7833816823437427,1.022592223253574,0.4351355398430289,2.117744694683231,2.1018653934153955,-0.24011682402734938,1.2712895608414623,2.593915403988872,-0.6333997907085521,-0.40682860552041583,-0.7394931034139641,-0.4090270711950179,-0.30807253742308305,0.6278361159322257,3.4322617333061327,-0.18573222479135357,0.278001351909453,0.5675859203136142,-0.9166804706293673,0.21657103770968603,2.4459789399507876,0.32437111186298767,1.7325912048263097,2.6239694148194426,1.0444786076167165,-0.6581222400644691,-0.21893396044590954,1.453511592787157,-0.3671731755854207,-0.7801102991869184,-0.704922410255895,0.20140165607386176,0.40333505982203727,0.6211403564771193,0.39460237537341364,0.18439831683609975,-0.7898270756236142,17.216707939626428,1.7511550850310462,-0.4456013235391904,0.05621535032797144,-1.076133377403295,0.43503999344926286
Aleksandr Golovin,-0.9750071793980106,4.461823453203889,1.3914084486809064,-0.5961056367539765,-1.223009880495946,0.6462869712580944,-0.5532005255127518,-0.6666084032643511,-1.145909460990941,-0.596344313938414,1.3558986869657355,0.568963203112265,0.17195695268016956,0.10960350428379664,0.3997199076740601,1.6419883798691306,1.3342923574192143,1.0837721248454582,0.9054102729703251,-1.3366024484548005,1.388307482201701,0.09308445132554422,1.4185505436693302,-0.40682860552041583,-1.417159976421397,1.9173682945249864,-1.4020099975166402,-0.9806301007206295,0.6372565308598366,0.12498394796589544,1.1438452931104905,0.6390747139760131,0.7288827212592257,-0.19340559825382947,-0.7484765411417966,0.06722663081678008,-1.1330834061354367,-0.6492962337023679,-0.4638964299904904,-0.5724034153362374,0.05310726206452904,-1.136047822645066,-1.2336235932266868,0.4063773447978584,1.2923530176221452,-1.1367245941077073,1.0466451801470513,1.4165295364787431,0.04877612771466816,1.6677220582128827,-0.7898270756236142,17.216707939626428,1.2206714645416123,1.31871913927557,-0.6790292518001404,0.7922752544209435,-1.0659146799052817
Aleksandr Golovin,-1.7298230034498314,-0.4942653471987622,-0.38166782670873634,1.430007810397316,1.8179442564283421,-0.5247070592302805,-0.8277389058076468,-0.5727693070110187,-0.25296943624347956,0.4510004246146427,-0.2500483654762312,-0.16653806280086234,-0.5014799109752722,0.1314620235650327,-0.3382290381065821,-0.5771496367421606,-0.6089038100368931,-0.6966525355420206,-0.6763553471532906,-0.8679447791994306,-0.5535869561015374,-0.003005330862722214,-0.43889853750967783,-0.3473906515560992,0.8795843010257925,-0.4090270711950179,-0.1957846794531585,1.7186945024800353,-0.5601917803200717,0.19108826465372517,-0.503161484250778,-0.6726892335276184,0.8190731918282929,-0.24916807124749085,0.16437855060312898,0.5697996034264503,-0.45232730886708084,-0.0452027577550041,0.5690147159090314,-0.5893033023015903,0.06338256556433797,-0.3204761515238868,0.2741566785486898,0.09194425122593956,-0.6446376008057373,-0.3860588705411487,-0.733132560709746,-1.131527959312673,-0.5745178522194764,-0.6382653976863123,-0.7898270756236142,17.216707939626428,-0.6476556488575635,0.0009152274236868518,1.235204242048648,0.786453293016381,-0.20330168517524946
Aleksandr Golovin,-1.154067856981688,2.8658002380033563,2.451261815340281,0.19570461474346465,-2.075425507597118,0.6839696986433439,-0.9282966181672695,1.7882635362839099,-1.4888998862744178,-0.6947960376919154,0.43952788200518256,0.6662972025279602,0.6224450167186891,0.3790580689427093,0.7552143033153774,2.2710684968267825,2.134594352398357,0.5296881379158409,0.5797480986804847,-1.6027025928372722,2.1643371973161756,-0.4419423844325569,3.294690733583414,0.02080545258335359,-0.5638819750613538,1.7911957406818821,-1.7032257666746724,-0.8472565776407174,-0.7238501337102884,0.9044570520319426,2.155855519696484,0.3302032015291838,-0.3800875537937929,0.9204857900421749,-1.4696809667826356,0.11956498932009245,-1.5357524858689096,-1.4236118849142092,0.1348310587765911,-0.5582384525838241,0.29104841891992994,-1.7321659835180006,-1.605802815829917,1.2670917856609965,1.8289509413345932,-1.31195687778721,2.4946302356428616,0.8742104521369181,1.5526377224702421,2.704433110179357,-0.7898270756236142,17.216707939626428,0.6984961986333232,1.1923787070042222,-0.7583352747616529,-0.42327418417850304,-0.5779698055318067
