Player,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,player_market_value_euro
Anthony Gordon,-6.609885808337273,-3.573696539401673,4.300358797730298,2.0796865723503233,-1.9083486459433332,1.2723565852053063,0.4529796271428191,1.7885420369220109,1.5471827258650586,-1.2570888462752763,-0.7028989405954338,-0.25120697037139517,-0.385068905776921,2.477871800349325,2.002416460241992,-1.6280210344244161,-1.1334166324703974,-0.026446644502836125,0.13258928583693005,1.2724491320317397,-0.8573660590441466,1.054240602590211,-0.3383730874332106,1.3180510313553415,0.7310772030755537,-0.9745682799602008,0.7964994890272509,0.10592079348237425,0.9863294077032914,-1.4596574651142633,0.8888838015086482,0.5547783380316526,1.0203192678755124,-0.04184620091427442,0.012114866327503205,-0.6532106570667042,-0.3339169848576318,0.0831170366496354,60000000.0
Antonín Kinský,-4.405616722065474,2.1076792486291027,-4.852894001840563,1.1135356731928294,-2.926739078729902,1.3098641466972556,-1.4515836080401132,-2.349589583875225,0.13584520147184817,1.3724210781887574,4.304911185478497,3.3290577681928184,-1.957307290313854,2.965955344018093,0.8777490210980347,-2.1122931635077222,-1.652057495781931,-0.1366751290898382,0.0828731561682229,-0.19516827638700077,0.36370895838867917,0.09022631302862173,-1.31988654597539,2.076630746168509,-1.1487245655359999,0.8176756135994222,-1.4382255504343358,0.13276171565110087,-1.4966890936783253,-0.0952821370361267,-0.14164799723987273,0.4993296409360492,-0.26351199499656913,-0.5635641241904537,-0.6334863641387841,-0.7350951767354735,0.4665219010845668,-0.4265683602924762,12000000.0
Bernardo Silva,-2.575916712358381,5.01602730818918,-4.4231709858801525,-1.2850451395796685,-0.5597461750949365,-2.4111741322069866,-1.9015504685394957,1.5481264728642055,-0.4132843927152967,-1.1904814670896673,0.9496332986470413,0.24299908955879285,-0.09363563741397007,0.8022550532127662,-1.8758171020732874,-0.3857811624370337,-0.7637346734737027,0.48982244143098397,0.6379897410549251,-0.20171008627579026,0.1998660964876314,0.09062875246636376,-0.11205121592392701,0.47881300079723293,0.8002836811720345,-0.3918394177616575,-0.7101626885929185,-0.10320637189392307,-0.09748349849019584,-0.4721562640391751,0.6727287647591232,0.6058017922152622,0.24758260574719843,0.19293594873096712,-0.04993785700292818,-0.8444681091613596,0.793374883632585,-0.6506112070962097,60000000.0
Boubacar Kamara,8.398118930540711,0.11073662435718326,-1.22677308920486,-0.714244836573448,-0.5400711493636137,0.8229377939413289,-0.2598366499997498,0.2511991770373208,1.1307818918445052,-1.0766150426494774,-0.268952885675089,1.0489227233277971,-0.8784742864107868,-0.3527496838070954,-0.09820295234404229,0.3767532258464617,-0.40883802977776756,0.1265155254022611,0.3501768139841294,0.03955967210383654,-0.744468038659915,0.03301748757753905,-0.3387616494678017,0.7274812875550833,0.048822300745504005,-0.7359136951113838,-0.7729981907154827,0.5221868964768824,0.39150229685056415,0.3554636938150571,-0.07759669638748405,-0.1957037454610852,-0.8501802975405522,0.14797583597341607,-0.428037359973695,0.08148400663760848,-0.0222298120624513,0.2167780227038602,38000000.0
Boubacar Traoré,5.0283238038461215,-3.360900154557417,-0.5649498778403835,1.4740582826993835,-3.1811089233538175,1.0919281941862535,2.327234385896798,-3.3532632017805795,-0.6346897623385729,2.0171561895706707,1.3271001544168244,1.1448937060921405,-1.1498139987920062,1.4729631431723642,0.4050276660518464,-0.4633466349884786,1.1258009422629667,0.26322537114134836,0.5507017979630524,-1.3289815672501275,-1.2567400524306187,1.4972323794656188,1.359410652056411,-0.0328697609689266,-0.921212650740597,-0.8532793512668548,0.9590382121449162,-0.023438544802093064,-0.6772378606436779,0.504356480373089,0.4292751624545586,-0.8397607466902719,0.07968623836558492,-0.16695120065977756,-1.9739936057552958,0.33702973305909856,0.5872438340684315,-0.11355240380290858,6000000.0
Boubakary Soumaré,6.938847237057564,-1.4791716311108103,-1.9845667450692026,-2.7418721055658195,-2.0281708506091105,1.7229689600126628,-0.8332834491822702,-2.013730262361343,0.2757891247931989,0.4098287833250767,-0.3495158327783026,-0.5041882664194974,0.35201343601772866,-0.2216754706937422,0.07253325199000153,0.2671610414658913,0.4046070373123213,0.7660512267784211,-0.15604238106690962,-0.4423080899657214,-0.8804774065429382,-0.24769175908852473,0.1065257473121902,-0.41661996552906244,0.200581942636632,-0.0719628426636747,0.45225047185260775,-0.6414506952222078,-0.44717631625563076,-0.11518781651764408,-0.4908965998863372,0.12094161298130635,0.39478966919567154,-0.2136162737054952,-1.1309380761163286,0.5801098068969738,-0.34042757675830776,0.92618328980103,14000000.0
Bruno Fernandes,-6.168287118621654,12.621269368890198,4.880953638819228,3.1411464144654713,4.966715239528817,1.8382276355739833,4.659594017890334,-0.42602891348901556,1.8501836381118644,1.7997832492392316,3.5646583374684755,-0.7421072189816963,1.7081817229613796,-1.3182927775622102,-0.45023227194124266,0.7890030458409596,1.1831573732590668,-1.7916513007611694,0.4197792818159166,-0.8949437880047457,-0.6966186828501336,0.2861738141694008,0.08793633018152723,-0.9630853845750517,0.9075880825647564,-0.29380134168781014,-0.36950282711176996,0.4323811666967247,-1.7081767356948465,0.9243061634971149,-0.021970863878490683,-0.003492685277971813,0.2425140583526259,1.303574445314291,-0.0455322307719396,0.6366441158399657,-0.5534301340950135,0.9897009981532516,55000000.0
Bruno Guimarães,3.0354261264302966,6.128763043613388,-2.634378618766526,2.1054154247656256,0.2839287957004048,0.22801357412678896,0.6620590863210568,0.4354053128218689,0.9292640934151454,0.6700594917528783,-1.8256753089603242,-0.9568699044883755,0.1759016886341193,0.4289138467705341,0.6323505757137269,1.6815780248532508,0.7128229701149991,-2.3416295580341098,0.23874445212376344,-0.27092248918592376,0.8420672149210895,0.9119162814463354,-0.252873360102156,0.9922617650913195,-0.08792266104245124,-0.3169988548924462,-0.009409081573207665,-1.0449182168161586,0.17803774915518739,-0.15606302464142857,-0.7311731044629063,-0.3785315452270447,-1.2940269219111178,0.20105934950261398,0.5939262766699904,0.2867128935123552,-0.5390510794516191,-0.6529360499717082,80000000.0
Bryan Mbeumo,-8.111733492228197,-3.083996782104405,-0.9768116447754152,-1.793421231366707,0.3176166183972269,1.588254963098816,2.4238303598933286,0.88783161592633,0.6899907376482626,1.518523234607202,0.5277460416398256,-1.451131428407041,-2.5687416302681605,0.7115814988785387,0.9492546549919753,1.2445152959384482,-0.4159425415184067,0.7160214038057031,-0.9832607675178633,-0.07928118877292932,0.3016871399463545,-1.2026252747389345,1.8321848126759948,0.10795337991650497,-0.6426043269478968,-0.26518210143120274,0.21238896580291544,0.7611226047355625,-1.2306470498054776,-0.4970218346994251,0.7938048437211412,1.8380455663110862,0.17592819303352744,0.016137349643191943,-0.45954522530060304,0.8874142130452456,-0.4820879964177433,-0.11564071877543726,50000000.0
Carlos Baleba,-2.198107624575508,1.0921500630079342,0.02772288054231639,3.0541330696090845,0.16958303435642302,2.0902480537327257,2.1610633525497733,-1.1720636394331776,0.6941626230872826,-1.5010833415307607,3.051645310456729,1.3102544173911335,-2.237929249456201,-2.3105797804601025,-0.08786363357755465,-0.7243186706147982,1.1805313691637171,0.11795302459881547,-0.3851667547080674,0.49871189570668656,1.7387765330200224,-0.8440830149567903,-1.6963155010391948,-0.2473007140588671,-1.0530570077853645,-1.3635159300781183,1.53269613108711,-0.6929840742194427,1.544194554458228,0.15174880961164308,0.3653952260406986,0.5487398909977621,1.5258314837840554,0.8709599107396373,-0.4235208765441572,-0.2528984003508182,-1.5731932759865637,-0.5762255871106492,35000000.0
Carlos Baleba,6.488089655626495,-2.9718706315816226,-2.2276134403571612,2.6683699525837943,-2.316102663753774,0.05308477927530058,1.9169572725099715,-1.0377968911478652,1.1107797483190358,1.5629935880181018,0.7530181402475417,3.5251334449073344,-0.8332361727725518,-1.3189058597532122,0.32651412185165857,-3.117169227146916,-0.034445388646017774,0.8708675121678061,-1.315750516393232,-0.06151111009979965,0.6237343745742145,0.4250798187149943,1.5064580518735535,0.746963371016432,-0.3329070620245549,0.1118895933272474,-0.6649933950197598,-1.270878712752672,0.09505650202579906,0.9535949923258713,0.8347631977599682,-1.4463673522825071,0.9579160095452364,0.6386787280226086,0.42947599824593213,0.16546773589890562,-1.1169126164195893,-0.18880880547052106,35000000.0
Carlos Soler,-1.2609821975325062,1.0417535618152063,2.967128911951648,-2.3215772999822057,0.11091932440615056,0.35802039681415804,1.0610830109214802,-1.3574255977777425,1.4429032011364153,-0.26298617437176347,1.083737307316014,-0.9427783462654434,1.7675758720557546,-0.1237771247767381,-1.259596009860974,0.22647477877333713,-0.09291402060416817,1.0991209476533712,0.044961335065280716,0.9361321246359151,0.0742177151204064,0.33833950860027645,0.25722653485192615,0.8631391704998969,-0.35505118368466193,-0.6466620430731195,0.6574196119438092,-0.27593533727200703,0.5541607230212771,0.3180705093280757,0.6887902656344583,0.3213750881100899,-0.3039824759152324,1.1317608518480402,0.48252805937697407,0.6241939969224061,0.18135012689255198,-0.5464023278547064,20000000.0
Casemiro,9.412698241521417,1.1862567983082035,-0.02191464658162255,3.1173188556569764,4.289166601551709,0.6312048148152254,1.4378765993695701,1.5319286137681694,-1.5887490398721829,1.8049163942263606,-0.15377725742054327,0.5637618303127816,-0.9854734594553449,-0.5556767002922925,-0.4783018486906507,-0.2952585849622743,-1.9180187267452975,-0.9845426020518727,0.21101407969302372,-0.24946488967366326,-0.49662862962121773,0.4648985283091928,-0.593435246907637,0.5000241404157448,0.36570952616479024,-1.024229839312567,-1.16319262827377,-1.0415864863447082,0.8525887561817227,0.6928514087302814,0.08869795621948462,0.772788349132795,-0.9120687557114956,0.48757809881758263,-0.22017244677634476,-0.3799456187985913,-0.8622905608244856,-0.025302575318057758,12000000.0
Cesare Casadei,0.34287064335474315,-4.963598155216474,0.40950743402376244,-1.9430477827242298,0.9859760206239755,-0.26082354605426017,0.5245875391835685,-0.14878092304056437,0.2502401605540145,-1.6408634044568438,0.139995089126082,-1.1687465103797587,-1.412124569571842,-0.2819570590471468,-0.6213216071504751,-0.6145576221607287,0.04091041905129933,-1.3353653669572836,-0.1025762942123593,0.4101280221078525,-0.6880155700461664,-0.9981958132092096,-1.5398808266917525,0.6344140531881618,-1.410662236275661,0.21514849979711714,0.6441912519742535,-0.6809112887405822,-0.08244954251832845,0.32925668678875375,0.33827821733105046,0.2940950226219181,-0.6945439573630283,0.8839321828264608,-0.313454151628912,0.24975047761531685,-1.148875624114665,1.1344794019541644,0.0
Cheick Doucouré,6.15936581918843,-1.463666596350919,-1.2071096219209576,0.2687117891117331,-0.6247711230954343,-0.011584695084274019,0.18619847924080296,-2.377260233393431,-0.042220158387992604,0.9544796146052993,-0.6198835062735354,-0.9765170839800752,1.3735386423970897,-0.2342181213838428,0.8755350621263651,0.2306995314324058,-0.06572930320312,-0.5145514032966266,0.16489120306797866,-0.7396026286688029,-0.3542242704160892,0.6580668155666148,0.2436484744095554,-0.7052329157812912,-0.7148481046104261,0.7002309135460824,0.201082916596564,0.07237670005342592,-0.2811323713067983,-0.3637045751833453,-0.2820974331546426,-0.2856153859097581,1.0621998925866505,-0.48554229539659627,-1.1472660068489642,-0.05468595503942707,0.7239817536445945,-0.49150128090474515,35000000.0
Chiedozie Ogbene,-8.290469000081494,-7.967274284497898,0.8832221516856746,1.1873537445528948,-1.9788505117026933,5.686386183438374,-5.822023155307063,1.0919572335296375,-0.6530454846998064,-1.9591949655562277,-0.027829253925632732,-2.3672343825634776,-1.405616124754964,-1.723613957185717,3.373820816643834,0.8992022511210137,4.028490687073438,-1.6068732831131427,1.1866927405180345,-0.5050312601099368,2.966810408998542,0.06867472196897449,0.5989407745697886,0.14958812765441173,0.2670382251232746,0.4249025110053279,-3.438495329725286,-0.021533821493034185,0.09252076728846341,-1.0090336669599924,1.4576967565528285,-0.36415516502819245,-0.2843432728645777,0.23792337051778484,0.24448237729909797,-0.8568090899393502,-0.1296088459467325,0.45384068146783046,8000000.0
Christian Eriksen,-0.2629124697010532,9.488796907320763,5.472142452018373,-2.04987699346014,-0.22375943700540243,-1.2742607397985626,-0.780604960165873,-0.38062103475487685,0.13257148376421787,0.16061603848319198,-0.9890125307034568,0.4455926128774527,-1.5037130450834757,-0.9319002493987071,0.6982761455393095,0.6638810957716447,-0.4760485154673672,0.4462411115081025,0.45942408463405815,-0.6598691995794588,0.4604523960628313,-1.0596793121015144,-0.9983521094691206,-0.8025945882621097,0.3840015707995708,0.2612035481302731,-0.11282906395788081,-0.622781836547665,0.5192261254559073,0.7358763366230637,0.8979910455656624,-0.5966024093345089,1.2784224122867636,-0.3163806619286461,0.10527495888342715,0.18579193995230844,0.9009502633036754,1.3358287549293342,6000000.0
Christian Nørgaard,6.418078117403937,-2.44926568636684,0.7574265406372314,0.3318735678328854,2.5313376613179743,-1.053702926836584,-0.49717907380710386,0.4507042302911763,0.15781135504071178,0.6997791031975433,-0.1561339370627185,-0.2213272297425951,0.40828033929267876,0.38581282262455896,-0.20933620725536065,0.5037235943477812,-0.31356253908270526,-0.3556519085311019,0.7214524998562266,-0.6918811325083923,-0.6735652084212999,0.17023100681665093,-0.8671699467610376,-0.15945749873332724,-0.8062332578958581,0.592539889671989,-0.7620498157223292,-0.5612594132238256,0.7171104578693004,-0.7449789060607515,-0.2328833078210132,0.4604583177168945,0.06874047972088808,-0.17851409009275604,0.018921925019486426,-0.4652032080061775,-0.34637173620898754,0.23597033466056488,15000000.0
Christopher Nkunku,-8.460140009561828,5.170947903624972,0.5229210241809061,0.658789060288824,0.8858698621130012,-1.2735814778486865,-2.1854659832076173,-1.384584842357953,1.8904542408144787,1.3880759894597765,-3.1171732372133807,1.8931275023982694,1.4329112928799224,1.2211039941033641,-0.7018777445468066,-1.6450996614470699,0.13379334430283207,0.591702012499115,-0.7066883729916725,0.22013092532640413,-0.16976648133134215,-1.2917719005229045,-0.3485644283162095,-0.2494348814317488,-0.4042233789660349,-0.053109912521367694,0.4208223509977145,-0.11507119493548494,0.4135883644994184,-0.9388684726250515,1.2665813629550116,-0.8842988738733286,-0.34338495537537106,0.5670438430688741,0.1024000859421999,0.1402333064885998,-0.17730152211844097,-1.6211716867908315,50000000.0
Curtis Jones,1.0523442909737621,3.549717982526286,-5.496227726593064,-0.9591431871128612,-0.16509018131355954,-1.0500195931124858,-1.1998779786561664,-0.3841961048831595,0.7454461813300297,-1.675728580088548,0.5104873437560166,0.3043879292121387,-0.9964554647883489,0.5123254497112484,0.32159184530646395,0.3370297178530955,0.31206237960227684,0.49164969129778024,-0.050758305870762,-0.26099629968995713,0.7896547563399632,-0.6994698261652325,-0.15527098149130777,-0.21682503749945678,-0.15541980609183073,-0.992542505229922,0.4629002312118925,0.8429937725908454,0.22425971398041827,-0.1804542293866994,-0.6175270557427012,-0.18777832459614488,1.4565721112917287,0.2539038455995934,0.3876481788973575,0.3067887625335352,-0.07379540530691057,-0.3356554530364268,45000000.0
Daichi Kamada,1.2125208636926286,0.7716400761697287,-0.45306666496688536,1.7789339341484778,0.8339882849623131,-1.9264013915625422,0.34554612574684934,-1.4530706862349851,0.8758010394943304,-1.3635175518992673,1.4041075285839903,0.2260947139242021,0.648738268512199,0.27329667720496775,-0.13579513919301409,-0.1446339729334276,0.8521825576100373,-0.02773558822926345,1.0626347718926115,-0.6725454281183012,0.6336322936331921,0.37503232789736773,0.4754773244123554,0.33189302533871523,0.8059624322312571,-1.023335023289968,-0.706143761098345,-0.008200774954086883,1.9189837473541465,-1.1129520929709775,0.07709486328786809,-0.0020660346211430138,0.5998002482359543,0.3134218823647549,0.1579772466634207,-0.6067141491269613,0.8201103806385222,-0.22332802810484548,15000000.0
Dango Ouattara,-5.614410164132099,-6.391122606396884,0.9497176147576423,3.1639256838656853,1.9599786616927486,0.34936413568095187,-3.1053664695594216,1.2109862205691622,0.06656054165767876,1.416192203780533,-0.2816055236354089,0.14739523557837753,-1.0828526790082358,-1.682952878918314,-0.7786075841723014,1.704259035974986,-0.38739060977173817,0.05700080461843744,-0.3119200703998049,0.0035250520319498554,-1.0484812652015152,1.037246345675495,-0.4293897208794792,0.8469607575548145,-0.8895108942076511,1.239471801130471,0.021288424583542163,0.6309951792482016,0.9635616828476867,0.9310329580012748,0.7011582925297669,1.848235930994403,-0.6877539660673606,0.20364515466539923,-0.5523972279488671,0.31735174024501295,0.3634530633280847,0.6117109252037246,20000000.0
Danilo,2.540827565198581,-2.685738045569406,0.8156709491211049,-1.5690560825952056,-0.037495080411798,-1.101067831988914,1.0156400147369238,-1.4157957977914954,-0.5190674310368282,1.6424223873805315,0.09348708418615125,-0.38134250106418627,0.3878920677806512,-1.0445093498332667,0.23930275908032383,0.60334189510303,-1.0493158210328124,-0.90258096906876,0.6596426801702614,0.509303334518461,-0.2662167587994096,0.3364535588523383,-0.5308577172051033,0.26571606707549467,-0.06637956385859461,-0.14421954656761254,0.5949458160646054,-0.8379721387757143,0.622561309532888,-0.6370255358305645,0.05708987355722449,0.40712200712824215,0.07869667437555615,-0.7177886960536053,0.31945951239062426,-0.15883414685431288,0.12368009601895148,-0.5607833929714703,28000000.0
David Brooks,-6.458249690992934,-1.789692228384812,0.5175285198989149,-0.09937376331401106,0.692826988595306,-3.128001590143256,-0.010110441098213688,0.6203129262026034,0.6092902087737635,-0.2702968152422306,-0.3210762364287928,-0.6534226708794688,0.1911264129495965,-0.24187834933372654,2.99220816535689,1.2422515028016914,-0.3862621542354184,0.17451995304587503,-0.9732119118827095,0.8679821670832724,0.1830147976272345,0.5205557012368569,0.4623060775136557,1.984851734939813,0.5599109854859662,-0.9295656088375911,-0.6738333410848559,0.5801843668631096,0.8660479682614939,-0.4489835629207116,0.6771651454966883,-1.5082328355977623,-0.29614098882845624,-0.10411507666373589,-0.32776293307709664,1.4794090675726823,-0.7580360258648003,-0.5505616511926434,9000000.0
Declan Rice,5.629690515947638,1.709956967896644,-0.4439888074803053,-1.8255622466302035,-0.2243708254333576,1.1680867042227092,0.08796665606915571,-0.7665193033914697,-1.5191141624627942,0.5980389349904499,-0.741952829448677,0.3828786954618161,0.9004197973875161,-1.0942142352084065,0.31987537772511593,-0.39463439845501325,-0.5021049985572527,-0.9154192150149058,-0.03423955551196478,0.33557796076806157,-0.21221986533150883,0.4974348452576564,-1.5671746063308272,-0.541427165931201,0.5235525507536104,0.2873181748478505,-0.07880305459429496,-0.18856239385274728,0.46295629300068486,-0.5722644817080608,0.44056343859583535,0.009269689534803132,0.8730314791609345,-0.589814861540003,-0.20022094799314696,0.05508516390915468,1.0250977550836409,-0.5246230876507472,110000000.0
Dejan Kulusevski,-8.635533866594404,1.0495628705917122,-1.4800453663524018,1.7099726611824266,-2.7179225730984418,-2.084927211694184,-0.1766834095448068,1.2731286454013735,-1.0224661181533712,-0.058985706606059236,0.02334301535439105,-0.9481220466594144,-0.5769894123178876,1.463612271358615,-2.098044540819084,-0.3032916442138851,1.677730442919655,0.6891425290347424,-1.052653957264123,0.13674964770711656,-0.5847564123071186,0.34382497718362726,0.3292874050779923,-0.7861820403819341,-0.17178036536173086,0.0059187216963330815,0.019533122229734683,-0.35344553422376124,-0.003164410484989265,0.568817913249383,0.5431961626603056,-0.2631385248781373,-1.0588264218334378,-0.8986314244162782,0.8245411308702747,-0.9940300565182072,1.1755527640680599,-0.03156077332803143,60000000.0
