Player,Per90_% of Dribblers Tackled,Per90_Blocks,Per90_Challenges Lost,Per90_Clearances,Per90_Dead-ball Passes,Per90_Dribblers Tackled,Per90_Dribbles Challenged,Per90_Errors,Per90_Fouls Drawn,Per90_GCA (Dead-ball Pass),Per90_GCA (Fouls Drawn),Per90_GCA (Live-ball Pass),Per90_GCA (Take-On),Per90_Goals/Shot on Target,Per90_Non-Penalty Goals - npxG,Per90_Pass Completion %,Per90_Pass Completion % (Long),Per90_Pass Completion % (Medium),Per90_Penalty Kicks Won,Per90_Progressive Carrying Distance,Per90_Progressive Passes Rec,Per90_SCA (Defensive Action),Per90_SCA (Shot),Per90_Shots on Target %,Per90_Tackles,Per90_Tackles (Def 3rd),Per90_Through Balls,Per90_Throw-ins Taken,Per90_Tkl+Int,Per90_Total Carrying Distance,Per90_Yellow Cards,Per90_npxG/Shot,age,player_market_value_euro,Finishing_Efficiency,Pass_Efficiency,Ball_Retention
Alejandro Balde,-0.7147169500242706,3.100609416194817,1.885228096453685,-0.5553429635921276,-0.19272327186254484,-0.06600563207072357,0.9668615005141167,-0.769991265417663,-0.590783682859089,1.2037286131696188,-0.6099575921882726,0.7331794567351428,-0.4122454196058901,0.20681030110105222,-0.31936370396107544,0.01818913131251502,1.672480206325109,0.6342025976189288,-0.5381357303622403,-0.588863478672848,0.2753316015717822,0.040695507781707635,0.23513476378799333,-0.2394046805178391,0.8304929358315131,0.8448500622142386,-0.41076064859622047,-0.48616734122291716,0.17878428020688275,0.038908619511117105,-1.4018240508379263,0.5292913179772191,-0.6807758518403424,17.72753356339242,-0.07331095127273128,0.006276026556145413,0.7172307474401771
Alexander Sørloth,1.6609602177568217,-0.2518653392673472,-0.8435018758321446,-0.2922746461416947,-0.36217205871249397,2.0324234232190315,1.0253796083726463,-0.769991265417663,-1.0528503956334516,-0.5060415207765812,-0.6099575921882726,-0.12081577935824825,-0.4122454196058901,0.88830321358312,2.060609298514943,-1.9749599663574173,-0.9726438318747678,-1.7986058672722656,-0.5381357303622403,-0.9586144587670213,0.2901861523825082,4.009583052404327,0.07280698976799403,0.6199429975250862,1.3090178768442955,0.063726648211143,0.36869384185190646,-0.5134021428725619,-0.1066741546040893,-0.8921945955086296,2.1513671014349756,0.6385632730548666,-0.14126384701079028,17.034386382832476,0.22645411874899551,-1.97791631564796,-0.6104448232333943
Alejandro Balde,0.6901533656203149,0.11694332489551644,-0.5273897451667714,1.6543248819315084,-0.6540167840994936,0.09895480520947401,-0.20808794296542293,1.382561784679184,-0.8959922256349157,-0.5060415207765812,-0.6099575921882726,-0.8078189693923489,-0.4122454196058901,1.5948716061369017,0.19940367911946444,0.2775946706863131,-0.8972538304080836,0.6783177701352029,-0.5381357303622403,-0.3248983949819351,-1.3132546243004894,-0.4752163116197155,-0.9110747885534086,-0.9903390300500814,-0.008873018981340443,0.34804617831986395,-0.8409648805391104,-0.4688884104558138,0.3098561419578078,-0.34505845882480685,2.691224994444634,-0.1256516455105794,-0.6807758518403424,17.72753356339242,0.25485992141422514,0.32380344302203906,2.0792450814817487
Alejandro Balde,-0.16487792022236672,-0.6439095978388197,-0.021543677181011706,-0.5852928546348048,-0.000534384424831444,-0.39559196976810285,-0.29091189480104407,-0.769991265417663,0.16321322266985638,0.8275829817839441,0.4724800805083182,0.2068797223116073,0.2935963730979405,-1.237441176407396,-2.6483962537841643,-0.10290491966226854,-0.6796451543099579,-0.6443070410805298,-0.5381357303622403,1.1044841369653127,1.7442964278172357,-0.15466912018829546,0.12653387909725797,0.07241218193279232,-0.5082486501358608,-0.41558595173222,-0.520226905859004,-0.24874887863400588,-0.7626217890970522,1.1631211730236997,-0.4553154620459733,0.38974987883727563,-0.6807758518403424,17.72753356339242,0.15160284800825144,-0.14235309771797997,-0.5956908760783911
Alejandro Balde,-0.9705499358126676,-2.3304528607656048,-1.309785224758896,-1.4504925274377527,0.0014960945387193728,-1.5521844598045054,-1.8329160563967382,0.020994643451693638,0.1432404122626163,0.3603137716530787,0.3865779333267605,2.086782333510963,0.3293934245406792,0.015247110977484296,0.17338703913584022,0.26624045761770243,0.2667090927234206,0.02001468519703467,-0.34587643405391755,0.568156318121639,1.2294413508534792,-0.6494559318628682,0.8520525966384486,0.6251629987543281,-2.215672132676503,-1.79260787922065,0.6026122621023577,-0.491390752326875,-2.131364836678197,0.5582453099520661,-0.6289149484707215,0.8049390782708291,-0.6807758518403424,17.72753356339242,0.6083606127849951,0.2427431291440155,0.11237815318503994
Alejandro Balde,0.34088781387488987,2.2159610341662024,0.31028216701346817,-0.38991724870515243,-0.607295038617307,0.6062819331787052,0.5983928805785229,-0.769991265417663,0.9356870712363121,-0.5060415207765812,0.16379561376497737,0.12432289437531865,0.6015544213882584,0.15217889003127755,-0.45288812699006803,-0.02376273299772905,-0.8159637562615168,-0.09382208094360385,-0.5381357303622403,-0.5298853347424756,-0.14405709292752733,0.19026275899211564,-0.44371311787964623,-0.9450609508988026,1.3491950372647703,0.389528337196155,-0.4707890590579443,-0.4781231618227753,1.298049199797521,-0.3870572522861052,-0.5659798478387646,-0.5611826190056803,-0.6807758518403424,17.72753356339242,0.10886035653303286,-0.038013639799166374,-0.6782885847128591
Alejandro Balde,-1.3525364375845865,-1.8980172823851311,-1.0662617915890578,-1.2533762883349269,-0.5136333716942303,-1.5842291561455746,-1.729173720806688,-0.769991265417663,0.6706725820532315,-0.5060415207765812,1.3035874538330985,0.6236839341327626,0.21061369037284572,0.1349865944615245,-0.9855635235041686,-0.35429290299099414,0.7916287696281744,-0.4318340527054953,1.2679463737518804,-0.7949627477055399,1.44464004967333,-0.47459518282632673,0.8885777221051946,0.6686054236528466,-1.9640404801671374,-1.9088429339909776,0.48852149308743753,-0.6432901327566493,-2.042676537928404,-0.7454243788201119,-0.8430733207526417,1.5265226951605761,-0.6807758518403424,17.72753356339242,-0.13526099010709905,-0.3770570977671727,-0.535862411037962
Alejandro Balde,1.1845681466456637,0.2951815595650763,-1.5302997614427738,1.5151219047152384,-0.3243526035513105,-0.4524629215372061,-1.1504711028221246,-0.769991265417663,-1.557753124310965,-0.5060415207765812,-0.6099575921882726,-1.7131695574566335,-0.4122454196058901,-1.8031821394302259,-0.29992370708047233,2.204784459753134,1.2141837229917016,1.706821259378155,-0.5381357303622403,-0.357825660385803,-1.3422568053745747,-1.0383711821308843,-0.3969887626475187,-2.1810363545627856,-0.5518184471302313,0.09794755304614752,-0.9928613525720491,-0.296928194066498,-0.14472393150247542,-0.19389203968259722,0.15597826267371767,-1.513470183598736,-0.6807758518403424,17.72753356339242,0.16403667940754987,2.1603747109432843,-0.5724999162718081
Antony,0.6762822470277868,-0.22713182160175663,-0.00516918187806198,-0.24080669624170023,1.5228369251786251,0.720051183881842,0.5175559874620705,0.13097723699843683,-1.0296048562506173,-0.5060415207765812,-0.3907900946717023,1.010653221554875,-0.4122454196058901,-0.7738589128620078,-0.12453070042451292,-0.10043347456338798,0.3926250211030411,-0.1860663957711901,-0.5381357303622403,0.24275266877733437,-0.24917485659027117,-0.568062720539484,-0.8372347812044886,-0.5384969006586774,1.216831839641968,1.3151775655989923,-0.32097177312886227,2.0239666067129454,1.3865255993371044,0.08232780842641084,0.20801594941652457,-0.9137884360132511,-0.2681789446860664,16.811242831518264,-0.010195732314870804,-0.10126616595915792,0.5287673473700195
Antony,0.557781072891951,-0.16202904734324475,-0.31550432853333116,0.83937411339833,0.6730376580301874,0.261597536672942,0.01688109003126077,-0.3034594869887169,-0.6693175342180854,-0.5060415207765812,-0.6099575921882726,-0.7598360194343728,-0.4122454196058901,1.5731331414593777,0.20597035090388077,1.2880588019614148,0.70461067554773,1.1961081812937462,-0.5381357303622403,0.6541873825838703,-0.92678742869268,-1.0383711821308843,-1.4018800631810855,-0.19891971649101867,-0.2687988408381483,0.03138831627996226,-0.8350425464512111,0.16244669630253591,-0.10824887295093251,0.7306546889067519,-0.8719985496997101,0.46267490048938614,-0.91269277699331,16.811242831518264,0.22837734517128094,1.3762064820279574,1.6459075057428347
