Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Dean Henderson,Goalkeepers,360,2020-2021 Europa League,32.7,13.5,34.5,75.0,0.75,0.25,14.5,1.0,6.9,0.5,0.5,0.0,6.0,0.25,29.6,29.2,0.0,0.0,0.45,0.23,30.6,24.5,9.0,2.75,0.0,0.25,0.25,0.0,0.7,91.7,,2.75,3.0,5.5,0.5,44.0,40.0,22.0,98.0,98.0,22.0,67.0,93.0,92.0,31.0,92.0,56.0,33.0,98.0,30.0,12.0,6.0,60.0,87.0,14.0,29.0,39.0,16.0,13.0,74.0,74.0,96.0,44.0,93.0,98.0,,54.0,18.0,74.0,65.0
Dean Henderson,Goalkeepers,1125,2020-2021 Premier League,30.9,17.4,30.0,33.3,0.32,0.32,13.52,0.72,5.3,1.52,0.16,0.0,7.52,0.96,28.3,28.7,0.08,0.0,-0.06,0.23,20.7,18.4,7.36,1.52,0.0,0.0,0.0,0.0,0.9,76.5,,3.12,4.08,5.28,0.72,37.0,90.0,17.0,71.0,71.0,2.0,44.0,62.0,63.0,87.0,23.0,71.0,67.0,90.0,33.0,10.0,2.0,88.0,52.0,10.0,2.0,10.0,13.0,2.0,98.0,2.0,38.0,27.0,87.0,79.0,,67.0,52.0,87.0,98.0
Dean Henderson,Goalkeepers,1620,2022-2023 Premier League,38.5,15.6,45.3,33.3,0.33,0.28,16.17,1.11,6.9,1.5,0.28,0.06,8.67,1.72,47.2,59.0,0.44,0.0,-0.23,0.28,32.3,28.5,18.56,6.0,0.11,0.28,0.06,0.11,1.49,65.9,50.0,2.89,4.72,5.94,0.28,84.0,59.0,66.0,79.0,79.0,20.0,84.0,77.0,57.0,75.0,73.0,16.0,82.0,30.0,73.0,59.0,57.0,91.0,16.0,41.0,45.0,63.0,80.0,77.0,41.0,98.0,98.0,98.0,34.0,38.0,89.0,55.0,66.0,95.0,34.0
Dean Henderson,Goalkeepers,1620,2023-2024 Premier League,38.6,13.8,47.0,22.2,0.22,0.17,13.67,0.28,2.0,0.94,0.22,0.0,5.83,1.67,46.7,65.7,0.33,0.06,-0.09,0.31,24.1,20.94,13.61,3.28,0.06,0.06,0.0,0.0,1.52,66.3,0.0,3.17,4.78,2.89,0.44,80.0,39.0,72.0,58.0,58.0,63.0,48.0,2.0,2.0,23.0,52.0,64.0,48.0,45.0,80.0,77.0,36.0,48.0,39.0,70.0,11.0,8.0,61.0,33.0,70.0,23.0,45.0,41.0,42.0,42.0,41.0,55.0,52.0,2.0,64.0
Dean Henderson,Goalkeepers,1980,2024-2025 Premier League,38.3,15.3,43.7,27.3,0.27,0.09,14.59,0.77,5.3,1.23,0.41,0.0,7.45,1.27,47.7,53.0,0.32,0.09,0.13,0.34,25.3,25.23,16.0,4.05,0.0,0.05,0.0,0.05,1.31,67.4,100.0,2.68,3.91,3.14,0.27,91.0,70.0,45.0,73.0,73.0,73.0,70.0,41.0,36.0,55.0,93.0,63.0,80.0,63.0,91.0,34.0,48.0,16.0,73.0,77.0,16.0,20.0,73.0,48.0,82.0,29.0,50.0,77.0,70.0,23.0,82.0,34.0,23.0,5.0,34.0
Dean Henderson,Goalkeepers,3240,2019-2020 Premier League,51.9,12.5,69.1,36.1,0.36,0.06,15.33,0.56,3.6,0.64,0.31,0.0,7.25,0.92,74.3,97.3,0.31,0.0,0.17,0.31,31.2,21.64,23.14,7.22,0.03,0.08,0.03,0.03,1.09,75.0,50.0,2.61,3.56,2.94,0.39,98.0,30.0,98.0,84.0,88.0,91.0,59.0,52.0,43.0,29.0,77.0,77.0,45.0,91.0,98.0,98.0,34.0,86.0,80.0,73.0,30.0,34.0,95.0,84.0,80.0,41.0,95.0,66.0,73.0,84.0,86.0,38.0,30.0,9.0,55.0
Dean Henderson,Goalkeepers,3240,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",38.3,14.7,43.3,27.8,0.28,0.14,14.11,0.56,3.9,1.14,0.31,0.0,6.69,1.44,47.6,54.4,0.33,0.08,-0.02,0.33,24.3,22.86,14.53,3.53,0.0,0.03,0.0,0.03,1.34,65.3,100.0,2.78,4.17,2.97,0.36,85.0,69.0,50.0,63.0,63.0,48.0,53.0,20.0,19.0,65.0,67.0,70.0,69.0,42.0,86.0,51.0,44.0,13.0,45.0,88.0,2.0,10.0,61.0,29.0,97.0,3.0,40.0,63.0,48.0,15.0,96.0,38.0,42.0,8.0,51.0
Dean Henderson,Goalkeepers,4140,2018-2019 Championship,45.2,10.1,65.1,45.7,0.46,0.2,14.24,0.76,5.3,0.3,0.24,0.04,7.91,0.89,59.8,90.9,0.2,0.02,0.0,0.27,28.0,18.59,18.3,5.13,0.0,0.02,0.02,0.0,0.87,72.8,,2.41,3.28,3.54,0.57,66.0,6.0,79.0,94.0,94.0,38.0,38.0,69.0,69.0,6.0,35.0,30.0,17.0,88.0,59.0,70.0,8.0,44.0,66.0,35.0,21.0,8.0,29.0,20.0,91.0,10.0,85.0,24.0,94.0,69.0,,27.0,13.0,29.0,87.0
Ederson,Goalkeepers,360,2021 Copa América,33.7,8.6,38.1,75.0,0.75,0.0,8.5,0.75,8.8,0.25,0.0,0.0,5.75,0.25,28.4,47.8,0.25,0.0,0.25,0.18,40.0,16.75,7.5,3.0,0.0,0.0,0.0,0.0,0.5,90.9,,2.5,2.75,3.5,0.75,54.0,4.0,29.0,96.0,96.0,75.0,21.0,71.0,88.0,21.0,8.0,63.0,46.0,96.0,13.0,29.0,29.0,67.0,54.0,29.0,63.0,13.0,21.0,21.0,67.0,29.0,50.0,46.0,79.0,96.0,,46.0,46.0,38.0,96.0
Ederson,Goalkeepers,360,2024-2025 Champions League,26.9,17.6,31.3,25.0,0.25,0.0,5.5,0.25,4.5,2.0,0.5,0.0,4.0,2.25,17.9,18.8,0.5,0.0,-0.55,0.3,54.5,26.5,5.5,3.0,0.5,0.5,0.0,0.0,1.7,63.2,0.0,2.5,4.75,4.0,0.0,26.0,93.0,28.0,49.0,49.0,77.0,5.0,10.0,35.0,91.0,97.0,58.0,32.0,22.0,24.0,14.0,64.0,59.0,16.0,53.0,89.0,35.0,16.0,44.0,7.0,91.0,47.0,42.0,43.0,30.0,42.0,24.0,45.0,49.0,11.0
Ederson,Goalkeepers,660,2023-2024 Champions League,24.7,14.4,21.5,14.3,0.14,0.0,6.14,0.57,9.3,0.86,0.14,0.0,3.29,0.86,11.9,8.7,0.0,0.0,-0.07,0.45,69.0,32.29,4.14,2.86,0.0,0.0,0.0,0.0,0.79,53.8,,1.0,1.86,4.14,0.86,14.0,55.0,4.0,45.0,45.0,83.0,6.0,60.0,87.0,50.0,32.0,58.0,9.0,88.0,6.0,4.0,6.0,64.0,47.0,96.0,99.0,65.0,6.0,24.0,74.0,22.0,46.0,44.0,94.0,14.0,,1.0,1.0,45.0,94.0
Ederson,Goalkeepers,675,2019-2020 Champions League,32.6,21.4,45.0,28.6,0.27,0.0,6.0,0.53,8.9,2.67,0.27,0.0,3.87,0.93,29.3,48.3,0.13,0.0,0.08,0.29,45.0,30.0,10.67,4.8,0.13,0.13,0.0,0.0,1.01,73.9,0.0,2.13,3.07,4.0,0.67,43.0,94.0,67.0,72.0,70.0,70.0,5.0,60.0,99.0,91.0,67.0,51.0,1.0,84.0,35.0,52.0,16.0,60.0,48.0,20.0,70.0,82.0,37.0,55.0,52.0,43.0,45.0,44.0,89.0,67.0,44.0,11.0,9.0,29.0,87.0
Ederson,Goalkeepers,810,2017-2018 Champions League,26.7,16.0,40.5,44.4,0.44,0.0,7.44,0.56,7.5,1.44,0.0,0.0,5.11,1.11,18.3,34.8,0.33,0.0,0.32,0.3,45.3,29.22,7.11,3.22,0.22,0.33,0.0,0.11,1.43,75.8,33.3,2.44,3.67,4.78,0.67,4.0,70.0,13.0,77.0,77.0,79.0,1.0,57.0,79.0,87.0,18.0,59.0,4.0,82.0,4.0,1.0,30.0,68.0,79.0,49.0,84.0,87.0,4.0,13.0,26.0,80.0,48.0,89.0,60.0,79.0,65.0,22.0,15.0,50.0,95.0
Ederson,Goalkeepers,900,2018-2019 Champions League,25.9,18.4,41.2,30.0,0.3,0.1,6.9,0.6,8.7,1.8,0.1,0.0,4.8,1.2,14.3,37.5,0.2,0.0,-0.19,0.24,50.0,23.7,5.2,2.6,0.3,0.3,0.0,0.0,1.01,72.7,0.0,2.1,3.3,3.7,0.7,6.0,92.0,22.0,53.0,53.0,63.0,1.0,60.0,88.0,99.0,29.0,63.0,1.0,59.0,4.0,6.0,23.0,56.0,22.0,15.0,85.0,42.0,4.0,1.0,23.0,73.0,47.0,42.0,83.0,54.0,42.0,18.0,22.0,35.0,96.0
Ederson,Goalkeepers,990,2022-2023 Champions League,29.6,16.2,43.4,63.6,0.64,0.18,8.0,0.36,4.5,0.82,0.36,0.0,4.18,0.36,24.3,50.0,0.0,0.0,0.23,0.19,46.9,27.27,8.73,4.09,0.09,0.09,0.0,0.0,0.59,90.3,0.0,2.45,2.82,4.09,0.64,43.0,59.0,76.0,90.0,92.0,48.0,13.0,24.0,36.0,41.0,73.0,53.0,3.0,94.0,43.0,71.0,8.0,58.0,62.0,8.0,83.0,50.0,43.0,66.0,48.0,43.0,47.0,38.0,94.0,94.0,38.0,22.0,6.0,30.0,90.0
Ederson,Goalkeepers,1002,2021-2022 Champions League,28.9,20.2,36.0,30.0,0.28,0.0,7.13,0.09,1.3,1.3,0.19,0.0,4.72,1.3,21.3,33.3,0.19,0.09,-0.32,0.28,44.0,25.19,6.94,3.06,0.19,0.19,0.0,0.0,0.9,53.8,0.0,1.39,2.59,3.43,0.65,31.0,90.0,54.0,58.0,54.0,79.0,6.0,14.0,16.0,79.0,51.0,58.0,24.0,64.0,29.0,48.0,14.0,21.0,16.0,35.0,74.0,51.0,29.0,31.0,44.0,56.0,48.0,43.0,84.0,11.0,43.0,9.0,14.0,26.0,86.0
Ederson,Goalkeepers,1080,2020-2021 Champions League,28.1,19.3,34.0,58.3,0.58,0.08,6.33,0.33,5.3,1.58,0.08,0.0,3.83,0.42,20.2,28.3,0.08,0.0,0.12,0.29,43.7,23.92,5.92,2.58,0.0,0.0,0.0,0.0,0.53,77.3,,1.42,1.83,4.42,0.83,17.0,80.0,40.0,84.0,84.0,48.0,1.0,34.0,74.0,79.0,34.0,60.0,6.0,89.0,21.0,28.0,15.0,65.0,55.0,49.0,70.0,38.0,13.0,21.0,84.0,16.0,48.0,49.0,96.0,62.0,,6.0,4.0,45.0,91.0
Ederson,Goalkeepers,1170,2024-2025 Premier League,28.4,17.6,31.4,15.4,0.15,0.08,7.92,0.31,3.9,1.77,0.15,0.0,2.92,1.46,20.5,23.7,0.31,0.08,0.09,0.39,47.9,32.69,7.38,3.54,0.15,0.15,0.0,0.0,1.48,63.0,0.0,2.15,3.54,3.23,0.54,24.0,98.0,17.0,31.0,31.0,72.0,2.0,9.0,17.0,80.0,17.0,63.0,17.0,43.0,17.0,13.0,50.0,20.0,54.0,96.0,94.0,54.0,17.0,35.0,28.0,69.0,50.0,37.0,43.0,17.0,37.0,6.0,17.0,6.0,80.0
Ederson,Goalkeepers,2785,2023-2024 Premier League,27.2,17.3,36.3,34.5,0.32,0.06,7.98,0.81,10.1,1.62,0.19,0.0,3.68,0.87,18.2,36.0,0.1,0.03,0.0,0.3,46.3,35.39,7.95,3.68,0.1,0.06,0.0,0.0,0.88,69.6,0.0,1.81,2.65,4.43,0.78,17.0,80.0,27.0,89.0,83.0,98.0,8.0,33.0,84.0,70.0,36.0,64.0,23.0,92.0,14.0,17.0,11.0,58.0,61.0,56.0,95.0,67.0,20.0,39.0,61.0,30.0,45.0,41.0,92.0,55.0,41.0,8.0,8.0,45.0,92.0
Ederson,Goalkeepers,2988,"Last 365 Days Men's Big 5 Leagues, UCL, UEL",26.5,17.9,31.7,25.8,0.24,0.03,7.55,0.49,6.5,2.1,0.21,0.0,3.47,1.16,17.1,25.4,0.18,0.03,0.03,0.36,48.8,31.86,6.48,3.16,0.15,0.12,0.0,0.0,1.19,66.7,0.0,1.98,3.1,4.08,0.64,9.0,93.0,8.0,57.0,50.0,98.0,1.0,16.0,59.0,95.0,34.0,70.0,5.0,77.0,10.0,5.0,15.0,53.0,59.0,97.0,99.0,64.0,5.0,22.0,29.0,37.0,40.0,27.0,72.0,23.0,27.0,3.0,4.0,39.0,90.0
Ederson,Goalkeepers,3071,2019-2020 Premier League,26.0,19.3,30.0,47.1,0.47,0.12,7.62,0.41,5.4,1.85,0.09,0.03,4.07,0.82,15.4,27.3,0.23,0.03,0.08,0.29,40.4,27.52,5.36,2.17,0.09,0.09,0.0,0.0,0.87,73.7,0.0,1.99,2.78,5.22,0.7,2.0,98.0,9.0,95.0,98.0,63.0,2.0,27.0,80.0,95.0,5.0,41.0,2.0,95.0,2.0,9.0,23.0,59.0,70.0,59.0,73.0,84.0,2.0,2.0,48.0,45.0,45.0,27.0,88.0,77.0,27.0,9.0,5.0,80.0,91.0
Ederson,Goalkeepers,3150,2022-2023 Premier League,28.0,15.7,32.3,31.4,0.31,0.11,8.17,0.54,6.6,0.94,0.11,0.03,4.34,0.91,19.6,30.9,0.14,0.03,-0.14,0.3,44.5,31.54,7.51,3.34,0.09,0.09,0.0,0.0,0.75,62.3,0.0,1.31,2.2,4.2,0.74,16.0,66.0,20.0,63.0,63.0,88.0,2.0,20.0,52.0,27.0,5.0,41.0,9.0,95.0,13.0,13.0,5.0,66.0,41.0,70.0,91.0,77.0,9.0,48.0,48.0,27.0,39.0,25.0,98.0,23.0,25.0,2.0,2.0,23.0,98.0
Ederson,Goalkeepers,3194,2017-2018 Premier League,26.2,18.8,46.1,45.7,0.45,0.03,7.47,0.54,7.2,2.45,0.11,0.03,4.51,0.73,15.5,53.1,0.06,0.06,-0.03,0.28,47.8,26.35,6.48,3.1,0.0,0.06,0.0,0.06,0.67,66.2,100.0,1.52,2.25,4.71,0.85,2.0,98.0,17.0,91.0,91.0,91.0,2.0,20.0,87.0,98.0,6.0,28.0,2.0,98.0,2.0,17.0,2.0,24.0,61.0,31.0,98.0,80.0,2.0,2.0,94.0,24.0,44.0,83.0,98.0,31.0,94.0,2.0,2.0,76.0,98.0
Ederson,Goalkeepers,3240,2020-2021 Premier League,28.4,16.6,39.3,52.8,0.53,0.06,8.58,0.53,6.1,1.22,0.14,0.0,4.25,0.78,20.6,43.8,0.17,0.03,0.04,0.23,40.6,26.86,7.39,3.0,0.19,0.22,0.0,0.03,0.79,77.4,12.5,1.81,2.58,4.47,0.69,25.0,83.0,40.0,94.0,98.0,85.0,2.0,21.0,81.0,83.0,10.0,71.0,2.0,98.0,21.0,35.0,6.0,69.0,75.0,10.0,90.0,52.0,17.0,25.0,21.0,75.0,38.0,71.0,94.0,92.0,62.0,6.0,2.0,48.0,94.0
Ederson,Goalkeepers,3330,2021-2022 Premier League,25.7,19.0,26.8,54.1,0.54,0.03,8.11,0.57,7.0,1.49,0.16,0.0,3.73,0.7,15.7,19.6,0.08,0.0,-0.01,0.3,47.8,26.7,4.92,2.35,0.03,0.03,0.0,0.0,0.69,69.9,0.0,1.54,2.24,4.46,0.76,6.0,98.0,10.0,94.0,94.0,98.0,2.0,17.0,71.0,79.0,21.0,77.0,2.0,94.0,2.0,2.0,6.0,88.0,77.0,75.0,98.0,67.0,2.0,2.0,87.0,10.0,37.0,37.0,94.0,52.0,37.0,2.0,2.0,40.0,98.0
Ederson,Goalkeepers,3420,2018-2019 Premier League,26.8,16.9,42.9,52.6,0.53,0.13,7.42,0.5,6.7,1.08,0.05,0.03,4.97,0.61,17.1,43.4,0.11,0.0,0.01,0.25,41.0,24.18,6.29,2.58,0.11,0.11,0.0,0.0,0.61,76.5,0.0,1.53,2.13,4.95,0.84,6.0,89.0,13.0,94.0,94.0,74.0,2.0,59.0,91.0,69.0,6.0,56.0,2.0,94.0,6.0,6.0,6.0,78.0,80.0,9.0,69.0,61.0,2.0,2.0,48.0,33.0,44.0,30.0,98.0,91.0,30.0,2.0,2.0,80.0,98.0
Emiliano Martínez,Goalkeepers,450,2017-2018 La Liga,52.5,9.9,65.7,40.0,0.4,0.4,14.0,0.8,5.7,0.6,0.2,0.0,9.6,1.4,78.6,97.9,0.4,0.0,-0.12,0.29,38.3,20.6,25.6,9.8,0.2,0.2,0.0,0.0,1.28,68.4,0.0,2.4,3.8,2.2,0.4,98.0,5.0,95.0,83.0,85.0,2.0,38.0,71.0,65.0,33.0,38.0,76.0,95.0,44.0,98.0,98.0,55.0,76.0,23.0,47.0,59.0,44.0,98.0,89.0,8.0,74.0,39.0,24.0,56.0,32.0,24.0,14.0,20.0,5.0,53.0
Emiliano Martínez,Goalkeepers,480,Last 365 Days Men's Next 14 Competitions,28.6,14.7,45.4,40.0,0.4,0.4,9.8,1.4,14.3,1.2,0.2,0.0,5.0,1.0,22.7,56.0,0.4,0.0,0.4,0.41,43.5,42.2,12.4,5.4,0.0,0.0,0.0,0.0,1.4,70.6,,2.4,3.4,4.0,0.4,10.0,71.0,62.0,83.0,83.0,2.0,3.0,92.0,99.0,72.0,20.0,69.0,14.0,80.0,9.0,60.0,65.0,77.0,98.0,99.0,90.0,93.0,40.0,67.0,93.0,4.0,40.0,30.0,35.0,39.0,,17.0,16.0,41.0,63.0
Emiliano Martínez,Goalkeepers,540,2019-2020 Europa League,35.1,12.6,36.0,33.3,0.33,0.17,15.17,0.83,5.5,0.5,0.33,0.0,10.0,1.17,34.2,36.7,0.17,0.0,-0.27,0.21,29.5,19.0,10.17,3.0,0.0,0.0,0.0,0.0,0.9,73.1,,3.17,4.33,5.0,0.5,46.0,37.0,21.0,66.0,67.0,44.0,76.0,85.0,81.0,35.0,65.0,57.0,75.0,62.0,35.0,19.0,17.0,63.0,23.0,15.0,15.0,13.0,21.0,9.0,73.0,24.0,46.0,44.0,81.0,65.0,,65.0,61.0,73.0,71.0
Emiliano Martínez,Goalkeepers,540,2024-2025 Champions League,31.3,9.2,49.7,66.7,0.67,0.0,10.67,1.83,17.2,0.33,0.17,0.0,3.5,0.5,25.6,61.9,0.17,0.0,0.6,0.19,44.6,33.83,10.83,4.83,0.17,0.17,0.0,0.0,1.1,93.5,0.0,4.67,5.17,3.33,0.67,64.0,20.0,89.0,88.0,88.0,77.0,44.0,93.0,97.0,24.0,65.0,58.0,19.0,85.0,55.0,80.0,22.0,59.0,92.0,9.0,78.0,84.0,58.0,74.0,34.0,54.0,47.0,42.0,70.0,91.0,42.0,89.0,58.0,25.0,78.0
Emiliano Martínez,Goalkeepers,570,2021 Copa América,37.1,11.3,52.8,66.7,0.67,0.0,11.17,1.83,16.4,0.33,0.33,0.0,6.0,0.33,42.5,72.2,0.0,0.0,0.12,0.15,38.8,21.17,13.33,5.17,0.0,0.17,0.0,0.17,0.45,85.7,100.0,1.83,2.33,4.33,0.67,88.0,38.0,88.0,88.0,88.0,75.0,46.0,96.0,96.0,33.0,38.0,63.0,58.0,88.0,79.0,88.0,8.0,67.0,29.0,8.0,46.0,63.0,63.0,88.0,67.0,71.0,50.0,96.0,88.0,88.0,67.0,25.0,13.0,79.0,88.0
Emiliano Martínez,Goalkeepers,570,2024 Copa América,30.7,10.3,41.9,83.3,0.83,0.0,9.33,2.0,21.4,0.0,0.17,0.0,5.83,0.17,23.7,42.9,0.0,0.0,0.32,0.21,39.0,31.0,9.83,3.83,0.0,0.17,0.17,0.0,0.48,92.9,,2.17,2.33,5.0,0.83,22.0,9.0,28.0,97.0,97.0,75.0,22.0,97.0,91.0,3.0,38.0,53.0,19.0,97.0,16.0,22.0,9.0,50.0,84.0,16.0,66.0,91.0,28.0,47.0,66.0,53.0,84.0,47.0,91.0,91.0,,22.0,3.0,75.0,97.0
Emiliano Martínez,Goalkeepers,690,2022 World Cup,34.3,12.8,45.9,42.9,0.43,0.0,12.57,1.71,13.6,0.71,0.29,0.0,5.57,1.14,38.8,53.8,0.14,0.14,-0.23,0.27,19.2,21.0,11.14,2.14,0.29,0.29,0.0,0.0,0.77,53.8,0.0,0.86,1.86,4.86,0.57,62.0,42.0,60.0,62.0,62.0,68.0,52.0,95.0,92.0,45.0,52.0,52.0,22.0,52.0,62.0,58.0,17.0,5.0,25.0,30.0,2.0,23.0,58.0,15.0,22.0,68.0,48.0,43.0,85.0,18.0,43.0,8.0,12.0,68.0,82.0
Emiliano Martínez,Goalkeepers,771,2019-2020 Premier League,31.4,13.2,40.2,37.5,0.35,0.35,16.11,0.93,5.8,0.47,0.12,0.0,7.12,1.05,29.3,49.2,0.23,0.0,0.33,0.26,28.6,27.08,11.44,3.27,0.12,0.12,0.0,0.0,1.38,81.0,0.0,3.85,4.9,5.6,0.58,25.0,41.0,41.0,88.0,84.0,9.0,77.0,95.0,93.0,16.0,13.0,77.0,34.0,77.0,23.0,38.0,20.0,86.0,95.0,32.0,16.0,77.0,34.0,20.0,38.0,52.0,45.0,27.0,34.0,98.0,27.0,91.0,70.0,91.0,88.0
Emiliano Martínez,Goalkeepers,840,2023-2024 Europa Conference League,27.3,18.4,38.9,33.3,0.33,0.22,8.0,1.0,12.5,1.89,0.11,0.0,4.89,1.11,19.7,43.2,0.33,0.0,0.11,0.38,47.3,40.56,10.11,4.78,0.0,0.0,0.0,0.0,1.22,65.5,,2.11,3.22,4.33,0.56,13.0,93.0,49.0,65.0,66.0,38.0,8.0,60.0,88.0,86.0,44.0,55.0,16.0,65.0,9.0,51.0,43.0,59.0,63.0,83.0,92.0,94.0,33.0,63.0,73.0,26.0,48.0,45.0,63.0,39.0,,28.0,19.0,59.0,78.0
Emiliano Martínez,Goalkeepers,1620,2018-2019 Championship,38.4,11.2,52.0,27.8,0.28,0.06,19.0,1.33,7.0,0.39,0.5,0.0,10.06,1.28,45.0,69.6,0.22,0.0,0.18,0.27,34.3,28.39,19.78,6.78,0.06,0.06,0.0,0.0,1.46,77.1,0.0,4.06,5.33,5.11,0.28,31.0,13.0,27.0,59.0,62.0,83.0,99.0,99.0,94.0,10.0,97.0,79.0,94.0,56.0,29.0,27.0,20.0,73.0,87.0,35.0,57.0,90.0,50.0,57.0,66.0,17.0,42.0,24.0,24.0,92.0,24.0,97.0,94.0,76.0,38.0
Emiliano Martínez,Goalkeepers,1845,2024-2025 Premier League,29.4,13.1,43.5,15.0,0.15,0.05,13.37,1.56,11.7,0.93,0.24,0.05,4.24,1.51,22.3,54.0,0.29,0.0,-0.1,0.33,44.0,33.32,10.1,4.44,0.05,0.1,0.0,0.05,1.38,63.4,50.0,2.44,4.0,3.51,0.49,39.0,33.0,44.0,28.0,28.0,87.0,54.0,91.0,83.0,24.0,43.0,17.0,39.0,35.0,28.0,39.0,46.0,70.0,20.0,72.0,80.0,61.0,28.0,61.0,57.0,50.0,50.0,83.0,57.0,20.0,76.0,20.0,30.0,17.0,69.0
Emiliano Martínez,Goalkeepers,3015,2023-2024 Premier League,27.7,17.5,36.1,24.2,0.24,0.3,11.13,1.34,12.1,2.06,0.24,0.0,4.75,1.43,21.0,40.9,0.21,0.12,0.2,0.37,36.4,37.91,9.91,3.61,0.03,0.03,0.0,0.0,1.51,65.9,0.0,2.84,4.15,4.69,0.57,23.0,83.0,23.0,70.0,70.0,23.0,30.0,92.0,89.0,89.0,64.0,64.0,33.0,67.0,20.0,27.0,23.0,17.0,89.0,98.0,61.0,89.0,33.0,36.0,83.0,14.0,45.0,41.0,55.0,36.0,41.0,33.0,30.0,48.0,77.0
Emiliano Martínez,Goalkeepers,3139,2022-2023 Premier League,33.0,16.6,40.7,32.4,0.32,0.17,13.85,1.72,12.4,2.09,0.2,0.03,6.08,1.09,35.5,50.5,0.34,0.11,0.07,0.24,38.0,33.57,15.0,5.71,0.11,0.14,0.0,0.03,1.05,73.6,20.0,2.78,3.78,3.87,0.49,57.0,88.0,45.0,73.0,66.0,52.0,52.0,98.0,98.0,95.0,45.0,38.0,30.0,91.0,59.0,45.0,34.0,23.0,77.0,7.0,77.0,91.0,70.0,70.0,38.0,59.0,39.0,66.0,91.0,80.0,61.0,45.0,27.0,13.0,77.0
Emiliano Martínez,Goalkeepers,3240,2021-2022 Premier League,33.6,15.4,34.1,30.6,0.31,0.14,13.17,0.94,7.2,0.92,0.17,0.06,7.64,1.33,36.4,38.5,0.47,0.06,-0.11,0.27,36.0,22.89,11.28,4.06,0.11,0.17,0.03,0.03,1.17,68.6,20.0,2.58,3.89,4.5,0.36,40.0,60.0,25.0,63.0,67.0,52.0,25.0,71.0,75.0,29.0,27.0,17.0,56.0,60.0,52.0,25.0,71.0,33.0,40.0,50.0,56.0,21.0,33.0,40.0,48.0,65.0,87.0,75.0,63.0,48.0,71.0,25.0,29.0,48.0,60.0
Emiliano Martínez,Goalkeepers,3420,2020-2021 Premier League,37.1,14.2,47.0,39.5,0.39,0.11,16.13,1.11,6.9,0.89,0.18,0.05,6.66,1.21,45.1,64.0,0.39,0.03,0.11,0.24,38.7,27.84,16.82,6.5,0.13,0.16,0.0,0.03,1.29,78.0,16.7,3.5,4.89,4.66,0.42,71.0,60.0,71.0,90.0,90.0,67.0,79.0,98.0,94.0,54.0,37.0,6.0,37.0,67.0,71.0,67.0,56.0,75.0,94.0,23.0,69.0,71.0,71.0,75.0,48.0,56.0,38.0,56.0,33.0,98.0,69.0,83.0,79.0,52.0,52.0
