Player,age,player_market_value_euro,season_start_year
Mattia Perin,29,4000000.0,2021
Michaël Cuisance,22,4000000.0,2021
Mohamed Salim Fares,26,4000000.0,2021
Roberto Piccoli,21,4000000.0,2021
Samu Castillejo,27,4000000.0,2021
Gabriele Zappa,22,3800000.0,2021
Kevin Bonifazi,26,3800000.0,2021
Morten Frendrup,21,3700000.0,2021
Giangiacomo Magnani,26,3600000.0,2021
Alexis Sánchez,33,3500000.0,2021
Andrei Radu,25,3500000.0,2021
Bram Nuytinck,32,3500000.0,2021
Bryan Reynolds,21,3500000.0,2021
Daniele Rugani,27,3500000.0,2021
Eddie Salcedo,20,3500000.0,2021
Fodé Ballo-Touré,25,3500000.0,2021
Ivan Provedel,28,3500000.0,2021
Jeison Murillo,30,3500000.0,2021
Karol Linetty,27,3500000.0,2021
Kelvin Amian,24,3500000.0,2021
Kevin Agudelo,23,3500000.0,2021
Kevin Lasagna,29,3500000.0,2021
Lazar Samardžić,20,3500000.0,2021
Luca Moro,21,3500000.0,2021
Marko Pjaca,27,3500000.0,2021
Matías Vecino,30,3500000.0,2021
Mattia Caldara,28,3500000.0,2021
Michel Aebischer,25,3500000.0,2021
Ola Aina,25,3500000.0,2021
Olivier Giroud,35,3500000.0,2021
Patrick Cutrone,24,3500000.0,2021
Radu Drăgușin,20,3500000.0,2021
Riccardo Calafiori,20,3500000.0,2021
Ronaldo Vieira,23,3500000.0,2021
Tommaso Augello,27,3500000.0,2021
Ricardo Rodríguez,29,3400000.0,2021
Ebrima Colley,22,3200000.0,2021
Aaron Ramsey,31,3000000.0,2021
Abdelhamid Sabiri,25,3000000.0,2021
Abdou Harroui,24,3000000.0,2021
Arkadiusz Reca,27,3000000.0,2021
Bosko Sutalo,22,3000000.0,2021
Danilo D'Ambrosio,33,3000000.0,2021
Demba Seck,21,3000000.0,2021
Denis Vavro,26,3000000.0,2021
Ernesto Torregrossa,30,3000000.0,2021
Filippo Bandinelli,27,3000000.0,2021
Gastón Pereiro,27,3000000.0,2021
Giacomo Bonaventura,32,3000000.0,2021
Grégoire Defrel,31,3000000.0,2021
Hernani,28,3000000.0,2021
Ignacio Pussetto,26,3000000.0,2021
Isaac Success,26,3000000.0,2021
Jakub Kiwior,22,3000000.0,2021
Keita Baldé,27,3000000.0,2021
Koffi Djidji,29,3000000.0,2021
Lassana Coulibaly,26,3000000.0,2021
Lorenzo Venuti,27,3000000.0,2021
Marko Lazetić,18,3000000.0,2021
Matteo Cancellieri,20,3000000.0,2021
Mattia Destro,31,3000000.0,2021
Nicolas Haas,26,3000000.0,2021
Pablo Galdames,25,3000000.0,2021
Pedro,34,3000000.0,2021
Petar Stojanović,26,3000000.0,2021
Sam Lammers,25,3000000.0,2021
Sebastiano Luperto,25,3000000.0,2021
Stefano Sturaro,29,3000000.0,2021
Viktor Kovalenko,26,3000000.0,2021
Vladyslav Supryaga,22,3000000.0,2021
Wladimiro Falcone,27,3000000.0,2021
Zlatan Ibrahimović,40,3000000.0,2021
Stefano Okaka,32,2900000.0,2021
Armando Izzo,30,2800000.0,2021
Fabio Depaoli,25,2800000.0,2021
Liam Henderson,26,2800000.0,2021
Panagiotis Retsos,23,2800000.0,2021
Raúl Moro,19,2800000.0,2021
Leonardo Mancuso,30,2700000.0,2021
Abdoulaye Touré,28,2500000.0,2021
Alberto Grassi,27,2500000.0,2021
Andrea Conti,28,2500000.0,2021
Antonio Candreva,35,2500000.0,2021
Dalbert,28,2500000.0,2021
Daniel Bessa,29,2500000.0,2021
Emmanuel Gyasi,28,2500000.0,2021
Francesco Caputo,34,2500000.0,2021
Gonzalo Escalante,29,2500000.0,2021
Liberato Cacace,21,2500000.0,2021
Luca Ranieri,23,2500000.0,2021
Mamadou Coulibaly,23,2500000.0,2021
Manolo Portanova,22,2500000.0,2021
Marley Aké,21,2500000.0,2021
Matías Soulé,19,2500000.0,2021
Nikola Maksimović,30,2500000.0,2021
Riccardo Saponara,30,2500000.0,2021
Tanner Tessmann,20,2500000.0,2021
Valerio Verre,28,2500000.0,2021
Vanja Milinković-Savić,25,2500000.0,2021
Albert Gudmundsson,25,2400000.0,2021
Marco Benassi,27,2400000.0,2021
Pietro Ceccaroni,26,2400000.0,2021
Arnór Sigurdsson,23,2300000.0,2021
Lennart Czyborra,23,2300000.0,2021
Tolgay Arslan,31,2300000.0,2021
Charalampos Lykogiannis,28,2200000.0,2021
Koni De Winter,20,2200000.0,2021
Leo Stulac,27,2200000.0,2021
Sofian Kiyine,24,2100000.0,2021
Adrien Silva,33,2000000.0,2021
Alberto Cerri,26,2000000.0,2021
Alessandro Deiola,26,2000000.0,2021
Arturo Vidal,35,2000000.0,2021
Bruno Amione,20,2000000.0,2021
Daniel Maldini,20,2000000.0,2021
Davide Biraschi,27,2000000.0,2021
Denso Kasius,19,2000000.0,2021
Ebrima Darboe,21,2000000.0,2021
Emil Konradsen Ceide,20,2000000.0,2021
Enrico Delprato,22,2000000.0,2021
Federico Di Francesco,28,2000000.0,2021
Filippo Melegoni,23,2000000.0,2021
Francesco Di Mariano,26,2000000.0,2021
Gianluca Frabotta,23,2000000.0,2021
Giorgio Altare,23,2000000.0,2021
Jean-Daniel Akpa Akpro,29,2000000.0,2021
Jeff Chabot,24,2000000.0,2021
Jens Stryger Larsen,31,2000000.0,2021
Matteo Ruggeri,19,2000000.0,2021
Maximilian Ullmann,26,2000000.0,2021
M'Bala Nzola,25,2000000.0,2021
Mikael,23,2000000.0,2021
Mitchell Dijks,29,2000000.0,2021
Nicola Murru,27,2000000.0,2021
Nicola Sansone,30,2000000.0,2021
Paolo Ghiglione,25,2000000.0,2021
Riccardo Marchizza,24,2000000.0,2021
Samir Handanovič,37,2000000.0,2021
Alex Ferrari,27,1800000.0,2021
Ardian Ismajli,25,1800000.0,2021
Caleb Ekuban,28,1800000.0,2021
Filip Benkovic,24,1800000.0,2021
Filippo Ranocchia,21,1800000.0,2021
Kristoffer Askildsen,21,1800000.0,2021
Mattia Bani,28,1800000.0,2021
Ridgeciano Haps,29,1800000.0,2021
Vlad Chiricheș,32,1800000.0,2021
André Anderson,22,1700000.0,2021
Francesco Forte,29,1700000.0,2021
Lukas Haraslin,26,1700000.0,2021
Mert Çetin,25,1700000.0,2021
Jacopo Segre,25,1600000.0,2021
Leonardo Pavoletti,33,1600000.0,2021
Adrian Semper,24,1500000.0,2021
Aleksa Terzic,22,1500000.0,2021
Andrea Consigli,35,1500000.0,2021
Andrea Favilli,25,1500000.0,2021
Christian Oliva,26,1500000.0,2021
Cristo,24,1500000.0,2021
Dimitrije Kamenovic,21,1500000.0,2021
Domen Crnigoj,26,1500000.0,2021
Felipe Caicedo,33,1500000.0,2021
Filippo Romagna,25,1500000.0,2021
Giorgio Chiellini,37,1500000.0,2021
Grigoris Kastanos,24,1500000.0,2021
Kevin Strootman,32,1500000.0,2021
Léo Sena,26,1500000.0,2021
Lorenzo De Silvestri,34,1500000.0,2021
Luis Binks,20,1500000.0,2021
Marco Sportiello,30,1500000.0,2021
Matija Nastasić,29,1500000.0,2021
Maya Yoshida,33,1500000.0,2021
Milan Djuric,32,1500000.0,2021
Pasquale Mazzocchi,26,1500000.0,2021
Pietro Terracciano,32,1500000.0,2021
Rey Manaj,25,1500000.0,2021
Riccardo Ciervo,20,1500000.0,2021
Salvatore Sirigu,35,1500000.0,2021
Simy,30,1500000.0,2021
Stefano Sabelli,29,1500000.0,2021
Yayah Kallon,21,1500000.0,2021
Daniele Baselli,30,1400000.0,2021
David Strelec,21,1400000.0,2021
Dennis Johnsen,24,1400000.0,2021
Dor Peretz,27,1400000.0,2021
Faouzi Ghoulam,31,1400000.0,2021
Luigi Sepe,31,1400000.0,2021
Mateusz Praszelik,21,1400000.0,2021
Nadir Zortea,23,1400000.0,2021
Tyronne Ebuehi,26,1400000.0,2021
Andrea La Mantia,31,1300000.0,2021
Jacopo Da Riva,21,1300000.0,2021
Luca Vignali,26,1300000.0,2021
Salva Ferrer,24,1300000.0,2021
Sydney van Hooijdonk,22,1300000.0,2021
Alberto Brignoli,30,1200000.0,2021
Aleksander Buksa,19,1200000.0,2021
Daan Heymans,23,1200000.0,2021
Kevin Rüegg,23,1200000.0,2021
Luca Palmiero,26,1200000.0,2021
Edoardo Bove,20,1100000.0,2021
Aimar Sher,19,1000000.0,2021
Alassane Sidibe,20,1000000.0,2021
Albin Ekdal,32,1000000.0,2021
Ales Mateju,26,1000000.0,2021
Cesare Casadei,19,1000000.0,2021
Cosimo da Graça,20,1000000.0,2021
Diego Coppola,18,1000000.0,2021
Diego Farias,32,1000000.0,2021
Diego Godín,36,1000000.0,2021
Edoardo Goldaniga,28,1000000.0,2021
Fabio Quagliarella,39,1000000.0,2021
Franck Ribéry,39,1000000.0,2021
Franco Carboni,19,1000000.0,2021
Franco Israel,22,1000000.0,2021
Gary Medel,34,1000000.0,2021
Ivor Pandur,22,1000000.0,2021
José Callejón,35,1000000.0,2021
Josip Ilicic,34,1000000.0,2021
Kévin Malcuit,30,1000000.0,2021
Lorenzo Tonelli,32,1000000.0,2021
Luca Fiordilino,25,1000000.0,2021
Lucas Leiva,35,1000000.0,2021
Luis Rojas,20,1000000.0,2021
Luka Romero,17,1000000.0,2021
Milan Badelj,33,1000000.0,2021
Moustapha Cissé,18,1000000.0,2021
Norbert Gyömbér,29,1000000.0,2021
Paolo Faragò,29,1000000.0,2021
Pedro Obiang,30,1000000.0,2021
Petko Hristov,23,1000000.0,2021
Simone Canestrelli,21,1000000.0,2021
Simone Romagnoli,32,1000000.0,2021
Simone Zaza,31,1000000.0,2021
Tomás Rincón,34,1000000.0,2021
Adam Obert,19,900000.0,2021
Brian Oddei,19,900000.0,2021
Cristian Volpato,18,900000.0,2021
Flavio Bianchi,22,900000.0,2021
Francesco Cassata,24,900000.0,2021
Hans Nicolussi Caviglia,22,900000.0,2021
Magnus Warming,22,900000.0,2021
Martín Cáceres,35,900000.0,2021
Mehdi Bourabia,30,900000.0,2021
Michael Svoboda,23,900000.0,2021
Miguel Veloso,36,900000.0,2021
Fernando Forestieri,32,875000.0,2021
Jeroen Zoet,31,850000.0,2021
Luka Bogdan,26,850000.0,2021
Aleksandr Kokorin,31,800000.0,2021
Alessandro Plizzari,22,800000.0,2021
Andrea Ranocchia,34,800000.0,2021
Antonio Raimondo,18,800000.0,2021
Daniel Fuzato,24,800000.0,2021
Diego Falcinelli,31,800000.0,2021
Etrit Berisha,33,800000.0,2021
Filippo Missori,18,800000.0,2021
Gianmarco Cangiano,20,800000.0,2021
Jony,30,800000.0,2021
Justin Kumi,17,800000.0,2021
Luca Ceppitelli,32,800000.0,2021
Marvin Zeegelaar,31,800000.0,2021
Nicolás Schiappacasse,23,800000.0,2021
Nikola Kalinić,34,800000.0,2021
Riccardo Gagliolo,32,800000.0,2021
Tommaso Baldanzi,19,800000.0,2021
Wajdi Kechrida,26,800000.0,2021
Zito Luvumbo,20,800000.0,2021
Antonio Junior Vacca,32,700000.0,2021
Cedric Gondo,25,700000.0,2021
Christos Kourfalidis,19,700000.0,2021
Cristian Ansaldi,35,700000.0,2021
Emanuele Zuelli,20,700000.0,2021
Gabriele Corbo,22,700000.0,2021
Ibrahima Mbaye,27,700000.0,2021
Ilija Nestorovski,32,700000.0,2021
Martin Palumbo,20,700000.0,2021
Nani,35,700000.0,2021
Pepe Reina,39,700000.0,2021
Samuel Iling-Junior,18,700000.0,2021
Sergio Romero,35,700000.0,2021
Wisdom Amey,16,700000.0,2021
Andri Fannar Baldursson,20,600000.0,2021
Ciprian Tătărușanu,36,600000.0,2021
Damir Céter,24,600000.0,2021
Domenico Criscito,35,600000.0,2021
Edoardo Vergani,21,600000.0,2021
Federico Fazio,35,600000.0,2021
Federico Santander,31,600000.0,2021
Francesco Bardi,30,600000.0,2021
Ivan Radovanovic,33,600000.0,2021
Joel Voelkerling Persson,19,600000.0,2021
Leonardo Capezzi,27,600000.0,2021
Musa Juwara,20,600000.0,2021
Nicolas Viola,32,600000.0,2021
Pawel Jaroszynski,27,600000.0,2021
Samuel Di Carmine,33,600000.0,2021
Samuel Mraz,25,600000.0,2021
Simone Scuffet,26,600000.0,2021
Simone Trimboli,20,600000.0,2021
Ștefan Radu,35,600000.0,2021
Giovanni Crociata,24,550000.0,2021
Aleksandar Kolarov,36,500000.0,2021
Antonio Cioffi,19,500000.0,2021
David Schnegg,23,500000.0,2021
Davide Santon,31,500000.0,2021
Diego Perotti,33,500000.0,2021
Duccio Degli Innocenti,19,500000.0,2021
Gerard Yepes,19,500000.0,2021
Giuseppe Ambrosino,18,500000.0,2021
Jacopo Desogus,19,500000.0,2021
Jacopo Dezi,30,500000.0,2021
Jacopo Sala,30,500000.0,2021
Joel Obi,31,500000.0,2021
Luca Lezzerini,27,500000.0,2021
Patryk Dziczek,24,500000.0,2021
Riccardo Fiamozzi,29,500000.0,2021
Samuel Giovane,19,500000.0,2021
Sebastian Giovinco,35,500000.0,2021
Simone Edera,25,500000.0,2021
Stefan Strandberg,31,500000.0,2021
Suf Podgoreanu,20,500000.0,2021
Vid Belec,32,500000.0,2021
Ben Lhassine Kone,22,450000.0,2021
David Flakus Bosilj,20,450000.0,2021
Alex Cordaz,39,400000.0,2021
Andrea Masiello,36,400000.0,2021
Andrea Oliveri,19,400000.0,2021
Andrea Schiavone,29,400000.0,2021
Antonino Ragusa,32,400000.0,2021
Aurélien Nguiamba,23,400000.0,2021
Boris Radunović,26,400000.0,2021
Carlo Pinsoglio,32,400000.0,2021
Daniele Padelli,36,400000.0,2021
Francesco Di Tacchio,32,400000.0,2021
Francesco Magnanelli,37,400000.0,2021
Frédéric Veseli,29,400000.0,2021
Goran Pandev,38,400000.0,2021
Kingsley Michael,22,400000.0,2021
Lisandru Tramoni,19,400000.0,2021
Lorenzo Di Stefano,19,400000.0,2021
Maissa Ndiaye,20,400000.0,2021
Marco Modolo,33,400000.0,2021
Mato Jajalo,34,400000.0,2021
Michele Cerofolini,23,400000.0,2021
Niklas Pyyhtiä,18,400000.0,2021
Alessandro Bianco,19,350000.0,2021
Diego Stramaccioni,21,350000.0,2021
Filippo Delli Carri,23,350000.0,2021
Guillaume Renault,20,350000.0,2021
Louis Munteanu,20,350000.0,2021
Mattia Zanotti,19,350000.0,2021
Sebastien De Maio,35,350000.0,2021
Antonio Mirante,38,300000.0,2021
Bryan Cabezas,25,300000.0,2021
Emmanuel Ekong,20,300000.0,2021
Federico Peluso,38,300000.0,2021
Filippo Distefano,18,300000.0,2021
Filippo Tripi,20,300000.0,2021
Giorgio Cittadini,20,300000.0,2021
Jacopo Furlan,29,300000.0,2021
Lauri Ala-Myllymäki,25,300000.0,2021
Luca Gemello,21,300000.0,2021
Nicola Rauti,22,300000.0,2021
Nicolò Bertola,19,300000.0,2021
Óttar Magnús Karlsson,25,300000.0,2021
Simone Panada,20,300000.0,2021
Valon Behrami,37,300000.0,2021
Vincenzo Fiorillo,32,300000.0,2021
Cristian Molinaro,38,250000.0,2021
Dimitrios Keramitsis,17,250000.0,2021
Eljon Toci,19,250000.0,2021
Filippo Neri,19,250000.0,2021
Filippo Terracciano,19,250000.0,2021
Jacopo Fazzini,19,250000.0,2021
Luca Gagliano,21,250000.0,2021
Luigi Samele,20,250000.0,2021
Mattia Sangalli,20,250000.0,2021
Nicolò Cavuoti,19,250000.0,2021
Ramzi Aya,32,250000.0,2021
Riccardo Stivanello,18,250000.0,2021
Samuele Damiani,24,250000.0,2021
Nicolas Galazzi,21,225000.0,2021
Andrea D'Aniello,19,200000.0,2021
Denis Stojkovic,19,200000.0,2021
Ebenezer Annan,19,200000.0,2021
Federico Zuccon,19,200000.0,2021
Giacomo Satalino,23,200000.0,2021
Isaías Delpupo,19,200000.0,2021
Jack de Vries,20,200000.0,2021
Jacopo Sassi,18,200000.0,2021
Julian Kristoffersen,25,200000.0,2021
Kacper Urbanski,17,200000.0,2021
Luigi Palomba,19,200000.0,2021
Manuel Gasparini,20,200000.0,2021
Mattia Pagliuca,20,200000.0,2021
Nicola Bagnolini,18,200000.0,2021
Nicola Ravaglia,33,200000.0,2021
Niki Mäenpää,37,200000.0,2021
Riccardo Ladinetti,21,200000.0,2021
Samir Ujkani,33,200000.0,2021
Samuele Angori,18,200000.0,2021
Sebastiano Desplanches,19,200000.0,2021
William Rovida,19,200000.0,2021
Yeferson Paz,20,200000.0,2021
Zsombor Senkó,19,200000.0,2021
Jan Oliveras,17,175000.0,2021
Laurens Serpe,21,175000.0,2021
Luigi Aquino,20,175000.0,2021
Marco Somma,20,175000.0,2021
Alessio Rizza,19,150000.0,2021
Andreas Jungdal,20,150000.0,2021
Antonio Vergara,19,150000.0,2021
Bjarki Bjarkason,22,150000.0,2021
Christian Aucelli,20,150000.0,2021
Daniele Montevago,19,150000.0,2021
Dennis Curatolo,18,150000.0,2021
Enrico Di Gesù,20,150000.0,2021
Filippo Frison,19,150000.0,2021
Francesco Migliardi,19,150000.0,2021
Hubert Idasiak,20,150000.0,2021
Lapo Nava,18,150000.0,2021
Luca Stângă,20,150000.0,2021
Marius Adamonis,25,150000.0,2021
Matevz Dajcar,20,150000.0,2021
Matthew Garbett,20,150000.0,2021
Mattia Florio,18,150000.0,2021
Pietro Boer,20,150000.0,2021
Sedrick Kalombo,27,150000.0,2021
Steeve-Mike Eyango,21,150000.0,2021
Tommaso De Nipoti,18,150000.0,2021
Christian Pierobon,20,125000.0,2021
Davide Costanzo,19,125000.0,2021
Gioele Zacchi,18,125000.0,2021
Leonardo Pezzola,20,125000.0,2021
Simone Ianesi,20,125000.0,2021
Alberto Milan,19,100000.0,2021
Alessandro Russo,18,100000.0,2021
Andrei Motoc,19,100000.0,2021
Antonio Rosati,39,100000.0,2021
Antonio Russo,22,100000.0,2021
Damiano Pecile,20,100000.0,2021
Destiny Egharevba,19,100000.0,2021
Edoardo Pieragnolo,19,100000.0,2021
Emil Roback,19,100000.0,2021
Federico Marchetti,39,100000.0,2021
Francesco Rossi,31,100000.0,2021
Gianluca Pegolo,41,100000.0,2021
Giovanni Bonfanti,19,100000.0,2021
Iurie Iovu,19,100000.0,2021
Ivan Saio,20,100000.0,2021
Jakob Pálsson,19,100000.0,2021
Klemen Hvalic,20,100000.0,2021
Lorenzo Andrenacci,27,100000.0,2021
Marco Ballarini,21,100000.0,2021
Marco Bertini,19,100000.0,2021
Marco Molla,20,100000.0,2021
Mattia Chiesa,21,100000.0,2021
Niccolò Pietra,18,100000.0,2021
Omar Khailoti,20,100000.0,2021
Petar Zovko,20,100000.0,2021
Riccardo Pinzi,18,100000.0,2021
Salim Abubakar,19,100000.0,2021
Samuele Vitale,19,100000.0,2021
Simone Aresti,36,100000.0,2021
Tommaso Bertini,18,100000.0,2021
Vittorio Agostinelli,20,100000.0,2021
Andrei Anton,18,75000.0,2021
Angelo Guida,19,75000.0,2021
Asan Mata,18,75000.0,2021
Benedetto Barba,19,75000.0,2021
Bruno Bertinato,24,75000.0,2021
Guido Guerrieri,26,75000.0,2021
Issa Bah,19,75000.0,2021
Kaur Kivila,18,75000.0,2021
Mario Perrone,19,75000.0,2021
Niccolò Cocetta,18,75000.0,2021
Patrick Leal,19,75000.0,2021
Riccardo Castagnaviz,19,75000.0,2021
Romano Floriani Mussolini,19,75000.0,2021
Valerio Biagini,18,75000.0,2021
Valerio Boffelli,17,75000.0,2021
Alessandro Berardi,31,50000.0,2021
Alessio Furlanetto,20,50000.0,2021
Antonio Pio Iervolino,19,50000.0,2021
Antonio Santurro,30,50000.0,2021
Davide Marfella,22,50000.0,2021
Diego Zuppel,19,50000.0,2021
Edoardo Piana,18,50000.0,2021
Fabio Cortinovis,20,50000.0,2021
Giacomo Moretti,19,50000.0,2021
Jacopo De Matteis,19,50000.0,2021
Jacopo Fedrizzi,19,50000.0,2021
Jonathan Spedalieri,20,50000.0,2021
Lorenzo Codutti,19,50000.0,2021
Marco Raina,20,50000.0,2021
Mattia Damiani,19,50000.0,2021
Mattia Turra,19,50000.0,2021
Melvin Rémy,18,50000.0,2021
Rok Vodisek,23,50000.0,2021
Carmine Iannone,20,25000.0,2021
Eugenio Fusco,19,25000.0,2021
Lado Akhalaia,19,25000.0,2021
Matteo Carnelos,19,25000.0,2021
Moussa Mané,18,25000.0,2021
Nicola Borghetto,22,25000.0,2021
Raed Jaziri,19,25000.0,2021
Riccardo Pigozzo,22,25000.0,2021
Giacomo Toniolo,18,10000.0,2021
Lorenzo Cannavale,20,10000.0,2021
Davide Franzini,17,,2021
Davide Mastrantonio,18,,2021
Dennis Deloriè,17,,2021
Eldin Lolic,18,,2021
Elia Boseggia,18,,2021
Filippo Mozzo,18,,2021
Hilmir Rafn Mikaelsson,18,,2021
Morré Makadji,18,,2021
Roman Lazar,18,,2021
Tommaso De Lorenzo,18,,2021
Victor Osimhen,24,120000000.0,2022
Rafael Leão,24,90000000.0,2022
Khvicha Kvaratskhelia,22,85000000.0,2022
Lautaro Martínez,25,85000000.0,2022
Nicolò Barella,26,75000000.0,2022
Dušan Vlahović,23,70000000.0,2022
Alessandro Bastoni,24,60000000.0,2022
Min-jae Kim,26,60000000.0,2022
Theo Hernández,25,60000000.0,2022
Milan Škriniar,28,50000000.0,2022
Sandro Tonali,23,50000000.0,2022
Sergej Milinković-Savić,28,50000000.0,2022
Mike Maignan,27,45000000.0,2022
Rasmus Højlund,20,45000000.0,2022
Adrien Rabiot,28,40000000.0,2022
Bremer,26,40000000.0,2022
Federico Chiesa,25,40000000.0,2022
Fikayo Tomori,25,40000000.0,2022
Frank Anguissa,27,40000000.0,2022
Giorgio Scalvini,19,40000000.0,2022
Hakan Çalhanoğlu,29,40000000.0,2022
Ismaël Bennacer,25,40000000.0,2022
Romelu Lukaku,30,40000000.0,2022
Stanislav Lobotka,28,40000000.0,2022
Tammy Abraham,25,40000000.0,2022
André Onana,27,35000000.0,2022
Federico Dimarco,25,35000000.0,2022
Giacomo Raspadori,23,35000000.0,2022
Lorenzo Pellegrini,27,35000000.0,2022
Nicolò Fagioli,22,35000000.0,2022
Piotr Zieliński,29,35000000.0,2022
Ademola Lookman,25,30000000.0,2022
Manuel Locatelli,25,30000000.0,2022
Mattia Zaccagni,28,30000000.0,2022
Nico González,25,30000000.0,2022
Paulo Dybala,29,30000000.0,2022
Pierre Kalulu,23,30000000.0,2022
Roger Ibañez,24,30000000.0,2022
Sofyan Amrabat,26,30000000.0,2022
Teun Koopmeiners,25,30000000.0,2022
Denzel Dumfries,27,28000000.0,2022
Nicolò Zaniolo,23,27000000.0,2022
Eljif Elmas,23,26000000.0,2022
Amir Rrahmani,29,25000000.0,2022
Beto,25,25000000.0,2022
Boulaye Dia,26,25000000.0,2022
Davide Frattesi,23,25000000.0,2022
Destiny Udogie,20,25000000.0,2022
Giovanni Di Lorenzo,29,25000000.0,2022
Hirving Lozano,27,25000000.0,2022
Jakub Kiwior,23,25000000.0,2022
Marcelo Brozović,30,25000000.0,2022
Perr Schuurs,23,25000000.0,2022
Charles De Ketelaere,22,22000000.0,2022
Filip Kostić,30,22000000.0,2022
Hamed Junior Traoré,23,22000000.0,2022
Nicolò Casale,25,22000000.0,2022
Tanguy Ndombélé,26,22000000.0,2022
Arthur Cabral,25,20000000.0,2022
Brahim Díaz,23,20000000.0,2022
Bryan Cristante,28,20000000.0,2022
Davide Calabria,26,20000000.0,2022
Dodô,24,20000000.0,2022
Éderson,23,20000000.0,2022
Malick Thiaw,21,20000000.0,2022
Mario Pasalic,28,20000000.0,2022
Merih Demiral,25,20000000.0,2022
Nicola Zalewski,21,20000000.0,2022
Samuele Ricci,21,20000000.0,2022
Ivan Ilić,22,19000000.0,2022
Alessio Romagnoli,28,18000000.0,2022
Alex Meret,26,18000000.0,2022
Armand Laurienté,24,18000000.0,2022
Denis Zakaria,26,18000000.0,2022
Domenico Berardi,28,18000000.0,2022
Gianluca Mancini,27,18000000.0,2022
Luis Alberto,30,18000000.0,2022
Mathías Olivera,25,18000000.0,2022
Moise Kean,23,18000000.0,2022
Nicolò Rovella,21,18000000.0,2022
Nikola Milenković,25,18000000.0,2022
Weston McKennie,24,18000000.0,2022
Nicolás Domínguez,25,17000000.0,2022
Nikola Vlašić,25,17000000.0,2022
Guglielmo Vicario,26,16000000.0,2022
Jonathan Ikoné,25,16000000.0,2022
Alexis Saelemaekers,24,15000000.0,2022
Andrea Pinamonti,24,15000000.0,2022
Carlos Augusto,24,15000000.0,2022
Ciro Immobile,33,15000000.0,2022
Danilo,31,15000000.0,2022
Fabio Miretti,19,15000000.0,2022
Felipe Anderson,30,15000000.0,2022
Giovanni Simeone,27,15000000.0,2022
Matteo Pessina,26,15000000.0,2022
Matteo Politano,29,15000000.0,2022
Maxime Lopez,25,15000000.0,2022
Morten Hjulmand,24,15000000.0,2022
Paul Pogba,30,15000000.0,2022
Robin Gosens,28,15000000.0,2022
Ruslan Malinovskyi,30,15000000.0,2022
Tommaso Baldanzi,20,15000000.0,2022
Jérémie Boga,26,14000000.0,2022
Joakim Maehle,26,14000000.0,2022
Lazar Samardžić,21,14000000.0,2022
Stefan Posch,26,14000000.0,2022
Tommaso Pobega,23,14000000.0,2022
Marco Carnesecchi,22,13000000.0,2022
Aleksey Miranchuk,27,12000000.0,2022
Christian Kouamé,25,12000000.0,2022
Diego Llorente,29,12000000.0,2022
Federico Gatti,25,12000000.0,2022
Ivan Provedel,29,12000000.0,2022
Jerdy Schouten,26,12000000.0,2022
Jhon Lucumí,25,12000000.0,2022
Joaquín Correa,28,12000000.0,2022
Kristjan Asllani,21,12000000.0,2022
Leandro Paredes,29,12000000.0,2022
Lewis Ferguson,23,12000000.0,2022
Riccardo Orsolini,26,12000000.0,2022
Saša Lukić,26,12000000.0,2022
Wilfried Singo,22,12000000.0,2022
Musa Barrow,24,11000000.0,2022
Alessandro Buongiorno,24,10000000.0,2022
Andrea Petagna,28,10000000.0,2022
Antonín Barák,28,10000000.0,2022
Antonio Sanabria,27,10000000.0,2022
Berat Djimsiti,30,10000000.0,2022
Caleb Okoli,21,10000000.0,2022
Danilo Cataldi,28,10000000.0,2022
Edoardo Bove,21,10000000.0,2022
Fabiano Parisi,22,10000000.0,2022
Gabriel Strefezza,26,10000000.0,2022
Gaetano Castrovilli,26,10000000.0,2022
Gerard Deulofeu,29,10000000.0,2022
Harry Winks,27,10000000.0,2022
Igor,25,10000000.0,2022
Jaka Bijol,24,10000000.0,2022
Jean-Victor Makengo,25,10000000.0,2022
Leonardo Spinazzola,30,10000000.0,2022
Lucas Martínez Quarta,27,10000000.0,2022
Mady Camara,26,10000000.0,2022
Marten de Roon,32,10000000.0,2022
Matheus Henrique,25,10000000.0,2022
Nehuén Pérez,23,10000000.0,2022
Rade Krunic,29,10000000.0,2022
Rodrigo Becão,27,10000000.0,2022
Rolando Mandragora,26,10000000.0,2022
Sandi Lovrić,25,10000000.0,2022
Sergiño Dest,22,10000000.0,2022
Wojciech Szczesny,33,10000000.0,2022
Zeki Çelik,26,10000000.0,2022
Brandon Soppy,21,9000000.0,2022
Ethan Ampadu,22,9000000.0,2022
Joshua Zirkzee,22,9000000.0,2022
Samuel Iling-Junior,19,9000000.0,2022
Aster Vranckx,20,8500000.0,2022
Adam Marusic,30,8000000.0,2022
Agustín Álvarez,22,8000000.0,2022
Andrea Belotti,29,8000000.0,2022
Andrea Cambiaso,23,8000000.0,2022
Ángel Di María,35,8000000.0,2022
Arkadiusz Milik,29,8000000.0,2022
Chris Smalling,33,8000000.0,2022
Duván Zapata,32,8000000.0,2022
Federico Baschirotto,26,8000000.0,2022
Flavius Daniliuc,22,8000000.0,2022
Georginio Wijnaldum,32,8000000.0,2022
Gianluca Caprari,29,8000000.0,2022
Josh Doig,21,8000000.0,2022
Juan Musso,29,8000000.0,2022
Lorenzo Pirola,21,8000000.0,2022
