Player,age,player_market_value_euro,season_start_year
Marcos Paulo,23,2000000.0,2023
Marvin Park,23,2000000.0,2023
Maxi Gómez,27,2000000.0,2023
Milutin Osmajic,24,2000000.0,2023
Mouctar Diakhaby,27,2000000.0,2023
Nacho Vidal,29,2000000.0,2023
Nahuel Tenaglia,28,2000000.0,2023
Oriol Romeu,32,2000000.0,2023
Óscar Melendo,26,2000000.0,2023
Pep Chavarría,26,2000000.0,2023
Raúl de Tomás,29,2000000.0,2023
Rominigue Kouamé,27,2000000.0,2023
Sergio Ruiz,29,2000000.0,2023
Siebe Van der Heyden,26,2000000.0,2023
Víctor Chust,24,2000000.0,2023
Abdón Prats,31,1800000.0,2023
Adrián Embarba,32,1800000.0,2023
Aiham Ousou,24,1800000.0,2023
Aïssa Mandi,32,1800000.0,2023
Aitor Fernández,33,1800000.0,2023
Alberto Moreno,31,1800000.0,2023
Arnau Puigmal,23,1800000.0,2023
Cristhian Stuani,37,1800000.0,2023
Dani Cárdenas,27,1800000.0,2023
Dani García,34,1800000.0,2023
Gonzalo Melero,30,1800000.0,2023
Javier Manquillo,30,1800000.0,2023
Stefan Leković,20,1800000.0,2023
Yuri Berchiche,34,1800000.0,2023
Shon Weissman,28,1700000.0,2023
Alberto Marí,22,1500000.0,2023
Álex Fernández,31,1500000.0,2023
Álex Forés,23,1500000.0,2023
Amath Ndiaye,27,1500000.0,2023
Bruno Langa,26,1500000.0,2023
Carlos Fernández,28,1500000.0,2023
Carlos Protesoni,26,1500000.0,2023
Carlos Romero,22,1500000.0,2023
César Tárrega,22,1500000.0,2023
Denis Suárez,30,1500000.0,2023
Diego Rico,31,1500000.0,2023
Étienne Capoue,35,1500000.0,2023
Fede San Emeterio,27,1500000.0,2023
Francis Coquelin,33,1500000.0,2023
Franco Cervi,30,1500000.0,2023
Gonçalo Paciência,29,1500000.0,2023
Gonzalo Escalante,31,1500000.0,2023
Hugo Álvarez,20,1500000.0,2023
Iván Alejo,29,1500000.0,2023
Iza Carcelén,31,1500000.0,2023
Jailson,28,1500000.0,2023
José Campaña,31,1500000.0,2023
José Luis Morales,36,1500000.0,2023
Juan Cruz,24,1500000.0,2023
Léo Baptistão,31,1500000.0,2023
Mamadou Sylla,30,1500000.0,2023
Manu Trigueros,32,1500000.0,2023
Manu Vallejo,27,1500000.0,2023
Mariano Díaz,30,1500000.0,2023
Matija Nastasić,31,1500000.0,2023
Miguel Rubio,26,1500000.0,2023
Óscar de Marcos,35,1500000.0,2023
Pablo Marín,20,1500000.0,2023
Pau Víctor,22,1500000.0,2023
Paul Akouokou,26,1500000.0,2023
Randy Nteka,26,1500000.0,2023
Raúl Albiol,38,1500000.0,2023
Raúl García,37,1500000.0,2023
Rubén Alcaraz,33,1500000.0,2023
Sandro Ramírez,28,1500000.0,2023
Selim Amallah,27,1500000.0,2023
Sory Kaba,28,1500000.0,2023
Theo Corbeanu,22,1500000.0,2023
Toni Villa,29,1500000.0,2023
Xeber Alkain,27,1500000.0,2023
Andrei Rațiu,26,1400000.0,2023
Darko Brasanac,32,1400000.0,2023
Kiko Femenía,33,1400000.0,2023
Marc Cardona,28,1400000.0,2023
Ørjan Nyland,33,1400000.0,2023
Rubén Sobrino,32,1400000.0,2023
Stefan Mitrovic,34,1300000.0,2023
Wilson Manafá,29,1300000.0,2023
Álex Centelles,24,1200000.0,2023
Alex Suárez,31,1200000.0,2023
Choco Lozano,31,1200000.0,2023
Ignasi Miquel,31,1200000.0,2023
Imanol García de Albéniz,24,1200000.0,2023
Iván Villar,26,1200000.0,2023
Javi Martínez,24,1200000.0,2023
Jon Ander Olasagasti,23,1200000.0,2023
Nikola Maras,28,1200000.0,2023
Pejiño,27,1200000.0,2023
Roger Martí,33,1200000.0,2023
Salvi Sánchez,33,1200000.0,2023
Unai García,32,1200000.0,2023
Urko González de Zarate,23,1200000.0,2023
Aarón Escandell,28,1000000.0,2023
Ander Astralaga,20,1000000.0,2023
Andrés Guardado,37,1000000.0,2023
Daley Sinkgraven,28,1000000.0,2023
Dani Rodríguez,36,1000000.0,2023
Fabrizio Angileri,30,1000000.0,2023
Gonzalo García,20,1000000.0,2023
Jesús Owono,23,1000000.0,2023
Jesús Vallejo,27,1000000.0,2023
Jon Magunazelaia,22,1000000.0,2023
Jonathan Viera,34,1000000.0,2023
Jorge Meré,27,1000000.0,2023
Jorge Pascual,21,1000000.0,2023
José Pozo,28,1000000.0,2023
Juanma Herzog,20,1000000.0,2023
Juanpe,33,1000000.0,2023
Kike García,34,1000000.0,2023
Marc Bartra,33,1000000.0,2023
Marcos Peña,19,1000000.0,2023
Mihailo Ristic,28,1000000.0,2023
Nobel Mendy,19,1000000.0,2023
Omar Mascarell,31,1000000.0,2023
Oscar Trejo,36,1000000.0,2023
Peru Nolaskoain,25,1000000.0,2023
Salim El Jebari,20,1000000.0,2023
Yellu Santiago,20,1000000.0,2023
Aleksandar Radovanovic,30,900000.0,2023
Brian Ocampo,25,900000.0,2023
Daniel Fuzato,26,900000.0,2023
Gui Guedes,22,900000.0,2023
Jaime Mata,35,900000.0,2023
Jaume Costa,36,900000.0,2023
Joseba Zaldua,32,900000.0,2023
Marko Dmitrovic,32,900000.0,2023
Marko Milovanovic,20,900000.0,2023
Abde Rebbach,25,800000.0,2023
Agustín Marchesín,36,800000.0,2023
André Ferreira,28,800000.0,2023
Aridane Hernández,35,800000.0,2023
Borja García,33,800000.0,2023
Claudio Bravo,41,800000.0,2023
Diego Collado,23,800000.0,2023
Eric Curbelo,30,800000.0,2023
Iker Álvarez,22,800000.0,2023
Jaume Doménech,33,800000.0,2023
José Callejón,37,800000.0,2023
Kevin Vázquez,31,800000.0,2023
Marciano Sanca,20,800000.0,2023
Miguel Rodríguez,21,800000.0,2023
Mikel Jauregizar,20,800000.0,2023
Pablo Gozálbez,23,800000.0,2023
Radamel Falcao,38,800000.0,2023
Sergi Guardiola,33,800000.0,2023
Stanis Idumbo,19,800000.0,2023
Unai Hernández,19,800000.0,2023
Vicente Guaita,37,800000.0,2023
Alberto Soro,25,700000.0,2023
Álvaro Lemos,31,700000.0,2023
David Gil,30,700000.0,2023
Fernando Martínez,34,700000.0,2023
Houboulang Mendes,26,700000.0,2023
Javi Llabrés,21,700000.0,2023
Nuke Mfulu,30,700000.0,2023
Sokratis Papastathopoulos,36,700000.0,2023
Damián Suárez,36,650000.0,2023
Bebé,33,600000.0,2023
Benito Ramírez,28,600000.0,2023
Jordi Martín,23,600000.0,2023
Martín Merquelanz,29,600000.0,2023
Miguel Ángel Morro,23,600000.0,2023
Pepe Reina,41,600000.0,2023
Bernardo Espinosa,34,550000.0,2023
Adrián Niño,20,500000.0,2023
Aingeru Olabarrieta,18,500000.0,2023
Aleix Garrido,20,500000.0,2023
Antonio Espigares,19,500000.0,2023
Asier Osambela,19,500000.0,2023
Damián Rodríguez,21,500000.0,2023
Dani Pérez,18,500000.0,2023
David Otorbi,16,500000.0,2023
Fabio González,27,500000.0,2023
Famara Diédhiou,31,500000.0,2023
Fran Vieites,25,500000.0,2023
Ibrahima Kébé,23,500000.0,2023
Javi Martón,25,500000.0,2023
Javier Boñar,19,500000.0,2023
Jorge Moreno,22,500000.0,2023
Luis Hernández,35,500000.0,2023
Pablo Busto,18,500000.0,2023
Pau Prim,18,500000.0,2023
Unai Ropero,22,500000.0,2023
Alberto Perea,33,450000.0,2023
Aleksandar Sedlar,32,400000.0,2023
Arvin Appiah,23,400000.0,2023
Dani Requena,20,400000.0,2023
Lucas Cañizares,22,400000.0,2023
Marco Moreno,23,400000.0,2023
Mario de Luis,22,400000.0,2023
Max Svensson,22,400000.0,2023
Momo Mbaye,26,400000.0,2023
Víctor Díaz,36,400000.0,2023
Abde Raihani,20,300000.0,2023
Alberto Flores,20,300000.0,2023
Álvaro Bastida,20,300000.0,2023
Álvaro Carrillo,22,300000.0,2023
Álvaro Negredo,38,300000.0,2023
Ángel Alarcón,20,300000.0,2023
Bryan Fiabema,21,300000.0,2023
Cristian Herrera,33,300000.0,2023
Daniel Luna,21,300000.0,2023
Diego Mariño,34,300000.0,2023
Etta Eyong,20,300000.0,2023
Gaizka Ayesa,23,300000.0,2023
Ginés Sorroche,20,300000.0,2023
Hugo González,21,300000.0,2023
Ilias Kostis,21,300000.0,2023
Joaquín Panichelli,21,300000.0,2023
José Antonio de la Rosa,19,300000.0,2023
Manu Bueno,19,300000.0,2023
Marc Martínez,34,300000.0,2023
Marco Camus,22,300000.0,2023
Mario Martín,20,300000.0,2023
Martín Pascual,24,300000.0,2023
Martin Svidersky,21,300000.0,2023
Raúl Asencio,21,300000.0,2023
Rubén Iranzo,21,300000.0,2023
Théo Zidane,22,300000.0,2023
Toni Fuidias,23,300000.0,2023
Unai Marrero,22,300000.0,2023
Aitor Gismera,20,250000.0,2023
Alberto Dadie,21,250000.0,2023
Edgar Pujol,19,250000.0,2023
Giorgi Gagua,22,250000.0,2023
Hugo Rincón,21,250000.0,2023
Javi Rodríguez,21,250000.0,2023
Javi Rueda,22,250000.0,2023
Adri López,25,200000.0,2023
Aitor Fraga,21,200000.0,2023
Alberto Risco,18,200000.0,2023
Álex Calatrava,24,200000.0,2023
Álex Padilla,20,200000.0,2023
César Fernández,20,200000.0,2023
Coke Carrillo,22,200000.0,2023
Cristian Rivero,26,200000.0,2023
Diego Hormigo,21,200000.0,2023
Dimitrios Stamatakis,21,200000.0,2023
Egoitz Muñoz,20,200000.0,2023
Eric Monjonell,22,200000.0,2023
Ibra Sow,17,200000.0,2023
Jeremy Jorge,21,200000.0,2023
Joel López,22,200000.0,2023
John Patrick,20,200000.0,2023
José de León,20,200000.0,2023
José Mari,36,200000.0,2023
Juan Carlos,36,200000.0,2023
Mario Dominguez,20,200000.0,2023
Martín Calderón,25,200000.0,2023
Miguel Capitas,23,200000.0,2023
Oso,20,200000.0,2023
Pablo Valencia,23,200000.0,2023
Raúl Fernández,36,200000.0,2023
Santi García,22,200000.0,2023
Selu Diallo,20,200000.0,2023
Sergio Guerrero,25,200000.0,2023
Sergio Rodelas,19,200000.0,2023
Tomás Mendes,19,200000.0,2023
Victor Parada,22,200000.0,2023
Xabi Huarte,23,200000.0,2023
Xavi Sintes,22,200000.0,2023
Yoel Lago,20,200000.0,2023
Adrián Rodríguez,23,150000.0,2023
Álex Morata,17,150000.0,2023
Álvaro García,18,150000.0,2023
Antonio Gomis,21,150000.0,2023
Darío Benavides,21,150000.0,2023
Eneko Ortiz,21,150000.0,2023
Guilherme Fernandes,23,150000.0,2023
Iñaki Rupérez,21,150000.0,2023
Iñigo Arguibide,19,150000.0,2023
Isra Domínguez,21,150000.0,2023
Javi Domínguez,23,150000.0,2023
Julio Cabrera,20,150000.0,2023
Lass Sangaré,22,150000.0,2023
Lulo Dasilva,21,150000.0,2023
Mario González,20,150000.0,2023
Miguel Ángel Brau,22,150000.0,2023
Moussa Diakité,20,150000.0,2023
Nico Njalla,21,150000.0,2023
Pablo Sáenz,23,150000.0,2023
Quique Fernández,20,150000.0,2023
Ricardo Visus,23,150000.0,2023
Ruly García,24,150000.0,2023
Abraham del Moral,22,100000.0,2023
Adri Miranda,21,100000.0,2023
Adrián Salguero,21,100000.0,2023
Ali Fadal,20,100000.0,2023
Ander Sánchez,20,100000.0,2023
David López,21,100000.0,2023
Diego Kochen,18,100000.0,2023
Diego López,22,100000.0,2023
Facu Esnáider,22,100000.0,2023
Gaizka García,19,100000.0,2023
Gorka Rivera,19,100000.0,2023
Iván Cuéllar,40,100000.0,2023
Jacobo Ramón,19,100000.0,2023
Joseda Álvarez,23,100000.0,2023
Joselu Pérez,20,100000.0,2023
Lorenzo Aguado,21,100000.0,2023
Martín Tejón,20,100000.0,2023
Matías Árbol,21,100000.0,2023
Miki Bosch,23,100000.0,2023
Nabil Aberdin,21,100000.0,2023
Pol Tristán,22,100000.0,2023
Unai Egiluz,22,100000.0,2023
Victor Aznar,21,100000.0,2023
Vitolo,34,100000.0,2023
Xavi Pleguezuelo,21,100000.0,2023
Borja Vázquez,19,50000.0,2023
Carles Garrido,19,50000.0,2023
Diego Piñeiro,20,50000.0,2023
Eghosa Bello,20,50000.0,2023
Marcos Fernández,20,50000.0,2023
Miguelito,23,50000.0,2023
Nando Almodóvar,20,50000.0,2023
Pablo Muñoz,20,50000.0,2023
Pere García,22,50000.0,2023
Rubén Quintanilla,22,50000.0,2023
Sergio Gimeno,23,50000.0,2023
Sergio Mestre,19,50000.0,2023
Yassin Tallal,19,50000.0,2023
Alejandro Herranz,19,25000.0,2023
Germán García,20,25000.0,2023
Javi Navarro,20,25000.0,2023
Jorge Benito,18,25000.0,2023
Aboubacar Bassinga,18,,2023
Alberto Collado,19,,2023
Ale Gorrin,21,,2023
Alex Almansa,20,,2023
Alex Quevedo,20,,2023
Álvaro Killane,19,,2023
Antal Yaakobishvili,19,,2023
Áron Yaakobishvili,18,,2023
Bruno Iribarne,19,,2023
Carles Sogorb,18,,2023
Carlos Ballestero,20,,2023
Daniel Budesca,18,,2023
Diego Méndez,20,,2023
Djordjije Medenica,17,,2023
Enric García,17,,2023
Fran Árbol,18,,2023
Fran González,19,,2023
Gabriel Palmero,22,,2023
Iker Almena,20,,2023
Iñaki González,19,,2023
Jastin Garcia,20,,2023
Juan Arango,18,,2023
Miguel Peña,23,,2023
Paco Sanz,19,,2023
Pau Ferrer,20,,2023
Pau Mascaró,19,,2023
Rachad Fettal,19,,2023
Rafael Romero,20,,2023
Rayane Belaid,19,,2023
Ricard Artero,21,,2023
Rubén Montero,18,,2023
Selvi Clua,19,,2023
Vicent Abril,19,,2023
Yadam Santana,22,,2023
Youssef Enríquez,18,,2023
Yuzún Ley,20,,2023
Vinicius Junior,24,200000000.0,2024
Jude Bellingham,21,180000000.0,2024
Lamine Yamal,17,180000000.0,2024
Kylian Mbappé,26,160000000.0,2024
Federico Valverde,26,130000000.0,2024
Pedri,22,100000000.0,2024
Rodrygo,24,100000000.0,2024
Aurélien Tchouaméni,25,80000000.0,2024
Eduardo Camavinga,22,80000000.0,2024
Gavi,20,80000000.0,2024
Julián Alvarez,25,80000000.0,2024
Raphinha,28,80000000.0,2024
Nico Williams,22,70000000.0,2024
Pau Cubarsí,18,70000000.0,2024
Dani Olmo,26,60000000.0,2024
Jules Koundé,26,60000000.0,2024
Martín Zubimendi,26,60000000.0,2024
Ronald Araujo,25,55000000.0,2024
Alejandro Balde,21,50000000.0,2024
Álex Baena,23,50000000.0,2024
Fermín López,21,50000000.0,2024
Oihan Sancet,24,50000000.0,2024
Pablo Barrios,21,50000000.0,2024
Arda Güler,20,45000000.0,2024
Frenkie de Jong,27,45000000.0,2024
Conor Gallagher,25,40000000.0,2024
Dani Vivian,25,40000000.0,2024
Éder Militão,27,40000000.0,2024
Endrick,18,40000000.0,2024
Giorgi Mamardashvili,24,40000000.0,2024
Robin Le Normand,28,40000000.0,2024
Takefusa Kubo,23,40000000.0,2024
Brahim Díaz,25,35000000.0,2024
Brais Méndez,28,35000000.0,2024
Mikel Oyarzabal,27,35000000.0,2024
Nayef Aguerd,28,35000000.0,2024
Cristhian Mosquera,20,30000000.0,2024
Marc Casadó,21,30000000.0,2024
Yéremy Pino,22,30000000.0,2024
Ferran Torres,25,28000000.0,2024
Marcos Llorente,30,28000000.0,2024
Unai Simón,27,28000000.0,2024
Alberto Moleiro,21,25000000.0,2024
Álex Remiro,29,25000000.0,2024
Alexander Sørloth,29,25000000.0,2024
Jan Oblak,32,25000000.0,2024
Loïc Badé,24,25000000.0,2024
Miguel Gutiérrez,23,25000000.0,2024
Nahuel Molina,26,25000000.0,2024
Rodrigo De Paul,30,25000000.0,2024
Samuel Lino,25,25000000.0,2024
Thibaut Courtois,32,25000000.0,2024
Antonio Rüdiger,32,24000000.0,2024
Aitor Paredes,24,22000000.0,2024
Antoine Griezmann,33,22000000.0,2024
Igor Zubeldia,27,22000000.0,2024
Rodrigo Riquelme,24,22000000.0,2024
Viktor Tsygankov,27,22000000.0,2024
Ander Barrenetxea,23,20000000.0,2024
Andreas Christensen,28,20000000.0,2024
Andriy Lunin,26,20000000.0,2024
Antony,25,20000000.0,2024
Beñat Prados,24,20000000.0,2024
Dodi Lukébakio,27,20000000.0,2024
Enzo Boyomo,23,20000000.0,2024
Giovani Lo Celso,28,20000000.0,2024
Iñaki Williams,30,20000000.0,2024
Javi Guerra,21,20000000.0,2024
Johnny Cardoso,23,20000000.0,2024
José María Giménez,30,20000000.0,2024
Orri Óskarsson,20,20000000.0,2024
Óscar Mingueza,25,20000000.0,2024
Sergio Gómez,24,20000000.0,2024
Yangel Herrera,27,20000000.0,2024
Arsen Zakharyan,21,18000000.0,2024
Beñat Turrientes,23,18000000.0,2024
Cucho Hernández,25,18000000.0,2024
Eric García,24,18000000.0,2024
Fábio Silva,22,18000000.0,2024
Ferland Mendy,29,18000000.0,2024
Luka Sucic,22,18000000.0,2024
Yáser Asprilla,21,18000000.0,2024
Max Aarons,25,16000000.0,2024
Abde Ezzalzouli,23,15000000.0,2024
Aimar Oroz,23,15000000.0,2024
Ángel Correa,29,15000000.0,2024
Bryan Gil,24,15000000.0,2024
Fran García,25,15000000.0,2024
Gorka Guruzeta,28,15000000.0,2024
Ilias Akhomach,20,15000000.0,2024
Isaac Romero,24,15000000.0,2024
José Gayà,29,15000000.0,2024
Julen Agirrezabala,24,15000000.0,2024
Logan Costa,23,15000000.0,2024
Marc-André ter Stegen,32,15000000.0,2024
Pepelu,26,15000000.0,2024
Robert Lewandowski,36,15000000.0,2024
Samú Costa,24,15000000.0,2024
Yarek Gasiorowski,20,15000000.0,2024
Thierno Barry,22,14000000.0,2024
Albert Sambi Lokonga,25,12000000.0,2024
Álex Berenguer,29,12000000.0,2024
Álvaro Djaló,25,12000000.0,2024
Bryan Zaragoza,23,12000000.0,2024
Giuliano Simeone,22,12000000.0,2024
Hugo Duro,25,12000000.0,2024
Jon Aramburu,22,12000000.0,2024
Juanlu Sánchez,21,12000000.0,2024
Kirian Rodríguez,29,12000000.0,2024
Ladislav Krejci,25,12000000.0,2024
Mika Mármol,23,12000000.0,2024
Ansu Fati,22,10000000.0,2024
Arnau Martínez,21,10000000.0,2024
Ayoze Pérez,31,10000000.0,2024
Daniel Carvajal,33,10000000.0,2024
David Alaba,32,10000000.0,2024
Diego Conde,26,10000000.0,2024
Diego López,22,10000000.0,2024
Héctor Fort,18,10000000.0,2024
Iñaki Peña,26,10000000.0,2024
Iván Martín,26,10000000.0,2024
Joan García,23,10000000.0,2024
Jon Pacheco,24,10000000.0,2024
José Ángel Carmona,23,10000000.0,2024
Koke,33,10000000.0,2024
Mikel Jauregizar,21,10000000.0,2024
Akor Adams,25,9000000.0,2024
André Almeida,24,9000000.0,2024
Borja Mayoral,27,9000000.0,2024
Natan,24,9000000.0,2024
Pablo Fornals,29,9000000.0,2024
Stefan Bajcetic,20,9000000.0,2024
Arnaut Danjuma,28,8000000.0,2024
Carlos Vicente,25,8000000.0,2024
Dário Essugo,19,8000000.0,2024
Javi Puado,26,8000000.0,2024
Jesús Areso,25,8000000.0,2024
Kike Salas,22,8000000.0,2024
Marc Roca,28,8000000.0,2024
Pape Gueye,26,8000000.0,2024
Reinildo Mandava,31,8000000.0,2024
Santi Comesaña,28,8000000.0,2024
Tajon Buchanan,26,8000000.0,2024
Unai Gómez,21,8000000.0,2024
Vedat Muriqi,30,8000000.0,2024
Abdel Abqar,25,7500000.0,2024
Abel Ruiz,25,7500000.0,2024
Antonio Blanco,24,7500000.0,2024
Clément Lenglet,29,7500000.0,2024
Djibril Sow,28,7500000.0,2024
Donny van de Beek,27,7500000.0,2024
Enzo Barrenechea,23,7500000.0,2024
Hugo Álvarez,21,7500000.0,2024
Javi López,22,7500000.0,2024
Juan Foyth,27,7500000.0,2024
Nicolas Pépé,29,7500000.0,2024
Pablo Torre,21,7500000.0,2024
Raúl Asencio,22,7500000.0,2024
Sergi Altimira,23,7500000.0,2024
Yeray Álvarez,30,7500000.0,2024
Adrià Pedrosa,26,7000000.0,2024
Andrei Rațiu,26,7000000.0,2024
Iván Jaime,24,7000000.0,2024
Jon Moncayola,26,7000000.0,2024
Lucien Agoumé,23,7000000.0,2024
Rubén Vargas,26,7000000.0,2024
Sergi Cardona,25,7000000.0,2024
Aihen Muñoz,27,6000000.0,2024
Alex Král,26,6000000.0,2024
Antonio Sivera,28,6000000.0,2024
Augusto Batalla,28,6000000.0,2024
Carl Starfelt,29,6000000.0,2024
César Tárrega,23,6000000.0,2024
Chidera Ejuke,27,6000000.0,2024
Diego Llorente,31,6000000.0,2024
Dominik Greif,27,6000000.0,2024
Fran Beltrán,26,6000000.0,2024
Hugo Guillamón,25,6000000.0,2024
Isco,32,6000000.0,2024
Javi Rodríguez,21,6000000.0,2024
Manu Sánchez,24,6000000.0,2024
Martin Valjent,29,6000000.0,2024
Robert Navarro,22,6000000.0,2024
Scott McKenna,28,6000000.0,2024
Sheraldo Becker,30,6000000.0,2024
Thierry Correia,25,6000000.0,2024
Abdul Mumin,26,5000000.0,2024
Ander Guevara,27,5000000.0,2024
Andoni Gorosabel,28,5000000.0,2024
Ante Budimir,33,5000000.0,2024
Arthur Melo,28,5000000.0,2024
Christantus Uche,21,5000000.0,2024
Gerard Martín,23,5000000.0,2024
Gerard Moreno,32,5000000.0,2024
Hugo Sotelo,21,5000000.0,2024
Iñigo Martínez,33,5000000.0,2024
Luiz Júnior,24,5000000.0,2024
Luka Modric,39,5000000.0,2024
Marc Bernal,17,5000000.0,2024
Mauro Arambarri,29,5000000.0,2024
Omar Alderete,28,5000000.0,2024
Pablo Maffeo,27,5000000.0,2024
Pau Víctor,23,5000000.0,2024
Peque Fernández,22,5000000.0,2024
Raúl Moro,22,5000000.0,2024
Renato Tapia,29,5000000.0,2024
Romain Perraud,27,5000000.0,2024
Thomas Lemar,29,5000000.0,2024
Umar Sadiq,28,5000000.0,2024
Williot Swedberg,21,5000000.0,2024
Marash Kumbulla,25,4500000.0,2024
Alejandro Catena,30,4000000.0,2024
Alejo Veliz,21,4000000.0,2024
Aritz Elustondo,30,4000000.0,2024
Bojan Miovski,25,4000000.0,2024
Borja Iglesias,32,4000000.0,2024
Carlos Martín,22,4000000.0,2024
Dani Ceballos,28,4000000.0,2024
David Soria,31,4000000.0,2024
Fran Pérez,22,4000000.0,2024
Ilaix Moriba,22,4000000.0,2024
Iñigo Ruiz de Galarreta,31,4000000.0,2024
Isi Palazón,30,4000000.0,2024
Javi Galán,30,4000000.0,2024
Jesús Vázquez,22,4000000.0,2024
Jofre Carreras,23,4000000.0,2024
Jon Guridi,30,4000000.0,2024
Jorge de Frutos,28,4000000.0,2024
Jorge Herrando,24,4000000.0,2024
Juan Cruz,24,4000000.0,2024
Juan Musso,30,4000000.0,2024
Juanmi,31,4000000.0,2024
Marcão,28,4000000.0,2024
Sergi Darder,31,4000000.0,2024
Sergio Herrera,31,4000000.0,2024
Toni Martínez,27,4000000.0,2024
Unai Núñez,28,4000000.0,2024
Walid Cheddira,27,4000000.0,2024
Willy Kambwala,20,4000000.0,2024
Aitor Ruibal,28,3500000.0,2024
Alejandro Francés,22,3500000.0,2024
Cyle Larin,29,3500000.0,2024
Florian Grillitsch,29,3500000.0,2024
Jhon Solís,20,3500000.0,2024
Juan Iglesias,26,3500000.0,2024
Lucas Torró,30,3500000.0,2024
Lucas Vázquez,33,3500000.0,2024
Luis Milla,30,3500000.0,2024
Nemanja Gudelj,33,3500000.0,2024
Oli McBurnie,28,3500000.0,2024
Óscar Valentín,30,3500000.0,2024
Paulo Gazzaniga,33,3500000.0,2024
Ramón Terrats,24,3500000.0,2024
Raúl García,24,3500000.0,2024
Roberto Fernández,22,3500000.0,2024
Saúl Ñíguez,30,3500000.0,2024
Sergio Camello,24,3500000.0,2024
Abel Bretones,24,3000000.0,2024
Adam Aznou,18,3000000.0,2024
Álex Sola,25,3000000.0,2024
Álvaro Rodríguez,20,3000000.0,2024
Bertuğ Yıldırım,22,3000000.0,2024
Carles Pérez,27,3000000.0,2024
Damián Rodríguez,21,3000000.0,2024
Eray Cömert,27,3000000.0,2024
Hamari Traoré,33,3000000.0,2024
Héctor Bellerín,29,3000000.0,2024
Iker Muñoz,22,3000000.0,2024
Javi Muñoz,30,3000000.0,2024
Karl Hein,22,3000000.0,2024
Mikel Vesga,31,3000000.0,2024
Moi Gómez,30,3000000.0,2024
Nahuel Tenaglia,29,3000000.0,2024
Omar El Hilali,21,3000000.0,2024
Seydouba Cissé,24,3000000.0,2024
Stole Dimitrievski,31,3000000.0,2024
Tanguy Nianzou,22,3000000.0,2024
Tomás Conechny,26,3000000.0,2024
Chimy Ávila,31,2800000.0,2024
Florian Lejeune,33,2800000.0,2024
José Copete,25,2800000.0,2024
Toni Lato,27,2800000.0,2024
Unai López,29,2800000.0,2024
Alfonso Pedraza,28,2500000.0,2024
Álvaro Fernández,26,2500000.0,2024
Álvaro García,32,2500000.0,2024
Andy Pelmard,24,2500000.0,2024
Antonio Sánchez,27,2500000.0,2024
Axel Witsel,36,2500000.0,2024
Carles Aleñá,27,2500000.0,2024
Carlos Domínguez,24,2500000.0,2024
Carlos Romero,23,2500000.0,2024
Chiquinho,25,2500000.0,2024
Eric Bailly,30,2500000.0,2024
Iago Aspas,37,2500000.0,2024
Iñigo Lekue,31,2500000.0,2024
Javi Hernández,26,2500000.0,2024
Joan Jordán,30,2500000.0,2024
Juan Bernat,32,2500000.0,2024
Juanmi Latasa,23,2500000.0,2024
Leo Román,24,2500000.0,2024
Manu Morlanes,26,2500000.0,2024
Óscar Rodríguez,26,2500000.0,2024
Portu,32,2500000.0,2024
Ricardo Rodríguez,32,2500000.0,2024
Sandro Ramírez,29,2500000.0,2024
Stanis Idumbo,19,2500000.0,2024
Suso,31,2500000.0,2024
Takuma Asano,30,2500000.0,2024
Valentin Rosier,28,2500000.0,2024
Valery Fernández,25,2500000.0,2024
Viti Rozada,27,2500000.0,2024
Yvan Neyou,28,2500000.0,2024
Antonio Candela,24,2300000.0,2024
Pablo Ibáñez,26,2300000.0,2024
Asier Villalibre,27,2200000.0,2024
Johan Mojica,32,2200000.0,2024
Roberto López,24,2200000.0,2024
Álvaro Aguado,28,2000000.0,2024
Álvaro Tejero,28,2000000.0,2024
Antonio Raíllo,33,2000000.0,2024
Brian Oliván,30,2000000.0,2024
Daley Blind,34,2000000.0,2024
Dani Parejo,35,2000000.0,2024
David López,35,2000000.0,2024
Dimitri Foulquier,31,2000000.0,2024
Djené,33,2000000.0,2024
Enzo Loiodice,24,2000000.0,2024
Gerard Gumbau,30,2000000.0,2024
Hugo Novoa,22,2000000.0,2024
Javi Sánchez,27,2000000.0,2024
Jiri Letacek,26,2000000.0,2024
Jon Martín,18,2000000.0,2024
José Gragera,24,2000000.0,2024
Joseph Aidoo,29,2000000.0,2024
Juan Berrocal,26,2000000.0,2024
Luis Pérez,30,2000000.0,2024
Luis Rioja,31,2000000.0,2024
Marvin Park,24,2000000.0,2024
Miguel de la Fuente,25,2000000.0,2024
Mouctar Diakhaby,28,2000000.0,2024
Moussa Diarra,24,2000000.0,2024
Munir El Haddadi,29,2000000.0,2024
Pathé Ciss,30,2000000.0,2024
Pedro Díaz,26,2000000.0,2024
Pep Chavarría,26,2000000.0,2024
Peter Federico,22,2000000.0,2024
Rubén García,31,2000000.0,2024
Santiago Mouriño,23,2000000.0,2024
William Carvalho,32,2000000.0,2024
Youssouf Sabaly,32,2000000.0,2024
Adrià Altimira,23,1800000.0,2024
Borna Barisic,32,1800000.0,2024
Cédric Bakambu,33,1800000.0,2024
Cenk Özkacar,24,1800000.0,2024
César Azpilicueta,35,1800000.0,2024
Dani Cárdenas,27,1800000.0,2024
Dani Raba,29,1800000.0,2024
Iker Losada,23,1800000.0,2024
Javier Manquillo,30,1800000.0,2024
