"Season","Player_URL","comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro"
"2022","https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987","Bundesliga","Europe","Germany",2022,"Bayern Munich","18","Marcel Sabitzer","Central Midfield",1994-03-17,29,"Austria","Borussia Dortmund","1.78","right","2021-08-30","RB Leipzig",NA,2e+07
"2022","https://www.transfermarkt.com/mathys-tel/profil/spieler/801734","Bundesliga","Europe","Germany",2022,"Bayern Munich","39","Mathys Tel","Centre-Forward",2005-04-27,18,"France","Tottenham Hotspur","1.83","right","2022-07-26","Stade Rennais FC",NA,2e+07
"2022","https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657","Bundesliga","Europe","Germany",2022,"SC Freiburg","3","Philipp Lienhart","Centre-Back",1996-07-11,26,"Austria","SC Freiburg","1.89","right","2018-07-01","Real Madrid",NA,2e+07
"2022","https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","25","Ramy Bensebaini","Left-Back",1995-04-16,28,"Algeria","Borussia Dortmund","1.87","left","2019-08-14","Stade Rennais FC",NA,2e+07
"2022","https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","13","Raphaël Guerreiro","Left-Back",1993-12-22,29,"Portugal","Bayern Munich","1.7","left","2016-07-01","FC Lorient",NA,2e+07
"2022","https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057","Bundesliga","Europe","Germany",2022,"Bayer 04 Leverkusen","23","Adam Hlozek","Second Striker",2002-07-25,20,"Czech Republic","TSG 1899 Hoffenheim","1.88","right","2022-07-01","AC Sparta Prague",NA,1.8e+07
"2022","https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977","Bundesliga","Europe","Germany",2022,"TSG 1899 Hoffenheim","-","Georginio Rutter","Centre-Forward",2002-04-20,21,"France","Brighton & Hove Albion","1.82","left","2021-02-01","Stade Rennais FC",NA,1.8e+07
"2022","https://www.transfermarkt.com/matthias-ginter/profil/spieler/124502","Bundesliga","Europe","Germany",2022,"SC Freiburg","28","Matthias Ginter","Centre-Back",1994-01-19,29,"Germany","SC Freiburg","1.89","right","2022-07-01","Borussia Mönchengladbach",NA,1.8e+07
"2022","https://www.transfermarkt.com/mattias-svanberg/profil/spieler/342405","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","32","Mattias Svanberg","Central Midfield",1999-01-05,24,"Sweden","VfL Wolfsburg","1.85","right","2022-07-16","Bologna FC 1909",NA,1.8e+07
"2022","https://www.transfermarkt.com/nico-elvedi/profil/spieler/192635","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","30","Nico Elvedi","Centre-Back",1996-09-30,26,"Switzerland","Borussia Mönchengladbach","1.89","right","2015-07-01","FC Zürich",NA,1.8e+07
"2022","https://www.transfermarkt.com/odilon-kossounou/profil/spieler/644771","Bundesliga","Europe","Germany",2022,"Bayer 04 Leverkusen","6","Odilon Kossounou","Centre-Back",2001-01-04,22,"Cote d'Ivoire","Atalanta BC","1.91","right","2021-07-22","Club Brugge KV",NA,1.8e+07
"2022","https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","39","Patrick Wimmer","Right Winger",2001-05-30,22,"Austria","VfL Wolfsburg","1.82","right","2022-07-01","Arminia Bielefeld",NA,1.8e+07
"2022","https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504","Bundesliga","Europe","Germany",2022,"SC Freiburg","42","Ritsu Doan","Right Winger",1998-06-16,25,"Japan","SC Freiburg","1.72","left","2022-07-05","PSV Eindhoven",NA,1.8e+07
"2022","https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008","Bundesliga","Europe","Germany",2022,"RB Leipzig","8","Amadou Haidara","Central Midfield",1998-01-31,25,"Mali","RB Leipzig","1.78","right","2019-01-01","Red Bull Salzburg",NA,1.7e+07
"2022","https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047","Bundesliga","Europe","Germany",2022,"1.FC Union Berlin","5","Danilho Doekhi","Centre-Back",1998-06-30,25,"Netherlands","1.FC Union Berlin","1.9","right","2022-07-01","Vitesse Arnhem",NA,1.7e+07
"2022","https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","4","Maxence Lacroix","Centre-Back",2000-04-06,23,"France","Crystal Palace","1.9","right","2020-08-25","FC Sochaux-Montbéliard",NA,1.7e+07
"2022","https://www.transfermarkt.com/sheraldo-becker/profil/spieler/188888","Bundesliga","Europe","Germany",2022,"1.FC Union Berlin","27","Sheraldo Becker","Left Winger",1995-02-09,28,"Suriname","Real Sociedad","1.8","right","2019-07-01","ADO Den Haag",NA,1.7e+07
"2022","https://www.transfermarkt.com/jordan-beyer/profil/spieler/403898","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","-","Jordan Beyer","Centre-Back",2000-05-19,23,"Germany","Burnley FC","1.87","right","2018-07-01","Borussia Mönchengladbach U19",NA,1.6e+07
"2022","https://www.transfermarkt.com/andre-silva/profil/spieler/198008","Bundesliga","Europe","Germany",2022,"RB Leipzig","19","André Silva","Centre-Forward",1995-11-06,27,"Portugal","SV Werder Bremen","1.86","right","2021-07-02","Eintracht Frankfurt",NA,1.5e+07
"2022","https://www.transfermarkt.com/anton-stach/profil/spieler/344069","Bundesliga","Europe","Germany",2022,"1.FSV Mainz 05","6","Anton Stach","Defensive Midfield",1998-11-15,24,"Germany","TSG 1899 Hoffenheim","1.94","right","2021-07-31","SpVgg Greuther Fürth",NA,1.5e+07
"2022","https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591","Bundesliga","Europe","Germany",2022,"RB Leipzig","39","Benjamin Henrichs","Right-Back",1997-02-23,26,"Germany","RB Leipzig","1.85","right","2021-07-01","AS Monaco",NA,1.5e+07
"2022","https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768","Bundesliga","Europe","Germany",2022,"Bayer 04 Leverkusen","17","Callum Hudson-Odoi","Left Winger",2000-11-07,22,"England","Nottingham Forest","1.78","right","2022-08-30","Chelsea FC",NA,1.5e+07
"2022","https://www.transfermarkt.com/diogo-leite/profil/spieler/357156","Bundesliga","Europe","Germany",2022,"1.FC Union Berlin","4","Diogo Leite","Centre-Back",1999-01-23,24,"Portugal","1.FC Union Berlin","1.9","left","2023-07-01","FC Porto",NA,1.5e+07
"2022","https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","22","Felix Nmecha","Central Midfield",2000-10-10,22,"Germany","Borussia Dortmund","1.9","right","2021-07-21","Manchester City U23",NA,1.5e+07
"2022","https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912","Bundesliga","Europe","Germany",2022,"VfB Stuttgart","5","Konstantinos Mavropanos","Centre-Back",1997-12-11,25,"Greece","West Ham United","1.94","right","2022-07-01","Arsenal FC",NA,1.5e+07
"2022","https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567","Bundesliga","Europe","Germany",2022,"VfB Stuttgart","-","Sasa Kalajdzic","Centre-Forward",1997-07-07,25,"Austria","Wolverhampton Wanderers","2","right","2019-07-05","FC Admira Wacker Mödling",NA,1.5e+07
"2022","https://www.transfermarkt.com/tuta/profil/spieler/546213","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","35","Tuta","Centre-Back",1999-07-04,23,"Brazil","Eintracht Frankfurt","1.85","right","2019-01-31","São Paulo FC U20",NA,1.5e+07
"2022","https://www.transfermarkt.com/david-raum/profil/spieler/318204","Bundesliga","Europe","Germany",2022,"RB Leipzig","22","David Raum","Left-Back",1998-04-22,25,"Germany","RB Leipzig","1.81","left","2022-07-31","TSG 1899 Hoffenheim",NA,1.4e+07
"2022","https://www.transfermarkt.com/emre-can/profil/spieler/119296","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","23","Emre Can","Defensive Midfield",1994-01-12,29,"Germany","Borussia Dortmund","1.86","right","2020-07-01","Juventus FC",NA,1.4e+07
"2022","https://www.transfermarkt.com/jamie-gittens/profil/spieler/670882","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","43","Jamie Gittens","Left Winger",2004-08-08,18,"England","Borussia Dortmund","1.78","right","2022-07-01","Borussia Dortmund U19",NA,1.4e+07
"2022","https://www.transfermarkt.com/jonas-wind/profil/spieler/391004","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","23","Jonas Wind","Centre-Forward",1999-02-07,24,"Denmark","VfL Wolfsburg","1.9","right","2022-01-31","FC Copenhagen",NA,1.4e+07
"2022","https://www.transfermarkt.com/leandro-barreiro/profil/spieler/357233","Bundesliga","Europe","Germany",2022,"1.FSV Mainz 05","8","Leandro Barreiro","Central Midfield",2000-01-03,23,"Luxembourg","SL Benfica","1.74","right","2018-07-01","1.FSV Mainz 05 U19",NA,1.4e+07
"2022","https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","27","Maximilian Arnold","Central Midfield",1994-05-27,29,"Germany","VfL Wolfsburg","1.84","left","2012-01-01","VfL Wolfsburg U19",NA,1.4e+07
"2022","https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541","Bundesliga","Europe","Germany",2022,"VfB Stuttgart","9","Serhou Guirassy","Centre-Forward",1996-03-12,27,"Guinea","Borussia Dortmund","1.87","right","2023-07-01","Stade Rennais FC",NA,1.4e+07
"2022","https://www.transfermarkt.com/stefan-posch/profil/spieler/223974","Bundesliga","Europe","Germany",2022,"TSG 1899 Hoffenheim","-","Stefan Posch","Centre-Back",1997-05-14,26,"Austria","Atalanta BC","1.9","right","2017-07-01","TSG 1899 Hoffenheim II",NA,1.4e+07
"2022","https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587","Bundesliga","Europe","Germany",2022,"1.FC Köln","28","Ellyes Skhiri","Defensive Midfield",1995-05-10,28,"Tunisia","Eintracht Frankfurt","1.85","right","2019-07-29","Montpellier HSC",NA,1.3e+07
"2022","https://www.transfermarkt.com/jonas-hofmann/profil/spieler/7161","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","23","Jonas Hofmann","Attacking Midfield",1992-07-14,30,"Germany","Bayer 04 Leverkusen","1.76","right","2016-01-01","Borussia Dortmund",NA,1.3e+07
"2022","https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","26","Julian Ryerson","Right-Back",1997-11-17,25,"Norway","Borussia Dortmund","1.83","right","2023-01-17","1.FC Union Berlin",NA,1.3e+07
"2022","https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489","Bundesliga","Europe","Germany",2022,"SV Werder Bremen","11","Niclas Füllkrug","Centre-Forward",1993-02-09,30,"Germany","West Ham United","1.89","right","2019-07-01","Hannover 96",NA,1.3e+07
"2022","https://www.transfermarkt.com/ridle-baku/profil/spieler/327251","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","20","Ridle Baku","Right-Back",1998-04-08,25,"Germany","RB Leipzig","1.76","right","2020-10-01","1.FSV Mainz 05",NA,1.3e+07
"2022","https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","6","Salih Özcan","Defensive Midfield",1998-01-11,25,"Türkiye","Borussia Dortmund","1.83","right","2022-07-01","1.FC Köln",NA,1.3e+07
"2022","https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407","Bundesliga","Europe","Germany",2022,"RB Leipzig","-","Alexander Sørloth","Centre-Forward",1995-12-05,27,"Norway","Atlético de Madrid","1.95","left","2020-09-22","Crystal Palace",NA,1.2e+07
"2022","https://www.transfermarkt.com/angelino/profil/spieler/277179","Bundesliga","Europe","Germany",2022,"TSG 1899 Hoffenheim","11","Angeliño","Left-Back",1997-01-04,26,"Spain","AS Roma","1.71","left","2022-08-08","RB Leipzig",NA,1.2e+07
"2022","https://www.transfermarkt.com/borna-sosa/profil/spieler/293194","Bundesliga","Europe","Germany",2022,"VfB Stuttgart","24","Borna Sosa","Left Midfield",1998-01-21,25,"Croatia","Torino FC","1.87","left","2018-07-01","GNK Dinamo Zagreb",NA,1.2e+07
"2022","https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259","Bundesliga","Europe","Germany",2022,"Hertha BSC","14","Dodi Lukébakio","Right Winger",1997-09-24,25,"Belgium","Sevilla FC","1.87","left","2019-08-01","Watford FC",NA,1.2e+07
"2022","https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457","Bundesliga","Europe","Germany",2022,"FC Augsburg","9","Ermedin Demirovic","Centre-Forward",1998-03-25,25,"Bosnia-Herzegovina","VfB Stuttgart","1.85","right","2022-07-08","SC Freiburg",NA,1.2e+07
"2022","https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","32","Florian Neuhaus","Central Midfield",1997-03-16,26,"Germany","Borussia Mönchengladbach","1.85","right","2017-07-01","TSV 1860 Munich",NA,1.2e+07
"2022","https://www.transfermarkt.com/jakub-kaminski/profil/spieler/407098","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","16","Jakub Kaminski","Left Winger",2002-06-05,21,"Poland","VfL Wolfsburg","1.79","right","2022-07-01","Lech Poznan",NA,1.2e+07
"2022","https://www.transfermarkt.com/joe-scally/profil/spieler/504153","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","29","Joe Scally","Right-Back",2002-12-31,20,"United States","Borussia Mönchengladbach","1.84","right","2021-01-01","New York City FC",NA,1.2e+07
"2022","https://www.transfermarkt.com/josip-juranovic/profil/spieler/362977","Bundesliga","Europe","Germany",2022,"1.FC Union Berlin","18","Josip Juranovic","Right-Back",1995-08-16,27,"Croatia","1.FC Union Berlin","1.73","right","2023-01-22","Celtic FC",NA,1.2e+07
"2022","https://www.transfermarkt.com/josip-stanisic/profil/spieler/483046","Bundesliga","Europe","Germany",2022,"Bayern Munich","44","Josip Stanisic","Right-Back",2000-04-02,23,"Croatia","Bayern Munich","1.87","both","2021-08-01","FC Bayern Munich II",NA,1.2e+07
"2022","https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348","Bundesliga","Europe","Germany",2022,"SC Freiburg","25","Kiliann Sildillia","Right-Back",2002-05-16,21,"France","SC Freiburg","1.86","right","2021-07-01","SC Freiburg II",NA,1.2e+07
"2022","https://www.transfermarkt.com/ko-itakura/profil/spieler/355816","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","3","Ko Itakura","Centre-Back",1997-01-27,26,"Japan","Borussia Mönchengladbach","1.88","right","2022-07-02","Manchester City",NA,1.2e+07
"2022","https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599","Bundesliga","Europe","Germany",2022,"RB Leipzig","16","Lukas Klostermann","Centre-Back",1996-06-03,27,"Germany","RB Leipzig","1.89","right","2014-08-22","VfL Bochum",NA,1.2e+07
"2022","https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","10","Lukas Nmecha","Centre-Forward",1998-12-14,24,"Germany","VfL Wolfsburg","1.85","right","2021-07-16","Manchester City",NA,1.2e+07
"2022","https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","8","Mahmoud Dahoud","Central Midfield",1996-01-01,27,"Syria","Eintracht Frankfurt","1.78","right","2017-07-01","Borussia Mönchengladbach",NA,1.2e+07
"2022","https://www.transfermarkt.com/mario-gotze/profil/spieler/74842","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","27","Mario Götze","Attacking Midfield",1992-06-03,31,"Germany","Eintracht Frankfurt","1.76","right","2022-07-01","PSV Eindhoven",NA,1.2e+07
"2022","https://www.transfermarkt.com/mergim-berisha/profil/spieler/307924","Bundesliga","Europe","Germany",2022,"FC Augsburg","11","Mergim Berisha","Centre-Forward",1998-05-11,25,"Germany","FC Augsburg","1.88","right","2025-01-28","TSG 1899 Hoffenheim",NA,1.2e+07
"2022","https://www.transfermarkt.com/sardar-azmoun/profil/spieler/180337","Bundesliga","Europe","Germany",2022,"Bayer 04 Leverkusen","9","Sardar Azmoun","Centre-Forward",1995-01-01,28,"Iran","Shabab Al-Ahli Club","1.86","both","2022-01-30","Zenit St. Petersburg",NA,1.2e+07
"2022","https://www.transfermarkt.com/thomas-muller/profil/spieler/58358","Bundesliga","Europe","Germany",2022,"Bayern Munich","25","Thomas Müller","Second Striker",1989-09-13,33,"Germany","Bayern Munich","1.85","right","2009-07-01","FC Bayern Munich II",NA,1.2e+07
"2022","https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077","Bundesliga","Europe","Germany",2022,"SC Freiburg","32","Vincenzo Grifo","Left Winger",1993-04-07,30,"Italy","SC Freiburg","1.8","right","2019-09-02","TSG 1899 Hoffenheim",NA,1.2e+07
"2022","https://www.transfermarkt.com/robert-andrich/profil/spieler/159088","Bundesliga","Europe","Germany",2022,"Bayer 04 Leverkusen","8","Robert Andrich","Defensive Midfield",1994-09-22,28,"Germany","Bayer 04 Leverkusen","1.87","right","2021-08-16","1.FC Union Berlin",NA,1.1e+07
"2022","https://www.transfermarkt.com/abdou-diallo/profil/spieler/229005","Bundesliga","Europe","Germany",2022,"RB Leipzig","37","Abdou Diallo","Centre-Back",1996-05-04,27,"Senegal","Al-Arabi SC","1.86","left","2022-09-01","Paris Saint-Germain",NA,1e+07
"2022","https://www.transfermarkt.com/dejan-ljubicic/profil/spieler/287188","Bundesliga","Europe","Germany",2022,"1.FC Köln","7","Dejan Ljubicic","Defensive Midfield",1997-10-08,25,"Austria","1.FC Köln","1.87","right","2021-07-01","Rapid Vienna",NA,1e+07
"2022","https://www.transfermarkt.com/hiroki-ito/profil/spieler/353892","Bundesliga","Europe","Germany",2022,"VfB Stuttgart","21","Hiroki Ito","Centre-Back",1999-05-12,24,"Japan","Bayern Munich","1.88","left","2022-07-01","Júbilo Iwata",NA,1e+07
"2022","https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647","Bundesliga","Europe","Germany",2022,"1.FSV Mainz 05","29","Jonathan Burkardt","Centre-Forward",2000-07-11,22,"Germany","1.FSV Mainz 05","1.83","right","2018-07-01","1.FSV Mainz 05 U19",NA,1e+07
"2022","https://www.transfermarkt.com/julian-weigl/profil/spieler/196792","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","8","Julian Weigl","Defensive Midfield",1995-09-08,27,"Germany","Borussia Mönchengladbach","1.86","right","2023-07-01","SL Benfica",NA,1e+07
"2022","https://www.transfermarkt.com/junior-dina-ebimbe/profil/spieler/536482","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","26","Junior Dina Ebimbe","Right Midfield",2000-11-21,22,"France","Eintracht Frankfurt","1.84","right","2023-07-01","Paris Saint-Germain",NA,1e+07
"2022","https://www.transfermarkt.com/marius-wolf/profil/spieler/193900","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","17","Marius Wolf","Right-Back",1995-05-27,28,"Germany","FC Augsburg","1.88","right","2018-07-02","Eintracht Frankfurt",NA,1e+07
"2022","https://www.transfermarkt.com/mark-flekken/profil/spieler/125714","Bundesliga","Europe","Germany",2022,"SC Freiburg","26","Mark Flekken","Goalkeeper",1993-06-13,30,"Netherlands","Brentford FC","1.95","both","2018-07-01","MSV Duisburg",NA,1e+07
"2022","https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284","Bundesliga","Europe","Germany",2022,"SC Freiburg","8","Maximilian Eggestein","Central Midfield",1996-12-08,26,"Germany","SC Freiburg","1.81","right","2021-08-18","SV Werder Bremen",NA,1e+07
"2022","https://www.transfermarkt.com/naouirou-ahamada/profil/spieler/538971","Bundesliga","Europe","Germany",2022,"VfB Stuttgart","-","Naouirou Ahamada","Central Midfield",2002-03-29,21,"France","Stade Rennais FC","1.83","right","2021-07-01","Juventus U23",NA,1e+07
"2022","https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260","Bundesliga","Europe","Germany",2022,"TSG 1899 Hoffenheim","5","Ozan Kabak","Centre-Back",2000-03-25,23,"Türkiye","TSG 1899 Hoffenheim","1.87","right","2022-07-23","FC Schalke 04",NA,1e+07
"2022","https://www.transfermarkt.com/rani-khedira/profil/spieler/124410","Bundesliga","Europe","Germany",2022,"1.FC Union Berlin","8","Rani Khedira","Defensive Midfield",1994-01-27,29,"Germany","1.FC Union Berlin","1.89","right","2021-07-01","FC Augsburg",NA,1e+07
"2022","https://www.transfermarkt.com/roland-sallai/profil/spieler/332798","Bundesliga","Europe","Germany",2022,"SC Freiburg","22","Roland Sallai","Right Winger",1997-05-22,26,"Hungary","Galatasaray","1.83","right","2018-08-31","APOEL Nicosia",NA,1e+07
"2022","https://www.transfermarkt.com/willi-orban/profil/spieler/93740","Bundesliga","Europe","Germany",2022,"RB Leipzig","4","Willi Orbán","Centre-Back",1992-11-03,30,"Hungary","RB Leipzig","1.86","right","2015-07-01","1.FC Kaiserslautern",NA,1e+07
"2022","https://www.transfermarkt.com/angelo-fulgini/profil/spieler/250013","Bundesliga","Europe","Germany",2022,"1.FSV Mainz 05","-","Angelo Fulgini","Attacking Midfield",1996-08-20,26,"France","RC Lens","1.82","right","2022-07-12","Angers SCO",NA,9e+06
"2022","https://www.transfermarkt.com/eric-martel/profil/spieler/597000","Bundesliga","Europe","Germany",2022,"1.FC Köln","6","Eric Martel","Defensive Midfield",2002-04-29,21,"Germany","1.FC Köln","1.88","right","2022-07-01","RB Leipzig",NA,9e+06
"2022","https://www.transfermarkt.com/jonas-omlin/profil/spieler/247915","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","1","Jonas Omlin","Goalkeeper",1994-01-10,29,"Switzerland","Borussia Mönchengladbach","1.9","right","2023-01-19","Montpellier HSC",NA,9e+06
"2022","https://www.transfermarkt.com/joshua-zirkzee/profil/spieler/435648","Bundesliga","Europe","Germany",2022,"Bayern Munich","32","Joshua Zirkzee","Centre-Forward",2001-05-22,22,"Netherlands","Manchester United","1.93","right","2020-07-01","FC Bayern Munich II",NA,9e+06
"2022","https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948","Bundesliga","Europe","Germany",2022,"Hertha BSC","29","Lucas Tousart","Defensive Midfield",1997-04-29,26,"France","1.FC Union Berlin","1.84","right","2020-01-27","Olympique Lyon",NA,9e+06
"2022","https://www.transfermarkt.com/ludovic-ajorque/profil/spieler/283994","Bundesliga","Europe","Germany",2022,"1.FSV Mainz 05","17","Ludovic Ajorque","Centre-Forward",1994-02-25,29,"France","Stade Brestois 29","1.96","left","2023-01-24","RC Strasbourg Alsace",NA,9e+06
"2022","https://www.transfermarkt.com/mitchel-bakker/profil/spieler/361065","Bundesliga","Europe","Germany",2022,"Bayer 04 Leverkusen","5","Mitchel Bakker","Left-Back",2000-06-20,23,"Netherlands","LOSC Lille","1.89","left","2021-07-12","Paris Saint-Germain",NA,9e+06
"2022","https://www.transfermarkt.com/rafael-borre/profil/spieler/323831","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","19","Rafael Borré","Centre-Forward",1995-09-15,27,"Colombia","Sport Club Internacional","1.74","right","2021-07-05","CA River Plate",NA,9e+06
"2022","https://www.transfermarkt.com/ricardo-pepi/profil/spieler/627207","Bundesliga","Europe","Germany",2022,"FC Augsburg","-","Ricardo Pepi","Centre-Forward",2003-01-09,20,"United States","PSV Eindhoven","1.85","right","2022-01-03","FC Dallas",NA,9e+06
"2022","https://www.transfermarkt.com/anthony-caci/profil/spieler/453016","Bundesliga","Europe","Germany",2022,"1.FSV Mainz 05","19","Anthony Caci","Right Midfield",1997-07-01,25,"France","1.FSV Mainz 05","1.84","right","2022-07-01","RC Strasbourg Alsace",NA,8500000
"2022","https://www.transfermarkt.com/aster-vranckx/profil/spieler/503881","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","-","Aster Vranckx","Central Midfield",2002-10-04,20,"Belgium","VfL Wolfsburg","1.83","right","2021-07-01","KV Mechelen",NA,8500000
"2022","https://www.transfermarkt.com/felix-uduokhai/profil/spieler/278343","Bundesliga","Europe","Germany",2022,"FC Augsburg","19","Felix Uduokhai","Centre-Back",1997-09-09,25,"Germany","Besiktas JK","1.93","left","2020-07-01","VfL Wolfsburg",NA,8500000
"2022","https://www.transfermarkt.com/julien-duranville/profil/spieler/819215","Bundesliga","Europe","Germany",2022,"Borussia Dortmund","16","Julien Duranville","Left Winger",2006-05-05,17,"Belgium","Borussia Dortmund","1.73","right","2023-01-27","RSC Anderlecht",NA,8500000
"2022","https://www.transfermarkt.com/kevin-trapp/profil/spieler/45672","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","1","Kevin Trapp","Goalkeeper",1990-07-08,32,"Germany","Eintracht Frankfurt","1.89","right","2019-08-07","Paris Saint-Germain",NA,8500000
"2022","https://www.transfermarkt.com/sebastiaan-bornauw/profil/spieler/338629","Bundesliga","Europe","Germany",2022,"VfL Wolfsburg","3","Sebastiaan Bornauw","Centre-Back",1999-03-22,24,"Belgium","VfL Wolfsburg","1.91","right","2021-07-16","1.FC Köln",NA,8500000
"2022","https://www.transfermarkt.com/timo-hubers/profil/spieler/236981","Bundesliga","Europe","Germany",2022,"1.FC Köln","4","Timo Hübers","Centre-Back",1996-07-20,26,"Germany","1.FC Köln","1.9","right","2021-07-01","Hannover 96",NA,8500000
"2022","https://www.transfermarkt.com/alassane-plea/profil/spieler/167329","Bundesliga","Europe","Germany",2022,"Borussia Mönchengladbach","14","Alassane Pléa","Centre-Forward",1993-03-10,30,"France","Borussia Mönchengladbach","1.81","right","2018-07-13","OGC Nice",NA,8e+06
"2022","https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580","Bundesliga","Europe","Germany",2022,"TSG 1899 Hoffenheim","27","Andrej Kramaric","Attacking Midfield",1991-06-19,32,"Croatia","TSG 1899 Hoffenheim","1.77","right","2016-07-01","Leicester City",NA,8e+06
"2022","https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","36","Ansgar Knauff","Right Winger",2002-01-10,21,"Germany","Eintracht Frankfurt","1.8","right","2023-07-01","Borussia Dortmund",NA,8e+06
"2022","https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039","Bundesliga","Europe","Germany",2022,"Eintracht Frankfurt","24","Aurélio Buta","Right-Back",1997-02-10,26,"Portugal","Stade Reims","1.72","right","2022-07-01","Royal Antwerp FC",NA,8e+06
"2022","https://www.transfermarkt.com/daniel-kofi-kyereh/profil/spieler/272587","Bundesliga","Europe","Germany",2022,"SC Freiburg","11","Daniel-Kofi Kyereh","Attacking Midfield",1996-03-08,27,"Ghana","SC Freiburg","1.79","right","2022-07-01","FC St. Pauli",NA,8e+06
"2022","https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309","Bundesliga","Europe","Germany",2022,"TSG 1899 Hoffenheim","8","Dennis Geiger","Central Midfield",1998-06-10,25,"Germany","TSG 1899 Hoffenheim","1.73","right","2016-07-01","TSG 1899 Hoffenheim U19",NA,8e+06
"2022","https://www.transfermarkt.com/erhan-masovic/profil/spieler/343959","Bundesliga","Europe","Germany",2022,"VfL Bochum","4","Erhan Masovic","Centre-Back",1998-11-22,24,"Serbia","VfL Bochum","1.89","both","2020-10-05","Club Brugge KV",NA,8e+06
