"Season","Player_URL","comp_name","region","country","season_start_year","squad","player_num","player_name","player_position","player_dob","player_age","player_nationality","current_club","player_height_mtrs","player_foot","date_joined","joined_from","contract_expiry","player_market_value_euro"
"2020","https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967","Bundesliga","Europe","Germany",2020,"RB Leipzig","27","Konrad Laimer","Central Midfield",1997-05-27,24,"Austria","Bayern Munich","1.8","right","2017-07-01","Red Bull Salzburg",NA,2.6e+07
"2020","https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141","Bundesliga","Europe","Germany",2020,"Eintracht Frankfurt","15","Daichi Kamada","Attacking Midfield",1996-08-05,24,"Japan","Crystal Palace","1.8","right","2017-07-01","Sagan Tosu",NA,2.5e+07
"2020","https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276","Bundesliga","Europe","Germany",2020,"RB Leipzig","17","Dominik Szoboszlai","Central Midfield",2000-10-25,20,"Hungary","Liverpool FC","1.87","right","2021-01-01","Red Bull Salzburg",NA,2.5e+07
"2020","https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026","Bundesliga","Europe","Germany",2020,"RB Leipzig","22","Nordi Mukiele","Right-Back",1997-11-01,23,"France","Bayer 04 Leverkusen","1.87","right","2018-07-01","Montpellier HSC",NA,2.5e+07
"2020","https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260","Bundesliga","Europe","Germany",2020,"FC Schalke 04","-","Ozan Kabak","Centre-Back",2000-03-25,21,"Türkiye","TSG 1899 Hoffenheim","1.87","right","2019-07-01","VfB Stuttgart",NA,2.5e+07
"2020","https://www.transfermarkt.com/ridle-baku/profil/spieler/327251","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","20","Ridle Baku","Right-Back",1998-04-08,23,"Germany","RB Leipzig","1.76","right","2020-10-01","1.FSV Mainz 05",NA,2.5e+07
"2020","https://www.transfermarkt.com/silas/profil/spieler/612826","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","14","Silas","Right Winger",1998-10-06,22,"DR Congo","Red Star Belgrade","1.89","right","2019-08-13","Paris FC",NA,2.5e+07
"2020","https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008","Bundesliga","Europe","Germany",2020,"RB Leipzig","8","Amadou Haidara","Central Midfield",1998-01-31,23,"Mali","RB Leipzig","1.78","right","2019-01-01","Red Bull Salzburg",NA,2.4e+07
"2020","https://www.transfermarkt.com/patrik-schick/profil/spieler/242086","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","14","Patrik Schick","Centre-Forward",1996-01-24,25,"Czech Republic","Bayer 04 Leverkusen","1.91","left","2020-09-08","AS Roma",NA,2.3e+07
"2020","https://www.transfermarkt.com/alassane-plea/profil/spieler/167329","Bundesliga","Europe","Germany",2020,"Borussia Mönchengladbach","14","Alassane Pléa","Centre-Forward",1993-03-10,28,"France","Borussia Mönchengladbach","1.81","right","2018-07-13","OGC Nice",NA,2.2e+07
"2020","https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","14","Christoph Baumgartner","Attacking Midfield",1999-08-01,21,"Austria","RB Leipzig","1.8","right","2019-01-15","TSG 1899 Hoffenheim II",NA,2.2e+07
"2020","https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","4","Jonathan Tah","Centre-Back",1996-02-11,25,"Germany","Bayer 04 Leverkusen","1.95","right","2015-07-16","Hamburger SV",NA,2.2e+07
"2020","https://www.transfermarkt.com/nico-gonzalez/profil/spieler/486031","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","22","Nico González","Right Winger",1998-04-06,23,"Argentina","Juventus FC","1.8","left","2018-07-10","AA Argentinos Juniors",NA,2.2e+07
"2020","https://www.transfermarkt.com/orel-mangala/profil/spieler/289592","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","23","Orel Mangala","Defensive Midfield",1998-03-18,23,"Belgium","Everton FC","1.78","right","2017-07-01","RSC Anderlecht U21",NA,2.2e+07
"2020","https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732","Bundesliga","Europe","Germany",2020,"Borussia Mönchengladbach","25","Ramy Bensebaini","Left-Back",1995-04-16,26,"Algeria","Borussia Dortmund","1.87","left","2019-08-14","Stade Rennais FC",NA,2.2e+07
"2020","https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","9","Sasa Kalajdzic","Centre-Forward",1997-07-07,23,"Austria","Wolverhampton Wanderers","2","right","2019-07-05","FC Admira Wacker Mödling",NA,2.2e+07
"2020","https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635","Bundesliga","Europe","Germany",2020,"RB Leipzig","9","Yussuf Poulsen","Centre-Forward",1994-06-15,27,"Denmark","RB Leipzig","1.92","right","2013-07-04","Lyngby Boldklub",NA,2.1e+07
"2020","https://www.transfermarkt.com/corentin-tolisso/profil/spieler/190393","Bundesliga","Europe","Germany",2020,"Bayern Munich","24","Corentin Tolisso","Central Midfield",1994-08-03,26,"France","Olympique Lyon","1.81","right","2017-07-01","Olympique Lyon",NA,2e+07
"2020","https://www.transfermarkt.com/emil-forsberg/profil/spieler/111078","Bundesliga","Europe","Germany",2020,"RB Leipzig","10","Emil Forsberg","Left Winger",1991-10-23,29,"Sweden","New York Red Bulls","1.77","right","2015-01-07","Malmö FF",NA,2e+07
"2020","https://www.transfermarkt.com/julian-brandt/profil/spieler/187492","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","19","Julian Brandt","Attacking Midfield",1996-05-02,25,"Germany","Borussia Dortmund","1.85","right","2019-07-01","Bayer 04 Leverkusen",NA,2e+07
"2020","https://www.transfermarkt.com/lucas-alario/profil/spieler/193782","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","13","Lucas Alario","Centre-Forward",1992-10-08,28,"Argentina","Club Estudiantes de La Plata","1.85","right","2017-08-31","CA River Plate",NA,2e+07
"2020","https://www.transfermarkt.com/luka-jovic/profil/spieler/257462","Bundesliga","Europe","Germany",2020,"Eintracht Frankfurt","9","Luka Jović","Centre-Forward",1997-12-23,23,"Serbia","AC Milan","1.82","right","2021-01-14","Real Madrid",NA,2e+07
"2020","https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830","Bundesliga","Europe","Germany",2020,"Hertha BSC","8","Mattéo Guendouzi","Central Midfield",1999-04-14,22,"France","SS Lazio","1.85","right","2020-10-05","Arsenal FC",NA,2e+07
"2020","https://www.transfermarkt.com/tyler-adams/profil/spieler/332705","Bundesliga","Europe","Germany",2020,"RB Leipzig","14","Tyler Adams","Defensive Midfield",1999-02-14,22,"United States","AFC Bournemouth","1.75","right","2019-01-01","New York Red Bulls",NA,2e+07
"2020","https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","27","Maximilian Arnold","Central Midfield",1994-05-27,27,"Germany","VfL Wolfsburg","1.84","left","2012-01-01","VfL Wolfsburg U19",NA,1.9e+07
"2020","https://www.transfermarkt.com/dan-axel-zagadou/profil/spieler/344598","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","5","Dan-Axel Zagadou","Centre-Back",1999-06-03,22,"France","VfB Stuttgart","1.96","left","2017-07-01","Paris Saint-Germain B",NA,1.8e+07
"2020","https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","11","Florian Grillitsch","Defensive Midfield",1995-08-07,25,"Austria","Real Valladolid CF","1.87","right","2023-07-01","Ajax Amsterdam",NA,1.8e+07
"2020","https://www.transfermarkt.com/kerem-demirbay/profil/spieler/125858","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","10","Kerem Demirbay","Central Midfield",1993-07-03,27,"Germany","Galatasaray","1.83","left","2019-07-01","TSG 1899 Hoffenheim",NA,1.8e+07
"2020","https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259","Bundesliga","Europe","Germany",2020,"Bayern Munich","1","Manuel Neuer","Goalkeeper",1986-03-27,35,"Germany","Bayern Munich","1.93","right","2011-07-01","FC Schalke 04",NA,1.8e+07
"2020","https://www.transfermarkt.com/martin-hinteregger/profil/spieler/85789","Bundesliga","Europe","Germany",2020,"Eintracht Frankfurt","13","Martin Hinteregger","Centre-Back",1992-09-07,28,"Austria","SK Austria Klagenfurt","1.84","left","2019-08-01","FC Augsburg",NA,1.8e+07
"2020","https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","11","Nadiem Amiri","Central Midfield",1996-10-27,24,"Germany","1.FSV Mainz 05","1.8","right","2019-07-30","TSG 1899 Hoffenheim",NA,1.8e+07
"2020","https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","17","Ryan Sessegnon","Left-Back",2000-05-18,21,"England","Fulham FC","1.78","left","2020-10-05","Tottenham Hotspur",NA,1.8e+07
"2020","https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","18","Youssoufa Moukoko","Centre-Forward",2004-11-20,16,"Germany","OGC Nice","1.79","left","2020-07-29","Borussia Dortmund U19",NA,1.8e+07
"2020","https://www.transfermarkt.com/davy-klaassen/profil/spieler/182932","Bundesliga","Europe","Germany",2020,"SV Werder Bremen","30","Davy Klaassen","Central Midfield",1993-02-21,28,"Netherlands","Ajax Amsterdam","1.79","right","2018-07-27","Everton FC",NA,1.7e+07
"2020","https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407","Bundesliga","Europe","Germany",2020,"RB Leipzig","19","Alexander Sørloth","Centre-Forward",1995-12-05,25,"Norway","Atlético de Madrid","1.95","left","2020-09-22","Crystal Palace",NA,1.6e+07
"2020","https://www.transfermarkt.com/borna-sosa/profil/spieler/293194","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","24","Borna Sosa","Left Midfield",1998-01-21,23,"Croatia","Torino FC","1.87","left","2018-07-01","GNK Dinamo Zagreb",NA,1.6e+07
"2020","https://www.transfermarkt.com/breel-embolo/profil/spieler/237662","Bundesliga","Europe","Germany",2020,"Borussia Mönchengladbach","36","Breel Embolo","Centre-Forward",1997-02-14,24,"Switzerland","AS Monaco","1.87","right","2019-07-01","FC Schalke 04",NA,1.6e+07
"2020","https://www.transfermarkt.com/felix-uduokhai/profil/spieler/278343","Bundesliga","Europe","Germany",2020,"FC Augsburg","19","Felix Uduokhai","Centre-Back",1997-09-09,23,"Germany","Besiktas JK","1.93","left","2020-07-01","VfL Wolfsburg",NA,1.6e+07
"2020","https://www.transfermarkt.com/ihlas-bebou/profil/spieler/237164","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","9","Ihlas Bebou","Centre-Forward",1994-04-23,27,"Togo","TSG 1899 Hoffenheim","1.85","right","2019-07-01","Hannover 96",NA,1.6e+07
"2020","https://www.transfermarkt.com/jeremiah-st-juste/profil/spieler/288253","Bundesliga","Europe","Germany",2020,"1.FSV Mainz 05","4","Jeremiah St. Juste","Centre-Back",1996-10-19,24,"Netherlands","Sporting CP","1.86","right","2019-08-07","Feyenoord Rotterdam",NA,1.6e+07
"2020","https://www.transfermarkt.com/jonas-hofmann/profil/spieler/7161","Bundesliga","Europe","Germany",2020,"Borussia Mönchengladbach","23","Jonas Hofmann","Attacking Midfield",1992-07-14,28,"Germany","Bayer 04 Leverkusen","1.76","right","2016-01-01","Borussia Dortmund",NA,1.6e+07
"2020","https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948","Bundesliga","Europe","Germany",2020,"Hertha BSC","29","Lucas Tousart","Defensive Midfield",1997-04-29,24,"France","1.FC Union Berlin","1.84","right","2020-01-27","Olympique Lyon",NA,1.6e+07
"2020","https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","8","Mahmoud Dahoud","Central Midfield",1996-01-01,25,"Syria","Eintracht Frankfurt","1.78","right","2017-07-01","Borussia Mönchengladbach",NA,1.6e+07
"2020","https://www.transfermarkt.com/reinier/profil/spieler/627226","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","20","Reinier","Attacking Midfield",2002-01-19,19,"Brazil","Granada CF","1.85","right","2020-08-19","Real Madrid",NA,1.6e+07
"2020","https://www.transfermarkt.com/willi-orban/profil/spieler/93740","Bundesliga","Europe","Germany",2020,"RB Leipzig","4","Willi Orbán","Centre-Back",1992-11-03,28,"Hungary","RB Leipzig","1.86","right","2015-07-01","1.FC Kaiserslautern",NA,1.6e+07
"2020","https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323","Bundesliga","Europe","Germany",2020,"SC Freiburg","8","Baptiste Santamaria","Defensive Midfield",1995-03-09,26,"France","OGC Nice","1.83","right","2020-09-17","Angers SCO",NA,1.5e+07
"2020","https://www.transfermarkt.com/djibril-sow/profil/spieler/212723","Bundesliga","Europe","Germany",2020,"Eintracht Frankfurt","8","Djibril Sow","Central Midfield",1997-02-06,24,"Switzerland","Sevilla FC","1.84","right","2019-07-01","BSC Young Boys",NA,1.5e+07
"2020","https://www.transfermarkt.com/jhon-cordoba/profil/spieler/185245","Bundesliga","Europe","Germany",2020,"Hertha BSC","15","Jhon Córdoba","Centre-Forward",1993-05-11,28,"Colombia","FC Krasnodar","1.88","right","2020-09-15","1.FC Köln",NA,1.5e+07
"2020","https://www.transfermarkt.com/krzysztof-piatek/profil/spieler/327757","Bundesliga","Europe","Germany",2020,"Hertha BSC","9","Krzysztof Piatek","Centre-Forward",1995-07-01,25,"Poland","Basaksehir FK","1.83","right","2020-01-30","AC Milan",NA,1.5e+07
"2020","https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200","Bundesliga","Europe","Germany",2020,"1.FSV Mainz 05","19","Moussa Niakhaté","Centre-Back",1996-03-08,25,"Senegal","Olympique Lyon","1.9","left","2018-07-07","FC Metz",NA,1.5e+07
"2020","https://www.transfermarkt.com/thomas-delaney/profil/spieler/91849","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","6","Thomas Delaney","Central Midfield",1991-09-03,29,"Denmark","FC Copenhagen","1.82","left","2018-07-01","SV Werder Bremen",NA,1.5e+07
"2020","https://www.transfermarkt.com/diadie-samassekou/profil/spieler/315604","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","18","Diadié Samassékou","Defensive Midfield",1996-01-11,25,"Mali","TSG 1899 Hoffenheim","1.77","right","2019-08-15","Red Bull Salzburg",NA,1.4e+07
"2020","https://www.transfermarkt.com/john-brooks/profil/spieler/124732","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","25","John Brooks","Centre-Back",1993-01-28,28,"United States","Hertha BSC","1.94","left","2017-07-01","Hertha BSC",NA,1.4e+07
"2020","https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659","Bundesliga","Europe","Germany",2020,"RB Leipzig","21","Justin Kluivert","Attacking Midfield",1999-05-05,22,"Netherlands","AFC Bournemouth","1.72","both","2020-10-05","AS Roma",NA,1.4e+07
"2020","https://www.transfermarkt.com/koen-casteels/profil/spieler/108880","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","1","Koen Casteels","Goalkeeper",1992-06-25,29,"Belgium","Al-Qadsiah FC","1.97","left","2015-01-21","TSG 1899 Hoffenheim",NA,1.4e+07
"2020","https://www.transfermarkt.com/marcel-halstenberg/profil/spieler/70243","Bundesliga","Europe","Germany",2020,"RB Leipzig","23","Marcel Halstenberg","Centre-Back",1991-09-27,29,"Germany","Hannover 96","1.88","left","2015-08-31","FC St. Pauli",NA,1.4e+07
"2020","https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657","Bundesliga","Europe","Germany",2020,"SC Freiburg","3","Philipp Lienhart","Centre-Back",1996-07-11,24,"Austria","SC Freiburg","1.89","right","2018-07-01","Real Madrid",NA,1.4e+07
"2020","https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259","Bundesliga","Europe","Germany",2020,"Hertha BSC","11","Dodi Lukébakio","Right Winger",1997-09-24,23,"Belgium","Sevilla FC","1.87","left","2019-08-01","Watford FC",NA,1.3e+07
"2020","https://www.transfermarkt.com/exequiel-palacios/profil/spieler/401578","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","25","Exequiel Palacios","Central Midfield",1998-10-05,22,"Argentina","Bayer 04 Leverkusen","1.78","right","2020-01-01","CA River Plate",NA,1.3e+07
"2020","https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","1","Gregor Kobel","Goalkeeper",1997-12-06,23,"Switzerland","Borussia Dortmund","1.96","right","2020-07-28","TSG 1899 Hoffenheim",NA,1.3e+07
"2020","https://www.transfermarkt.com/jean-philippe-mateta/profil/spieler/420002","Bundesliga","Europe","Germany",2020,"1.FSV Mainz 05","-","Jean-Philippe Mateta","Centre-Forward",1997-06-28,24,"France","Crystal Palace","1.92","right","2018-07-01","Olympique Lyon",NA,1.3e+07
"2020","https://www.transfermarkt.com/marco-reus/profil/spieler/35207","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","11","Marco Reus","Attacking Midfield",1989-05-31,32,"Germany","Los Angeles Galaxy","1.8","right","2012-07-01","Borussia Mönchengladbach",NA,1.3e+07
"2020","https://www.transfermarkt.com/paulinho/profil/spieler/428791","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","7","Paulinho","Left Winger",2000-07-15,20,"Brazil","Sociedade Esportiva Palmeiras","1.77","right","2018-07-16","Clube de Regatas Vasco da Gama",NA,1.3e+07
"2020","https://www.transfermarkt.com/peter-gulacsi/profil/spieler/57071","Bundesliga","Europe","Germany",2020,"RB Leipzig","1","Péter Gulácsi","Goalkeeper",1990-05-06,31,"Hungary","RB Leipzig","1.93","right","2015-07-01","Red Bull Salzburg",NA,1.3e+07
"2020","https://www.transfermarkt.com/roland-sallai/profil/spieler/332798","Bundesliga","Europe","Germany",2020,"SC Freiburg","22","Roland Sallai","Right Winger",1997-05-22,24,"Hungary","Galatasaray","1.83","right","2018-08-31","APOEL Nicosia",NA,1.3e+07
"2020","https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886","Bundesliga","Europe","Germany",2020,"FC Augsburg","16","Rubén Vargas","Left Winger",1998-08-05,22,"Switzerland","Sevilla FC","1.79","right","2019-07-01","FC Luzern",NA,1.3e+07
"2020","https://www.transfermarkt.com/stefan-posch/profil/spieler/223974","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","38","Stefan Posch","Centre-Back",1997-05-14,24,"Austria","Atalanta BC","1.9","right","2017-07-01","TSG 1899 Hoffenheim II",NA,1.3e+07
"2020","https://www.transfermarkt.com/stefan-lainer/profil/spieler/85791","Bundesliga","Europe","Germany",2020,"Borussia Mönchengladbach","18","Stefan Lainer","Right-Back",1992-08-27,28,"Austria","Borussia Mönchengladbach","1.75","right","2019-07-01","Red Bull Salzburg",NA,12500000
"2020","https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591","Bundesliga","Europe","Germany",2020,"RB Leipzig","39","Benjamin Henrichs","Right-Back",1997-02-23,24,"Germany","RB Leipzig","1.85","right","2021-07-01","AS Monaco",NA,1.2e+07
"2020","https://www.transfermarkt.com/christian-gunter/profil/spieler/93707","Bundesliga","Europe","Germany",2020,"SC Freiburg","30","Christian Günter","Left-Back",1993-02-28,28,"Germany","SC Freiburg","1.84","left","2012-07-01","SC Freiburg U19",NA,1.2e+07
"2020","https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457","Bundesliga","Europe","Germany",2020,"SC Freiburg","11","Ermedin Demirovic","Centre-Forward",1998-03-25,23,"Bosnia-Herzegovina","VfB Stuttgart","1.85","right","2020-08-05","Deportivo Alavés",NA,1.2e+07
"2020","https://www.transfermarkt.com/josip-brekalo/profil/spieler/293169","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","7","Josip Brekalo","Left Winger",1998-06-23,23,"Croatia","Kasimpasa","1.75","right","2016-07-01","GNK Dinamo Zagreb",NA,1.2e+07
"2020","https://www.transfermarkt.com/kevin-mbabu/profil/spieler/183321","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","19","Kevin Mbabu","Right-Back",1995-04-19,26,"Switzerland","FC Midtjylland","1.84","right","2019-07-01","BSC Young Boys",NA,1.2e+07
"2020","https://www.transfermarkt.com/mats-hummels/profil/spieler/39728","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","15","Mats Hummels","Centre-Back",1988-12-16,32,"Germany","AS Roma","1.91","right","2019-07-01","Bayern Munich",NA,1.2e+07
"2020","https://www.transfermarkt.com/sebastiaan-bornauw/profil/spieler/338629","Bundesliga","Europe","Germany",2020,"1.FC Köln","33","Sebastiaan Bornauw","Centre-Back",1999-03-22,22,"Belgium","VfL Wolfsburg","1.91","right","2019-08-06","RSC Anderlecht",NA,1.2e+07
"2020","https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","24","Thomas Meunier","Right-Back",1991-09-12,29,"Belgium","LOSC Lille","1.91","right","2020-07-01","Paris Saint-Germain",NA,1.2e+07
"2020","https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077","Bundesliga","Europe","Germany",2020,"SC Freiburg","32","Vincenzo Grifo","Left Winger",1993-04-07,28,"Italy","SC Freiburg","1.8","right","2019-09-02","TSG 1899 Hoffenheim",NA,1.2e+07
"2020","https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040","Bundesliga","Europe","Germany",2020,"RB Leipzig","-","Ademola Lookman","Second Striker",1997-10-20,23,"Nigeria","Atalanta BC","1.74","right","2019-07-25","Everton FC",NA,1.1e+07
"2020","https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246","Bundesliga","Europe","Germany",2020,"RB Leipzig","11","Hee-chan Hwang","Centre-Forward",1996-01-26,25,"Korea, South","Wolverhampton Wanderers","1.77","right","2020-07-15","Red Bull Salzburg",NA,1.1e+07
"2020","https://www.transfermarkt.com/leandro-barreiro/profil/spieler/357233","Bundesliga","Europe","Germany",2020,"1.FSV Mainz 05","35","Leandro Barreiro","Central Midfield",2000-01-03,21,"Luxembourg","SL Benfica","1.74","right","2018-07-01","1.FSV Mainz 05 U19",NA,1.1e+07
"2020","https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996","Bundesliga","Europe","Germany",2020,"Bayern Munich","23","Tanguy Nianzou","Centre-Back",2002-06-07,19,"France","Sevilla FC","1.91","right","2020-07-01","Paris Saint-Germain",NA,1.1e+07
"2020","https://www.transfermarkt.com/amin-younes/profil/spieler/96167","Bundesliga","Europe","Germany",2020,"Eintracht Frankfurt","32","Amin Younes","Left Winger",1993-08-06,27,"Germany","FC Schalke 04","1.68","right","2020-10-03","SSC Napoli",NA,1e+07
"2020","https://www.transfermarkt.com/amine-harit/profil/spieler/372711","Bundesliga","Europe","Germany",2020,"FC Schalke 04","25","Amine Harit","Attacking Midfield",1997-06-18,24,"Morocco","Olympique Marseille","1.8","right","2017-07-10","FC Nantes",NA,1e+07
"2020","https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","8","Dennis Geiger","Central Midfield",1998-06-10,23,"Germany","TSG 1899 Hoffenheim","1.73","right","2016-07-01","TSG 1899 Hoffenheim U19",NA,1e+07
"2020","https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587","Bundesliga","Europe","Germany",2020,"1.FC Köln","28","Ellyes Skhiri","Defensive Midfield",1995-05-10,26,"Tunisia","Eintracht Frankfurt","1.85","right","2019-07-29","Montpellier HSC",NA,1e+07
"2020","https://www.transfermarkt.com/jeremie-frimpong/profil/spieler/484547","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","30","Jeremie Frimpong","Right Midfield",2000-12-10,20,"Netherlands","Bayer 04 Leverkusen","1.72","right","2021-01-27","Celtic FC",NA,1e+07
"2020","https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418","Bundesliga","Europe","Germany",2020,"RB Leipzig","44","Kevin Kampl","Central Midfield",1990-10-09,30,"Slovenia","RB Leipzig","1.78","right","2017-08-31","Bayer 04 Leverkusen",NA,1e+07
"2020","https://www.transfermarkt.com/ludwig-augustinsson/profil/spieler/170646","Bundesliga","Europe","Germany",2020,"SV Werder Bremen","5","Ludwig Augustinsson","Left-Back",1994-04-21,27,"Sweden","RSC Anderlecht","1.81","left","2017-07-01","FC Copenhagen",NA,1e+07
"2020","https://www.transfermarkt.com/marc-roca/profil/spieler/336869","Bundesliga","Europe","Germany",2020,"Bayern Munich","22","Marc Roca","Defensive Midfield",1996-11-26,24,"Spain","Real Betis Balompié","1.84","left","2020-10-04","RCD Espanyol Barcelona",NA,1e+07
"2020","https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231","Bundesliga","Europe","Germany",2020,"1.FC Union Berlin","5","Marvin Friedrich","Centre-Back",1995-12-13,25,"Germany","Borussia Mönchengladbach","1.93","right","2019-07-05","FC Augsburg",NA,1e+07
"2020","https://www.transfermarkt.com/niklas-stark/profil/spieler/162434","Bundesliga","Europe","Germany",2020,"Hertha BSC","5","Niklas Stark","Centre-Back",1995-04-14,26,"Germany","SV Werder Bremen","1.9","right","2015-08-24","1.FC Nuremberg",NA,1e+07
"2020","https://www.transfermarkt.com/robert-skov/profil/spieler/270393","Bundesliga","Europe","Germany",2020,"TSG 1899 Hoffenheim","29","Robert Skov","Left Midfield",1996-05-20,25,"Denmark","1.FC Union Berlin","1.85","left","2019-07-29","FC Copenhagen",NA,1e+07
"2020","https://www.transfermarkt.com/valentino-lazaro/profil/spieler/186368","Bundesliga","Europe","Germany",2020,"Borussia Mönchengladbach","19","Valentino Lazaro","Left Midfield",1996-03-24,25,"Austria","Torino FC","1.81","right","2020-08-20","Inter Milan",NA,1e+07
"2020","https://www.transfermarkt.com/wataru-endo/profil/spieler/146310","Bundesliga","Europe","Germany",2020,"VfB Stuttgart","3","Wataru Endo","Defensive Midfield",1993-02-09,28,"Japan","Liverpool FC","1.78","right","2020-07-01","Sint-Truidense VV",NA,1e+07
"2020","https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277","Bundesliga","Europe","Germany",2020,"VfL Wolfsburg","31","Yannick Gerhardt","Central Midfield",1994-03-13,27,"Germany","VfL Wolfsburg","1.84","left","2016-07-01","1.FC Köln",NA,1e+07
"2020","https://www.transfermarkt.com/axel-witsel/profil/spieler/35047","Bundesliga","Europe","Germany",2020,"Borussia Dortmund","28","Axel Witsel","Centre-Back",1989-01-12,32,"Belgium","Atlético de Madrid","1.86","right","2018-08-06","Tianjin Tianhai (-2019)",NA,9e+06
"2020","https://www.transfermarkt.com/daley-sinkgraven/profil/spieler/215099","Bundesliga","Europe","Germany",2020,"Bayer 04 Leverkusen","22","Daley Sinkgraven","Left-Back",1995-07-04,25,"Netherlands","Fortuna Sittard","1.79","left","2019-07-01","Ajax Amsterdam",NA,9e+06
"2020","https://www.transfermarkt.com/javairo-dilrosun/profil/spieler/315125","Bundesliga","Europe","Germany",2020,"Hertha BSC","16","Javairô Dilrosun","Left Winger",1998-06-22,23,"Netherlands","CF América","1.75","left","2018-07-01","Manchester City U23",NA,9e+06
"2020","https://www.transfermarkt.com/jordan-torunarigha/profil/spieler/227110","Bundesliga","Europe","Germany",2020,"Hertha BSC","25","Jordan Torunarigha","Centre-Back",1997-08-07,23,"Nigeria","KAA Gent","1.91","left","2016-12-19","Hertha BSC II",NA,9e+06
